N	2gram	Vygotskiy__1	Literetu
1	не только	16	24
2	при этом	4	19
3	в качестве	9	17
4	но и	14	17
5	в том	24	16
6	а не	3	16
7	в частности	2	15
8	том что	21	14
9	может быть	14	13
10	сознания в	2	12
11	и не	9	12
12	в этом	17	12
13	в своем	3	11
14	состоит в	1	11
15	прежде всего	10	11
16	такого рода	1	10
17	то что	17	10
18	в целом	20	8
19	не в	4	8
20	и в	23	8
21	только в	6	8
22	как это	2	8
23	я не	3	7
24	как бы	11	7
25	в себе	6	7
26	не менее	1	7
27	в его	14	7
28	уже не	2	7
29	и я	2	6
30	как и	14	6
31	точки зрения	26	6
32	того что	15	6
33	связи с	3	6
34	в жизни	1	6
35	одним из	1	5
36	то же	8	5
37	отличие от	1	5
38	как в	4	5
39	не столько	4	5
40	в отличие	1	5
41	в то	7	5
42	для себя	4	5
43	а также	1	5
44	же время	2	5
45	в конечном	1	5
46	что он	7	5
47	уже в	3	5
48	не может	12	5
49	в данном	2	5
50	с этой	6	5
51	с его	4	5
52	тем самым	5	5
53	в своей	4	4
54	еще не	1	4
55	столь же	6	4
56	но не	4	4
57	конечном счете	1	4
58	в этой	7	4
59	все же	3	4
60	представляет собой	11	4
61	перестает быть	1	4
62	в силу	6	4
63	с собой	2	4
64	лишь в	6	4
65	для этого	5	4
66	и его	6	4
67	ведет к	1	4
68	данном случае	2	4
69	никогда не	2	4
70	так и	5	4
71	еще в	1	4
72	и тем	6	4
73	из них	1	4
74	мир в	1	4
75	в конце	2	4
76	как раз	4	4
77	о себе	1	4
78	со стороны	1	4
79	это не	1	4
80	в своих	5	4
81	например в	1	3
82	в сфере	3	3
83	тех же	2	3
84	также и	1	3
85	что его	2	3
86	по отношению	7	3
87	в самом	7	3
88	с их	1	3
89	в принципе	1	3
90	силу своей	1	3
91	с восприятием	1	3
92	таким образом	26	3
93	той же	2	3
94	несмотря на	2	3
95	не мог	1	3
96	в их	3	3
97	но в	5	3
98	том же	2	3
99	дело в	2	3
100	в основе	8	3
101	в области	3	3
102	ли не	1	3
103	всего в	2	3
104	говоря словами	3	3
105	в виду	1	3
106	приводит к	4	3
107	одного из	3	3
108	нуждается в	2	3
109	по своей	5	3
110	один из	2	3
111	потому что	6	3
112	этом в	1	3
113	одно из	2	3
114	у него	1	3
115	и даже	2	3
116	с другой	10	3
117	и др	1	3
118	не было	1	3
119	сознания от	1	3
120	этой точки	1	3
121	жизни и	2	3
122	что в	14	3
123	а в	2	3
124	во всяком	3	3
125	человека и	3	2
126	не остается	3	2
127	и то	3	2
128	самом деле	3	2
129	та же	1	2
130	в сущности	6	2
131	а для	1	2
132	из того	5	2
133	то это	1	2
134	к общему	1	2
135	могло быть	1	2
136	то он	1	2
137	отнюдь не	1	2
138	мысль в	1	2
139	или иную	1	2
140	только то	1	2
141	все эти	4	2
142	не оставляет	1	2
143	из этих	3	2
144	но без	1	2
145	как он	3	2
146	с чем	1	2
147	в нем	1	2
148	жизнь сознания	1	2
149	этой книге	1	2
150	не к	2	2
151	на этом	2	2
152	для всей	1	2
153	самим собой	1	2
154	было бы	4	2
155	для них	1	2
156	в слове	2	2
157	как сказано	1	2
158	от своего	1	2
159	всяком случае	3	2
160	с точки	18	2
161	что я	1	2
162	эта мысль	2	2
163	тем не	1	2
164	даже в	2	2
165	раз и	1	2
166	вплоть до	1	2
167	ничего кроме	2	2
168	мышления и	40	2
169	и является	1	2
170	в сознании	1	2
171	как будто	1	2
172	этом отношении	4	2
173	могут быть	3	2
174	к тому	4	2
175	должен быть	4	2
176	направленной на	1	2
177	для читателя	1	2
178	освобождения от	1	2
179	ту же	1	2
180	или иной	1	2
181	в другом	7	2
182	о том	6	2
183	с одной	8	2
184	не могло	3	2
185	между тем	9	2
186	хотя бы	4	2
187	по этому	1	2
188	то и	3	2
189	что не	1	2
190	по выражению	1	2
191	ту или	2	2
192	что для	5	2
193	для него	2	2
194	себе в	1	2
195	тем что	6	2
196	с действительностью	4	2
197	одной стороны	9	2
198	за пределы	2	2
199	превращается в	3	2
200	не на	1	2
201	одну из	4	2
202	все более	3	2
203	оказывается не	1	2
204	он один	1	2
205	тому как	1	2
206	для понимания	1	2
207	можно было	3	2
208	не является	9	2
209	этого рода	2	2
210	это как	1	2
211	которая в	2	2
212	своей собственной	1	2
213	тем более	5	2
214	в равной	2	2
215	отношению к	7	2
216	на это	1	2
217	по поводу	1	2
218	которая не	1	2
219	как известно	3	1
220	человеческой речи	8	1
221	и развитие	1	1
222	же как	6	1
223	его книге	1	1
224	жизни сознания	2	1
225	на самом	1	1
226	идет о	2	1
227	показать что	2	1
228	между двумя	2	1
229	по которым	1	1
230	на две	3	1
231	сам автор	2	1
232	уже обобщает	1	1
233	мыслит и	1	1
234	распространяет и	1	1
235	каком отношении	1	1
236	оторванности от	1	1
237	который в	3	1
238	есть не	2	1
239	основные моменты	1	1
240	мы не	7	1
241	нам чрезвычайно	1	1
242	вопрос о	7	1
243	и новые	1	1
244	за автором	1	1
245	жизни как	1	1
246	но даже	1	1
247	зависимости от	2	1
248	разумеется не	1	1
249	столько же	1	1
250	и мн	1	1
251	быть в	1	1
252	и нигде	1	1
253	в различных	1	1
254	в чем	4	1
255	только после	1	1
256	во внешнем	1	1
257	всем его	1	1
258	в сторону	1	1
259	ответ на	3	1
260	в наиболее	1	1
261	и будет	1	1
262	не просто	1	1
263	что они	3	1
264	вмешивается в	1	1
265	один и	1	1
266	которые могли	1	1
267	в одной	3	1
268	его на	2	1
269	для всех	4	1
270	как к	1	1
271	более и	2	1
272	перед нами	5	1
273	мы можем	6	1
274	и слова	1	1
275	могли бы	6	1
276	как уже	7	1
277	и как	5	1
278	и логически	1	1
279	словесном материале	1	1
280	времени дело	1	1
281	в противоположность	2	1
282	на какой	1	1
283	то в	1	1
284	за собой	2	1
285	еще на	3	1
286	себе как	1	1
287	в которой	3	1
288	себя к	1	1
289	он в	3	1
290	воспитания и	1	1
291	в нашем	2	1
292	если мы	2	1
293	однако как	1	1
294	что к	1	1
295	на то	5	1
296	обнаруживает в	1	1
297	его если	1	1
298	его внутренняя	1	1
299	а скорее	2	1
300	он не	5	1
301	от которого	1	1
302	потребности в	1	1
303	которой не	1	1
304	ключ к	2	1
305	этом либо	1	1
306	свою собственную	2	1
307	едва ли	2	1
308	к одному	1	1
309	и вот	2	1
310	почти исключительно	2	1
311	и более	5	1
312	в зависимости	2	1
313	в плане	1	1
