N	2gram	Vinokur_Ku_3	Myshleni
1	в том	22	33
2	том что	11	27
3	точки зрения	23	26
4	то что	4	20
5	в этом	16	19
6	с точки	16	18
7	того что	11	17
8	не только	17	15
9	и в	23	15
10	речи и	1	15
11	таким образом	9	14
12	что в	13	14
13	того чтобы	11	12
14	говорит он	1	12
15	что он	6	12
16	в самом	13	11
17	в процессе	3	11
18	мы не	3	10
19	в целом	4	10
20	было бы	16	10
21	для того	12	10
22	но и	3	10
23	в сущности	4	9
24	в своем	4	9
25	о том	6	9
26	связи с	6	9
27	может быть	14	9
28	что мы	2	9
29	не может	6	9
30	заключается в	4	8
31	не в	5	8
32	никогда не	1	8
33	казалось бы	1	8
34	так и	6	8
35	если бы	8	8
36	и что	7	8
37	на основе	1	7
38	процессе развития	1	7
39	он не	3	7
40	по себе	6	7
41	к тому	3	7
42	тот же	6	7
43	с одной	4	7
44	потому что	12	7
45	мы знаем	1	7
46	речи к	1	7
47	одной стороны	4	7
48	как бы	5	7
49	и не	10	7
50	во всяком	2	7
51	самом деле	14	6
52	с таким	1	6
53	в зависимости	7	6
54	зависимости от	8	6
55	по отношению	3	6
56	функции речи	1	6
57	мы должны	3	6
58	и к	3	6
59	что это	3	6
60	как он	2	6
61	как и	5	6
62	мы видели	3	6
63	всяком случае	1	6
64	точку зрения	2	6
65	речи в	7	6
66	в отношении	3	6
67	как мы	5	6
68	в виду	8	6
69	в теории	1	6
70	но в	2	6
71	по своей	1	6
72	по этому	1	6
73	если мы	7	6
74	мы находим	3	6
75	вовсе не	5	6
76	с другой	7	6
77	на этот	2	6
78	там где	3	6
79	в частности	2	6
80	вместе с	2	6
81	как это	7	6
82	в связи	5	6
83	сказать что	7	6
84	смысле слова	2	5
85	на деле	1	5
86	то же	6	5
87	вопрос о	11	5
88	последнее время	1	5
89	говорит что	1	5
90	уже в	3	5
91	приводит к	1	5
92	показал что	1	5
93	это не	3	5
94	что с	1	5
95	тогда когда	4	5
96	можно было	11	5
97	связь между	3	5
98	социальной среды	1	5
99	этот вопрос	3	5
100	и их	1	5
101	речь и	1	5
102	представление о	1	5
103	и др	1	5
104	с помощью	6	5
105	по существу	3	5
106	речи с	1	5
107	отношению к	2	5
108	все что	1	5
109	связана с	1	4
110	из того	2	4
111	хотя бы	9	4
112	из этих	5	4
113	конечном счете	1	4
114	независимо от	5	4
115	как в	4	4
116	все же	5	4
117	в которой	1	4
118	том чтобы	4	4
119	что все	2	4
120	несмотря на	1	4
121	в эту	1	4
122	в своей	4	4
123	от его	1	4
124	признать что	1	4
125	не удивительно	1	4
126	значение для	1	4
127	к этому	1	4
128	даже в	1	4
129	не имеет	3	4
130	того как	7	4
131	и его	1	4
132	указание на	1	4
133	речи мы	1	4
134	и с	3	4
135	логического мышления	1	4
136	в пользу	1	4
137	на вопрос	3	4
138	в конечном	1	4
139	мы видим	1	4
140	так как	9	4
141	только в	6	4
142	который в	1	4
143	в качестве	2	4
144	в начале	1	4
145	при помощи	1	4
146	как раз	4	4
147	а с	3	4
148	прежде всего	9	4
149	так же	2	4
150	все это	2	4
151	поэтому что	1	4
152	для нас	4	4
153	а в	5	4
154	по поводу	3	4
155	в объяснении	1	3
156	на самом	3	3
157	идет о	1	3
158	отношения между	4	3
159	собственном смысле	2	3
160	для которого	2	3
161	мы имеем	2	3
162	и ее	1	3
163	он сам	1	3
164	мы будем	1	3
165	точка зрения	4	3
166	в общем	6	3
167	очевидно что	3	3
168	что они	2	3
169	языка и	2	3
170	что именно	3	3
171	с этим	1	3
172	что как	3	3
173	смысле этого	2	3
174	когда он	2	3
175	бы и	3	3
176	он в	2	3
177	все эти	7	3
178	речи но	3	3
179	но на	3	3
180	как совершенно	1	3
181	что она	5	3
182	при этом	6	3
183	состоит в	2	3
184	те же	7	3
185	лишь в	8	3
186	с другими	2	3
187	уже сказано	1	3
188	о которых	1	3
189	во время	1	3
190	таким же	1	3
191	бы к	1	3
192	в которых	3	3
193	такое объяснение	1	3
194	для этого	6	3
195	из которых	1	3
196	в самой	1	3
197	в основе	1	3
198	относительно того	2	3
199	данном случае	4	3
200	в собственном	1	3
201	действия и	1	3
202	которое мы	1	3
203	ничего не	6	3
204	но мы	2	3
205	ни при	1	3
206	этому поводу	1	3
207	и только	3	3
208	не надо	1	3
209	тем более	5	3
210	все время	1	3
211	значение в	2	3
212	одной из	1	3
213	но не	3	3
214	это же	1	3
215	в следующем	1	3
216	вот почему	1	3
217	вернуться к	1	3
218	речь в	2	3
219	для него	1	3
220	речи является	1	3
221	отличие от	2	3
222	со стороны	1	3
223	в отличие	2	3
224	что для	1	3
225	только что	2	3
226	а не	11	3
227	в данном	7	3
228	этого слова	4	3
229	только для	2	3
230	которых он	1	3
231	об отношении	1	3
232	в результате	3	3
233	лежит в	1	3
234	того же	4	3
235	типа и	1	3
236	чем это	2	3
237	речи как	3	3
238	к этой	1	3
239	не можем	1	3
240	тем самым	4	3
241	том числе	2	3
242	они не	3	3
243	ту же	1	2
244	речь идет	3	2
245	также и	5	2
246	же как	1	2
247	увидим ниже	1	2
248	и есть	5	2
249	в котором	2	2
250	все те	2	2
251	той же	3	2
252	из всех	1	2
253	что если	2	2
254	на место	1	2
255	оба эти	1	2
256	говорить о	6	2
257	эта функция	1	2
258	в их	6	2
259	столь же	4	2
260	то он	3	2
261	не то	2	2
262	только тогда	4	2
263	друг от	1	2
264	нет и	1	2
265	за пределы	2	2
266	сама по	2	2
267	которые не	1	2
