N	3gram	Vygotskiy__4	FransuaR
1	то же время	1	10
2	в то же	1	10
3	до сих пор	3	8
4	мы уже говорили	1	7
5	в том что	12	6
6	и в то	1	5
7	в той же	1	3
8	в средние века	1	2
9	с точки зрения	4	2
10	что одна из	1	2
11	бы то ни	1	2
12	что все это	1	2
13	с одной стороны	3	2
14	дело в том	1	2
15	и хотя он	1	2
16	в то время	2	2
17	о том что	10	2
18	не только не	2	2
19	можно сказать что	1	2
20	с другой стороны	2	2
21	как мы уже	1	2
22	мы видим что	2	2
23	для того чтобы	19	2
24	не может быть	1	2
25	том что она	1	1
26	таким образом что	2	1
27	что это не	2	1
28	смысл всех этих	1	1
29	что она говорит	1	1
30	но вся эта	1	1
31	прямо сказать что	1	1
32	сказать что в	2	1
33	какой бы то	1	1
34	речи ни о	1	1
35	а также и	1	1
36	по отношению к	1	1
37	и как раз	1	1
38	на самом деле	5	1
39	в самом деле	7	1
40	подобно тому как	1	1
41	что для того	2	1
42	и целый ряд	1	1
43	начала и конца	1	1
44	том что это	1	1
45	связей в которых	1	1
46	точку зрения на	1	1
47	нет ничего более	1	1
48	вместе с тем	2	1
49	мы переходим к	1	1
50	одной общей точке	1	1
51	жизни и смерти	1	1
52	что все эти	1	1
53	но он не	1	1
54	себе и что	1	1
55	свидетельствуют о том	1	1
56	том или ином	1	1
57	в приложении к	2	1
58	из которых мы	1	1
59	в этом понимании	1	1
60	ни о какой	1	1
61	и в частности	2	1
62	он начинает с	2	1
63	о том как	2	1
64	в которых они	1	1
65	на эту тему	1	1
66	если бы мы	2	1
67	имел в виду	1	1
68	то ни было	1	1
69	совершенно иначе чем	1	1
70	смысл и свое	1	1
71	обратимся к анализу	1	1
72	и в этом	3	1
73	и вместе с	1	1
74	а с другой	1	1
75	и что она	1	1
76	в том или	1	1
77	в мире в	2	1
78	друг к другу	1	1
79	он говорит не	1	1
80	к которой мы	1	1
81	как бы в	1	1
82	вместо того чтобы	2	1
83	и в своих	1	1
84	потому что они	1	1
85	потому что это	1	1
86	при этом как	1	1
87	нет ни одного	1	1
88	во всех этих	2	1
89	только то что	1	1
90	у него в	1	1
91	таким образом в	2	1
92	мы не можем	1	1
93	не был бы	1	1
94	все это совершенно	2	1
95	и эпизод с	1	1
96	им по традиции	1	1
97	во всем этом	1	1
98	с самого начала	5	1
99	и в самом	2	1
100	заключается в том	3	1
101	речь идет о	2	1
102	в этом смысле	1	1
103	это как бы	1	1
104	иначе чем это	1	1
105	можно было бы	4	1
106	в предисловии к	1	1
107	друг с другом	4	1
108	и все они	1	1
109	но если бы	2	1
110	к тому же	2	1
111	то же самое	6	1
112	в глубине души	1	1
