N	3gram	Bakhtin_Pr_3	Marksizm
1	с точки зрения	4	20
2	не может быть	6	13
3	в самом деле	3	9
4	и не может	2	9
5	до сих пор	1	8
6	бы то ни	4	8
7	то ни было	4	8
8	и того же	1	5
9	одного и того	1	5
10	в отличие от	2	5
11	как мы знаем	2	5
12	с другой стороны	3	5
13	всех без исключения	1	4
14	с самого начала	8	4
15	в отношении к	7	4
16	вполне понятно что	2	3
17	в нашу задачу	1	3
18	в этом случае	2	3
19	в этом отношении	1	3
20	и пр в	1	3
21	может быть и	1	3
22	в высшей степени	3	3
23	в конце концов	3	3
24	и тот же	1	3
25	все без исключения	2	3
26	внутреннего и внешнего	2	3
27	один и тот	1	3
28	то же время	12	3
29	но все же	1	3
30	можно сказать что	1	3
31	в большинстве случаев	2	3
32	в то же	12	3
33	для того чтобы	1	3
34	в том что	1	3
35	внутренней речи как	1	2
36	или хотя бы	1	2
37	сводится к тому	2	2
38	в чем же	1	2
39	но при этом	1	2
40	как и все	2	2
41	сама по себе	2	2
42	необходимо прежде всего	1	2
43	на самом же	1	2
44	со всех сторон	1	2
45	как если бы	1	2
46	слова и его	3	2
47	в узком смысле	1	2
48	но в то	3	2
49	во всяком случае	5	2
50	смысле этого слова	2	2
51	к одному знаменателю	1	2
52	вопрос о том	1	2
53	по отношению к	5	2
54	между этими двумя	1	2
55	в свою очередь	1	2
56	быть и речи	1	2
57	и прежде всего	4	2
58	в нем нет	1	2
59	самом же деле	1	2
60	в этом смысле	4	2
61	какого бы то	1	2
62	тем не менее	2	2
63	в пределах одного	2	2
64	то все же	2	1
65	он не поймет	1	1
66	все более и	1	1
67	может войти в	2	1
68	как к своему	1	1
69	к своему центру	1	1
70	в ней в	1	1
71	прежде всего как	1	1
72	не может до	2	1
73	может до конца	2	1
74	прежде всего в	1	1
75	и для самого	1	1
76	по ту сторону	2	1
77	там где они	1	1
78	большей или меньшей	1	1
79	подобно тому как	2	1
80	громадное значение в	1	1
81	как она есть	1	1
82	бы они были	1	1
83	становятся как бы	1	1
84	а между тем	3	1
85	как бы ни	1	1
86	что же касается	1	1
87	и во всяком	1	1
88	ибо как мы	1	1
89	за пределы нашей	1	1
90	оно должно быть	1	1
91	как мы сказали	1	1
92	хотя бы и	2	1
93	существует для него	1	1
94	возможно лишь в	1	1
95	это вовсе не	1	1
96	переходим к другому	1	1
97	рано или поздно	1	1
98	он ни был	3	1
99	чем иным как	1	1
100	в тот же	1	1
101	что почти все	1	1
102	в значительной степени	1	1
103	с ними как	1	1
104	неразрывной связи с	1	1
105	войти в мир	1	1
106	не чем иным	1	1
107	в другом направлении	2	1
108	дело идет о	1	1
109	для него как	1	1
110	лежит в основе	1	1
111	все это и	1	1
112	со всею отчетливостью	1	1
113	и не было	1	1
114	в его произведениях	1	1
115	и как бы	1	1
116	в большей или	1	1
117	какой бы то	1	1
118	в этом направлении	1	1
119	правда и в	1	1
120	а не в	2	1
121	уже с самого	1	1
122	в его целом	2	1
123	сознания и не	1	1
124	может стать материалом	1	1
125	в прямо противоположных	1	1
126	они становятся как	1	1
127	так и в	2	1
128	рядом с этим	1	1
129	очень далек от	1	1
130	и не хочет	1	1
131	как и во	1	1
132	и в самом	3	1
133	не только не	1	1
134	и во всякой	1	1
135	в сущности являются	1	1
136	ни о каком	1	1
137	более и более	1	1
138	выходит за пределы	2	1
139	таких которые в	1	1
140	и от него	1	1
141	или во всяком	1	1
142	прежде всего определяется	1	1
143	как мы уже	1	1
144	к тому что	1	1
145	прямо противоположных направлениях	1	1
146	на самом деле	10	1
147	друг с другом	2	1
148	и в нем	3	1
149	его стиль и	1	1
150	сознанию и его	1	1
151	друг для друга	1	1
152	для этого необходимо	2	1
153	как мы видели	2	1
154	той или иной	2	1
155	и в другом	1	1
