N	2gram	Voloshinov_1	Myslijsy
1	потому что	5	46
2	то есть	4	34
3	в слове	3	32
4	в том	2	32
5	и в	38	30
6	может быть	13	28
7	то же	14	23
8	не только	27	21
9	только в	6	21
10	для нас	3	20
11	но и	13	19
12	того что	4	18
13	том что	3	18
14	то что	8	18
15	не есть	1	17
16	что в	1	17
17	в себе	9	16
18	по себе	1	16
19	и проч	1	16
20	и не	14	15
21	не в	6	15
22	в сознании	3	15
23	а не	6	15
24	таким образом	7	14
25	что и	3	13
26	так как	7	13
27	если бы	4	12
28	вместе с	5	12
29	а в	5	12
30	так и	6	11
31	что оно	3	11
32	этого слова	3	11
33	как в	2	10
34	в этом	10	10
35	в душе	2	10
36	как и	10	10
37	в то	9	10
38	и что	1	10
39	мы не	9	9
40	только тогда	2	9
41	из этих	1	9
42	в нем	4	9
43	было бы	7	9
44	тогда когда	1	9
45	между тем	3	9
46	для него	3	9
47	и то	3	8
48	в ней	8	8
49	в самом	4	8
50	от того	3	8
51	что мы	11	8
52	что слово	1	7
53	есть не	2	7
54	но не	2	7
55	с тем	8	7
56	и без	4	7
57	тем самым	7	7
58	тем что	2	7
59	как мы	9	7
60	так что	1	7
61	слова в	5	7
62	вовсе не	2	7
63	с другой	1	7
64	смысле этого	2	7
65	к тому	4	7
66	например в	1	6
67	с этим	2	6
68	художественное произведение	1	6
69	с ним	2	6
70	и теперь	1	6
71	те же	4	6
72	что он	2	6
73	уже не	4	6
74	из них	3	6
75	зависит от	2	6
76	и слово	3	6
77	но оно	1	6
78	не может	12	6
79	но это	2	6
80	если б	4	5
81	человека и	1	5
82	художественного произведения	1	5
83	слово не	4	5
84	еще не	3	5
85	независимо от	5	5
86	в своем	1	5
87	и как	9	5
88	думать что	1	5
89	к одному	1	5
90	заключает в	4	5
91	одно и	4	5
92	с другими	2	5
93	и тем	6	5
94	что я	1	5
95	по крайней	1	5
96	же время	7	5
97	в каком	2	5
98	языка в	2	5
99	не могут	1	5
100	не менее	1	5
101	мысль о	1	5
102	слово может	1	5
103	крайней мере	1	5
104	словом и	3	5
105	уже в	5	5
106	слово как	7	5
107	очевидно что	2	5
108	тому как	1	5
109	должно быть	2	5
110	слова и	5	5
111	сказать что	3	5
112	только как	1	5
113	в действительности	1	5
114	говоря о	1	4
115	мысли а	1	4
116	тем же	3	4
117	в каждой	1	4
118	столь же	1	4
119	относится к	2	4
120	что именно	3	4
121	от нашего	2	4
122	не было	2	4
123	что это	4	4
124	бы не	2	4
125	он не	2	4
126	перестает быть	1	4
127	не к	3	4
128	но вместе	1	4
129	одной и	2	4
130	мы видели	5	4
131	мысли что	1	4
132	и при	2	4
133	себе не	1	4
134	в котором	3	4
135	того как	1	4
136	это слово	2	4
137	и его	7	4
138	до того	3	4
139	для того	9	4
140	на это	4	4
141	и это	7	4
142	по мере	1	4
143	в его	6	4
144	один из	4	4
145	все равно	1	4
146	что для	1	4
147	для человека	1	4
148	если не	3	4
149	нашей мысли	1	4
150	и потому	2	4
151	все это	4	4
152	и от	7	4
153	тем более	1	4
154	мы должны	10	4
155	слово в	2	4
156	другой стороны	1	4
157	была бы	1	4
158	все что	1	4
159	я и	2	3
160	только потому	2	3
161	и есть	1	3
162	говорить о	1	3
163	и на	6	3
164	в чем	1	3
165	не то	1	3
166	ответ на	2	3
167	дает нам	1	3
168	более или	1	3
169	не можем	1	3
170	в простом	1	3
171	в целом	4	3
172	имеет для	1	3
173	при этом	9	3
174	в силу	1	3
175	не будет	3	3
176	его в	4	3
177	и тогда	2	3
178	или менее	1	3
179	как бы	28	3
180	представить себе	3	3
181	место в	2	3
182	что при	1	3
183	тем не	1	3
184	тому что	5	3
185	на него	4	3
186	того чтобы	7	3
187	заметить что	2	3
188	есть к	1	3
189	формы слова	2	3
190	свою очередь	4	3
191	в произведении	1	3
192	из двух	2	3
193	или в	2	3
194	здесь как	1	3
195	слово и	3	3
196	быть может	3	3
197	в словах	3	3
198	и вообще	2	3
199	со стороны	1	3
200	никак не	1	3
201	можно сказать	4	3
202	к нему	2	3
203	вслед за	1	3
204	слова для	1	3
205	и следовательно	5	3
206	же и	1	3
207	есть в	1	3
208	только на	3	3
209	в начале	3	3
210	за ним	1	3
211	к мысли	1	3
212	прежде всего	21	3
213	друг друга	2	3
214	мы можем	7	3
215	должны будем	1	3
216	само по	1	3
217	до сих	1	3
218	именно в	1	3
219	такое же	1	3
220	там где	1	3
221	в одно	1	3
222	связь с	2	3
223	членораздельный звук	2	3
224	так же	4	3
225	сих пор	2	3
226	и оно	1	3
227	не знаем	4	3
228	говорящего и	6	3
229	тем и	2	3
230	не существует	4	3
231	а к	2	3
232	к одной	1	3
233	и все	4	3
234	от всего	1	3
235	здесь только	1	3
236	в свою	6	3
237	не говоря	2	3
238	не знает	3	3
239	в последнем	1	3
240	значение не	1	3
241	в которой	7	3
242	к этому	2	3
243	в таком	1	3
244	себе этот	1	2
245	самом деле	4	2
246	это и	1	2
247	смотрит на	1	2
248	и до	1	2
249	собственном смысле	1	2
250	входящих в	1	2
251	в их	1	2
252	часть его	1	2
253	мы уже	10	2
254	той же	5	2
255	бы например	1	2
256	этот предмет	1	2
257	на свою	1	2
258	которое не	2	2
259	ему в	1	2
260	себе что	1	2
261	одним словом	1	2
262	большей части	1	2
263	то он	3	2
264	что язык	5	2
265	в новом	1	2
266	отношение к	2	2
267	теперь не	1	2
268	за пределы	1	2
269	в предложении	1	2
270	все же	7	2
271	и той	5	2
272	на человека	1	2
273	и слова	1	2
274	целый ряд	3	2
275	и внутреннюю	1	2
276	и каждое	1	2
277	со своей	1	2
278	сливается с	1	2
279	та же	3	2
280	же слово	2	2
281	в этой	6	2
282	на то	1	2
283	не могла	1	2
284	человек не	2	2
285	так сказать	4	2
286	и если	1	2
287	на его	5	2
288	слово это	2	2
289	не как	1	2
290	прежде чем	2	2
291	с сознанием	1	2
292	но все	4	2
293	мысль об	1	2
294	могла бы	1	2
295	на все	1	2
296	время и	1	2
297	без нее	1	2
298	ни в	1	2
299	не всегда	2	2
300	несмотря на	2	2
301	форму но	1	2
302	что собственно	1	2
303	не думая	1	2
304	точки зрения	10	2
305	в своей	2	2
306	что такое	4	2
307	в мысли	1	2
308	то для	1	2
309	в которых	2	2
310	мысли и	1	2
311	бы мы	3	2
312	искусства а	1	2
313	их в	3	2
314	том же	1	2
315	что эта	1	2
316	она не	1	2
317	иметь в	1	2
318	только не	1	2
319	в разных	3	2
320	глядя на	1	2
321	этом отношении	2	2
322	деятельности и	3	2
323	когда мы	6	2
324	от этого	1	2
325	его с	1	2
326	в области	5	2
327	в нас	2	2
328	так например	1	2
329	и самое	1	2
330	то или	4	2
331	и о	1	2
332	указывать на	1	2
333	в ее	3	2
334	языка и	4	2
335	в собственном	1	2
336	лучше сказать	1	2
337	котором мы	1	2
338	когда в	1	2
339	к тем	1	2
340	свою мысль	1	2
341	и с	5	2
342	об этом	3	2
343	связанное с	1	2
344	каждый раз	1	2
345	о том	4	2
346	и та	1	2
347	но мы	2	2
348	или на	1	2
349	и содержание	2	2
350	должно было	3	2
351	собственно говоря	1	2
352	связь между	2	2
353	этих слов	3	2
354	природы и	2	2
355	в форме	6	2
356	может стать	2	2
357	языка мы	2	2
358	как ее	1	2
359	слово с	1	2
360	мы видим	3	2
361	одной из	2	2
362	в какой	2	2
363	и после	1	2
364	но как	2	2
365	нам возможность	1	2
366	связи с	3	2
367	в виде	1	2
368	слова не	2	2
369	мы относим	1	2
370	был бы	1	2
371	в одном	3	2
372	но что	3	2
373	у него	1	2
374	другой и	1	2
375	с общим	1	2
376	и даже	3	2
377	развития в	2	2
378	что человек	1	2
379	только один	1	2
380	а с	5	2
381	души и	1	2
382	всю совокупность	2	2
383	в речи	1	2
384	эти слова	8	2
385	в разговоре	2	2
386	к своему	4	2
387	по своему	3	2
388	он говорит	1	2
389	что же	8	2
390	зрения и	1	2
391	слов в	4	2
392	один акт	2	2
393	с этой	1	2
394	еще раз	1	2
395	перед нами	3	2
396	сознании и	1	2
397	слова но	3	2
398	бы в	5	2
399	скажем что	1	2
400	и наконец	5	2
401	язык не	3	2
402	же в	1	2
403	что вообще	1	2
404	появления в	1	2
405	жизни и	3	2
406	слова которые	1	1
407	отношения к	3	1
408	одним из	1	1
409	до него	1	1
410	не остается	1	1
411	состояния человека	1	1
412	очутимся в	1	1
413	себе путь	1	1
414	на самом	3	1
415	к своей	1	1
416	искать в	1	1
417	чего не	1	1
418	наша внутренняя	1	1
419	что эти	2	1
420	его не	2	1
421	он уже	1	1
422	может достигнуть	1	1
423	если я	1	1
424	нуждаются в	2	1
425	которую мы	1	1
426	вопрос о	2	1
427	до такой	1	1
428	чтобы не	1	1
429	мы называем	4	1
430	в сущности	1	1
431	на каждом	1	1
432	к самим	1	1
433	увидим ниже	1	1
434	группы и	1	1
435	в числе	1	1
436	того же	1	1
437	и он	2	1
438	имя и	1	1
439	речь без	1	1
440	это возможно	1	1
441	не найдем	1	1
442	говоря уже	1	1
443	здесь не	2	1
444	но этого	1	1
445	без всякого	1	1
446	с его	7	1
447	природу в	1	1
448	предположим что	2	1
449	он может	1	1
450	самым мы	1	1
451	знак и	2	1
452	в голове	1	1
453	одного типа	1	1
454	если в	1	1
455	а уже	1	1
456	можем не	2	1
457	себе и	2	1
458	в зеркале	1	1
459	ведь мы	1	1
460	нет и	3	1
461	шаг к	1	1
462	явление которое	1	1
463	и читатель	1	1
464	или действие	1	1
465	представим себе	1	1
466	в истории	1	1
467	из которого	1	1
468	первый взгляд	1	1
469	впечатлений производимых	1	1
470	своей и	1	1
471	его должны	1	1
472	в художественном	1	1
473	еще и	2	1
474	помнить что	2	1
475	хотя и	3	1
476	когда он	1	1
477	из сознания	1	1
478	может получить	2	1
479	увидим что	2	1
480	но в	5	1
481	этим языком	1	1
482	уже отчасти	1	1
483	роль играет	2	1
484	вода +	2	1
485	то в	1	1
486	но эта	2	1
487	к чему	2	1
488	и конечно	2	1
489	расстояние между	3	1
490	существует лишь	1	1
491	формы в	1	1
492	все эти	2	1
493	если мы	4	1
494	еще один	1	1
495	и отношения	1	1
496	бы только	1	1
497	тому же	2	1
498	как он	1	1
499	в наших	1	1
500	чем больше	1	1
501	наш взгляд	1	1
502	наблюдать в	1	1
503	в первых	1	1
504	главным образом	3	1
505	к миру	2	1
506	эту зависимость	1	1
507	при виде	1	1
508	в предметах	1	1
509	он должен	3	1
510	слова которое	1	1
511	и вот	3	1
512	важную роль	2	1
513	существует и	2	1
514	сказанное нами	1	1
515	что без	1	1
516	которое может	3	1
517	языком и	3	1
518	на наш	2	1
519	будем говорить	3	1
520	создать себе	1	1
521	что нельзя	1	1
522	имеем права	1	1
523	форме а	1	1
524	здесь мы	3	1
525	мыслью но	1	1
526	тем в	1	1
527	выражений и	1	1
528	в мире	2	1
529	нам остается	1	1
530	конечно в	1	1
531	и внутренняя	3	1
532	на ту	1	1
533	лишь в	4	1
534	знает что	1	1
535	образом если	1	1
536	искусства в	1	1
537	со всех	2	1
538	это не	3	1
539	понять его	1	1
540	то все	1	1
541	этому предмету	1	1
542	в жизни	2	1
543	своего осуществления	3	1
544	его места	1	1
545	или наоборот	1	1
546	которой он	1	1
547	одна и	1	1
548	и вне	1	1
549	что всякое	3	1
550	нам не	1	1
551	своего искусства	1	1
552	это нечто	1	1
553	и различие	1	1
554	себе все	2	1
555	он сказал	2	1
556	в этих	2	1
557	мы как	2	1
558	но если	1	1
559	от своего	1	1
560	таким же	1	1
561	причины и	1	1
562	заключать в	1	1
563	неразрывно связано	1	1
564	с точки	5	1
565	жизни с	1	1
566	этой жизни	1	1
567	акт сознания	1	1
568	не будем	1	1
569	общий смысл	3	1
570	которые в	2	1
571	знание этого	1	1
572	друг другу	2	1
573	не поймет	1	1
574	речи в	1	1
575	для большей	1	1
576	действие или	1	1
577	однако в	2	1
578	не должно	2	1
579	пламя и	1	1
580	что этот	1	1
581	в устах	1	1
582	или если	1	1
583	совокупность этих	1	1
584	и говорящий	1	1
585	и музыки	1	1
586	тем слово	1	1
587	человека таким	1	1
588	вложена в	1	1
589	без его	1	1
590	это чувство	1	1
591	в таких	1	1
592	человека но	1	1
593	виду что	1	1
594	это дает	1	1
595	ее с	2	1
596	в процессе	6	1
597	которого он	1	1
598	и искусство	1	1
599	принадлежит к	1	1
600	следовательно и	1	1
601	мы за	1	1
602	все свои	1	1
603	в общих	1	1
604	ничего не	8	1
605	речи не	2	1
606	с одним	1	1
607	такой случай	1	1
608	в более	1	1
609	здесь же	1	1
610	что самые	1	1
611	себе это	2	1
612	быть в	1	1
613	и искусства	1	1
