N	3gram	Potebnia_M_4	Problema
1	и т д	3	13
2	тем не менее	4	10
3	в том что	7	9
4	то же самое	4	7
5	и то что	4	7
6	в связи с	1	7
7	в данном случае	2	7
8	сам по себе	4	6
9	сами по себе	2	6
10	во всяком случае	3	6
11	и в этом	4	6
12	в этом случае	5	5
13	по крайней мере	5	5
14	с другой стороны	1	5
15	не может быть	5	5
16	что иное как	2	4
17	что же касается	1	4
18	в таком случае	2	4
19	есть не что	1	4
20	в то же	3	4
21	той или другой	1	4
22	не что иное	2	4
23	в то время	1	4
24	он не есть	1	4
25	дело в том	1	3
26	не имеет никакого	1	3
27	мы могли бы	2	3
28	не было бы	1	3
29	точно так же	1	3
30	может быть и	1	3
31	когда мы говорим	3	3
32	том смысле что	1	3
33	заключается в том	1	3
34	само по себе	5	3
35	то есть в	2	3
36	о том что	5	3
37	в том смысле	2	3
38	что и в	2	3
39	в том виде	1	2
40	хотя и не	1	2
41	только потому что	2	2
42	в настоящее время	1	2
43	о том как	1	2
44	с точки зрения	3	2
45	до сих пор	4	2
46	но и в	1	2
47	мы говорим о	1	2
48	на первый взгляд	1	2
49	и как бы	2	2
50	то есть от	2	2
51	только о том	1	2
52	ничего общего с	1	2
53	теми или другими	1	2
54	даже и в	1	2
55	на самом деле	3	2
56	и тем более	1	2
57	можно сказать что	4	2
58	у нас в	1	2
59	друг от друга	1	2
60	для нас значение	1	2
61	не есть ее	1	2
62	в сравнении с	1	2
63	дело не в	1	2
64	что мы можем	1	2
65	значения данного слова	1	2
66	то это не	1	2
67	значение то есть	2	1
68	таким образом что	2	1
69	и того же	1	1
70	по себе может	1	1
71	таким образом если	1	1
72	и говорить о	1	1
73	но это есть	1	1
74	мы говорим что	1	1
75	к другу и	1	1
76	этот вопрос мы	1	1
77	только сказать что	1	1
78	и в таком	1	1
79	иметь в виду	1	1
80	а не в	1	1
81	указывает только на	1	1
82	это было бы	1	1
83	мы в то	1	1
84	же самое нужно	2	1
85	в том и	2	1
86	другими словами мы	1	1
87	и есть то	1	1
88	и не только	1	1
89	имеет в виду	1	1
90	в данном слове	1	1
91	и то и	1	1
92	есть нечто большее	1	1
93	в той же	1	1
94	но и к	1	1
95	самое нужно сказать	1	1
96	при этом в	2	1
97	того и другого	1	1
98	нужно сказать и	1	1
99	до того что	1	1
100	с тем что	4	1
101	здесь мы могли	1	1
102	другими словами в	1	1
103	обратить внимание на	2	1
104	на этот вопрос	2	1
105	и не в	1	1
106	то и другое	2	1
107	есть то что	2	1
108	не есть только	3	1
109	если это так	1	1
110	случае когда мы	1	1
111	сказать что в	1	1
112	а мы в	1	1
113	есть то же	1	1
114	мысли но даже	1	1
115	во всяком поэтическом	1	1
116	вопрос мы не	1	1
117	если же мы	1	1
118	предмета на который	1	1
119	нечто такое что	1	1
120	как и в	1	1
121	может быть не	1	1
122	в том чтобы	1	1
123	и тем же	1	1
124	если бы мы	1	1
125	образом как и	1	1
126	с одной стороны	1	1
127	фона на котором	1	1
128	образ может быть	1	1
129	смысле этого слова	1	1
130	но при этом	1	1
131	то тем самым	1	1
132	на второй план	1	1
133	так или иначе	2	1
134	тем что мы	1	1
135	это не значит	2	1
136	да и нет	1	1
137	друг к другу	1	1
138	потому что мы	2	1
139	но если бы	1	1
140	одним и тем	1	1
141	а может быть	1	1
142	до такой степени	5	1
143	имеет для нас	1	1
144	мы не можем	3	1
145	от того что	3	1
146	и не требующим	1	1
147	нет ничего кроме	1	1
148	но и о	1	1
149	сказать и о	1	1
150	в нем так	1	1
151	предмета который и	1	1
152	их вовсе не	1	1
153	равно как и	2	1
154	не только не	3	1
155	что в нем	1	1
156	как бы ни	1	1
157	речь идет о	1	1
158	не менее в	1	1
159	только в том	2	1
160	к одной и	1	1
161	на то что	4	1
162	относится и к	1	1
163	одного и того	1	1
164	которые могут быть	1	1
165	в этих случаях	2	1
166	то есть то	2	1
167	тем самым мы	1	1
168	к тому что	1	1
169	поэтические образы и	1	1
170	таким образом в	1	1
171	то же что	1	1
172	здесь только в	1	1
173	для того чтобы	4	1
174	тогда когда мы	1	1
175	только тогда когда	4	1
176	но в этой	1	1
177	мы не имели	1	1
178	художественного произведения но	1	1
