N	2gram	Bakhtin_Fr_5	Istorich
1	и в	45	24
2	не только	14	21
3	что он	6	21
4	может быть	2	14
5	не может	5	14
6	что в	12	13
7	как в	3	12
8	в этом	14	12
9	и здесь	4	12
10	но и	10	11
11	это не	3	10
12	том что	7	10
13	и что	2	10
14	у него	4	10
15	мы видим	5	10
16	а в	4	10
17	все же	2	9
18	не в	7	9
19	о том	4	9
20	потому что	7	9
21	и другие	3	9
22	то же	11	8
23	еще не	1	8
24	что и	7	8
25	так как	6	8
26	а не	4	8
27	все это	7	8
28	во всех	13	7
29	то что	2	7
30	таким образом	8	7
31	мы видели	7	7
32	одна из	1	7
33	к нему	2	7
34	один из	2	7
35	в том	10	7
36	вместе с	3	7
37	что это	2	6
38	но не	4	6
39	как он	3	6
40	в нем	10	6
41	он не	6	6
42	всех этих	6	6
43	об этом	4	6
44	как и	10	6
45	и все	7	6
46	а именно	2	6
47	того что	3	6
48	только в	4	6
49	тем что	1	6
50	так же	8	6
51	во время	12	6
52	то это	1	5
53	в чем	2	5
54	но в	14	5
55	право на	10	5
56	что она	3	5
57	не менее	3	5
58	с ним	5	5
59	ничего не	4	5
60	так и	6	5
61	там где	3	5
62	видно что	1	5
63	же как	4	4
64	он может	1	4
65	мы уже	4	4
66	мы не	4	4
67	как бы	12	4
68	при этом	2	4
69	мы можем	2	4
70	но все	1	4
71	точки зрения	4	4
72	в их	4	4
73	своего рода	4	4
74	тем не	1	4
75	по существу	3	4
76	не имеет	3	4
77	никогда не	1	4
78	со своим	1	4
79	в других	1	4
80	своего отца	3	4
81	и говорит	1	4
82	так в	2	4
83	что у	1	4
84	на вопрос	1	4
85	то не	1	4
86	после того	1	4
87	представления о	1	4
88	ли он	2	4
89	вовсе не	8	4
90	если не	1	4
91	в данном	2	4
92	и не	15	4
93	одной из	5	4
94	есть и	5	4
95	например в	5	3
96	и он	3	3
97	в различных	2	3
98	с его	7	3
99	что они	1	3
100	эта связь	4	3
101	кроме того	4	3
102	хотя и	5	3
103	когда он	2	3
104	и наконец	2	3
105	этот мотив	1	3
106	из этих	3	3
107	в дальнейшем	1	3
108	на то	1	3
109	и если	2	3
110	эту задачу	1	3
111	и по	1	3
112	его в	5	3
113	в них	6	3
114	должны были	1	3
115	в конце	7	3
116	он дает	1	3
117	нечто вроде	1	3
118	но они	3	3
119	как мы	8	3
120	тогда когда	1	3
121	того как	1	3
122	не все	1	3
123	видим что	2	3
124	и его	13	3
125	связи с	6	3
126	данном случае	2	3
127	не столько	2	3
128	в образе	1	3
129	здесь нет	3	3
130	еще одна	1	3
131	и она	2	3
132	в качестве	2	3
133	чаще всего	1	3
134	на ней	1	3
135	не случайно	1	3
136	и даже	4	3
137	связано с	1	3
138	превращается в	2	3
139	и стал	1	3
140	в свете	2	3
141	что за	1	3
142	происходит в	2	3
143	сих пор	3	3
144	но это	5	3
145	обращается к	1	3
146	от него	1	3
147	ее в	1	3
148	женщины и	1	2
149	он также	1	2
150	мы здесь	1	2
151	здесь и	5	2
152	из самых	1	2
153	почти всегда	3	2
154	не имеют	1	2
155	по его	1	2
156	его не	4	2
157	и ее	1	2
158	того же	3	2
159	в прямой	1	2
160	и на	5	2
161	если в	2	2
162	не просто	1	2
163	на небе	3	2
164	что во	1	2
165	в одной	3	2
166	его на	1	2
167	с этим	4	2
168	перед нами	4	2
169	что по	1	2
170	он на	1	2
171	но эта	2	2
172	в самом	4	2
173	та же	1	2
174	он в	2	2
175	все эти	5	2
176	еще один	2	2
177	им в	2	2
178	нами в	1	2
179	ее как	1	2
180	вообще не	3	2
181	на его	1	2
182	связанные с	3	2
183	на земле	1	2
184	так например	2	2
185	жить в	1	2
186	в одну	1	2
187	не будет	1	2
188	раз он	1	2
189	было бы	2	2
190	известно что	1	2
191	должен был	1	2
192	ни в	3	2
193	этом мы	1	2
194	сам он	1	2
195	даже там	1	2
196	их на	1	2
197	в котором	1	2
198	не от	1	2
199	наконец они	1	2
200	к этому	2	2
201	это довольно	1	2
202	но он	3	2
203	не его	1	2
204	есть еще	1	2
205	что этот	1	2
206	для нее	1	2
207	нас к	1	2
208	тому что	1	2
209	этой смены	1	2
210	вплоть до	2	2
211	в то	11	2
212	тому кто	1	2
213	на него	2	2
214	не по	1	2
215	в основе	4	2
216	что вы	1	2
217	пляски и	1	2
218	к ней	2	2
219	друг друга	1	2
220	его отец	1	2
221	не могут	2	2
222	это конечно	1	2
223	как только	1	2
224	еще яснее	1	2
225	что при	1	2
226	возвращается домой	1	2
227	и это	4	2
228	не совсем	1	2
229	без всякого	1	2
230	то время	3	2
231	на том	2	2
232	и когда	1	2
233	об этой	3	2
234	но здесь	1	2
235	другими словами	1	2
236	все его	1	2
237	в форме	1	2
238	тем более	1	2
239	ночь с	2	2
240	отца и	1	2
241	здесь не	6	2
242	тот же	1	2
243	по этому	1	2
244	конечно не	2	2
245	не можем	1	2
246	и у	5	2
247	что не	1	2
248	не исчезает	1	2
249	проглатывание и	1	2
250	из них	1	2
251	характерно что	4	2
252	мы знаем	1	2
253	там на	1	2
254	прежде всего	10	2
255	главе о	1	2
256	у нее	2	2
257	к ним	1	2
258	в особенности	2	2
259	до сих	3	2
260	связаны с	4	2
261	на этот	3	2
262	и др	8	2
263	говорит о	1	2
264	выше и	1	2
265	в связи	5	2
266	но оно	1	2
267	связь с	3	2
268	является к	1	2
269	как это	4	2
270	и там	2	2
271	когда она	1	2
272	был в	1	2
273	и такие	1	2
274	только о	1	2
275	и от	4	2
276	и о	4	2
277	причем в	1	2
278	в другое	2	2
279	но вот	1	2
280	в целях	1	2
281	сказать что	4	2
282	от всех	5	2
283	и эта	1	2
284	они не	1	2
285	и наиболее	2	1
286	объясняется что	1	1
287	ясно видно	1	1
288	ту же	2	1
289	одним из	5	1
290	связана с	1	1
291	не остается	1	1
292	необходимо отметить	1	1
293	самом деле	5	1
294	свою жену	1	1
295	не хочет	2	1
296	из его	2	1
297	она все	1	1
298	сам автор	1	1
299	ней сам	1	1
300	и больше	2	1
301	этого он	1	1
302	в доме	4	1
303	хлеб и	3	1
304	в несколько	1	1
305	есть не	1	1
306	объявил что	1	1
307	этого нет	1	1
308	что уже	1	1
309	совершенно так	2	1
310	в возможности	1	1
311	который был	1	1
312	но она	3	1
313	что иное	1	1
314	как я	1	1
315	ему в	1	1
316	в ней	8	1
317	в народном	2	1
318	он был	7	1
319	в которых	3	1
320	тем как	1	1
321	из земли	1	1
322	не исчерпываются	1	1
323	у ней	1	1
324	землю и	1	1
325	видели что	1	1
326	они имеют	1	1
327	свою жизнь	1	1
328	только тогда	1	1
329	преисподней и	1	1
330	по отношению	1	1
331	он пишет	1	1
332	тут же	2	1
333	кто с	1	1
334	растет за	2	1
335	значение имеет	1	1
336	на стол	1	1
337	утверждение что	1	1
338	независимо от	2	1
339	некоторое время	1	1
340	или косвенно	1	1
341	в своем	11	1
342	в сопровождении	1	1
343	и как	5	1
344	это тоже	1	1
345	и к	5	1
346	самом начале	1	1
347	имеет в	1	1
348	обряда в	1	1
349	в этот	2	1
350	и питье	4	1
351	роль играет	3	1
352	где все	1	1
353	в целом	2	1
354	в главе	1	1
355	он наконец	1	1
356	в этой	6	1
357	переходит на	1	1
358	он начинает	1	1
359	там мы	1	1
360	какую роль	1	1
361	о смене	1	1
362	в наших	1	1
363	этим создается	1	1
364	это право	2	1
365	но именно	2	1
366	он все	1	1
367	дал им	1	1
368	он пользуется	1	1
369	и вот	3	1
370	все идет	1	1
371	характер в	1	1
372	для понимания	1	1
373	из него	1	1
374	в нее	1	1
375	и за	2	1
376	в каждом	2	1
377	имеют в	1	1
378	в другом	3	1
379	них не	1	1
380	на все	2	1
381	этих форм	2	1
382	а как	1	1
383	на протяжении	1	1
384	садится на	1	1
385	убеждают нас	1	1
386	с начала	1	1
387	король и	1	1
388	части тела	1	1
389	и смерти	2	1
390	духа в	2	1
391	солнце и	1	1
392	но уже	1	1
393	о которых	1	1
394	она и	2	1
395	ни одной	1	1
396	гл iv	1	1
397	умершим и	1	1
398	далеко не	1	1
399	и подобные	1	1
400	с тем	2	1
401	со своими	1	1
402	одна и	1	1
