N	2gram	Bakhtin_Pr_3	Mirosoze
1	и в	34	46
2	у достоевского	13	34
3	в нем	19	22
4	у него	4	22
5	может быть	19	21
6	в этом	16	20
7	не только	10	18
8	и не	29	18
9	никогда не	8	18
10	для него	13	18
11	есть лишь	1	17
12	но и	12	15
13	не может	19	15
14	человека в	1	14
15	как и	18	13
16	иван карамазов	1	13
17	а не	9	13
18	друг друга	2	12
19	к человеку	1	12
20	прежде всего	15	12
21	потому что	12	12
22	и он	2	11
23	не было	2	11
24	но он	3	11
25	в ней	3	11
26	но в	16	10
27	та же	2	10
28	в себе	6	10
29	он не	15	10
30	он был	1	9
31	не в	9	9
32	не знает	6	9
33	отношение к	6	8
34	в своем	2	8
35	любовь к	1	8
36	так как	4	8
37	она не	1	8
38	переходит в	2	8
39	человека к	1	8
40	как бы	27	8
41	но это	4	8
42	для достоевского	4	8
43	человека и	1	7
44	ивана карамазова	3	7
45	в мире	4	7
46	как в	4	7
47	и к	12	7
48	в этой	1	7
49	человек не	1	7
50	хотя бы	5	7
51	и потому	2	7
52	и для	8	7
53	что он	23	7
54	вопрос о	2	6
55	достоевского есть	1	6
56	что это	5	6
57	в бесах	1	6
58	нем есть	1	6
59	не могу	3	6
60	он сам	5	6
61	жизнь в	1	6
62	так же	8	6
63	того что	5	6
64	и там	1	6
65	жизни и	3	6
66	по преимуществу	1	5
67	то же	14	5
68	я не	7	5
69	не способен	1	5
70	друг к	1	5
71	совсем не	3	5
72	в самом	8	5
73	бы и	4	5
74	и вот	5	5
75	что все	4	5
76	к другу	1	5
77	бога и	1	5
78	в своей	3	5
79	в отношении	9	5
80	в конце	5	5
81	достоевский не	1	5
82	во всем	3	5
83	и его	16	5
84	к тому	5	5
85	и это	4	5
86	достоевского к	1	5
87	те же	2	5
88	это не	5	5
89	один из	2	5
90	в его	22	5
91	него нет	2	5
92	для того	1	5
93	то что	11	5
94	образ и	1	5
95	и все	19	5
96	также и	1	4
97	к чему	2	4
98	мысль что	2	4
99	обращен к	1	4
100	с его	6	4
101	не принимаю	1	4
102	в жизни	2	4
103	нет в	2	4
104	том что	3	4
105	с ума	1	4
106	жизнь и	2	4
107	его отношение	4	4
108	настасья филипповна	5	4
109	тому что	2	4
110	того чтобы	1	4
111	они и	1	4
112	должен быть	1	4
113	в сострадании	1	4
114	что у	6	4
115	так и	6	4
116	для этого	3	4
