N	2gram	Propp_Russ_2	FransuaR
1	и в	29	29
2	таким образом	6	20
3	и не	1	16
4	в этой	3	13
5	и все	4	13
6	но в	5	12
7	как и	11	12
8	на части	9	12
9	и на	6	11
10	в этом	11	11
11	так и	1	11
12	то же	4	10
13	мы уже	1	10
14	не только	10	10
15	во время	12	10
16	в то	2	10
17	как мы	3	10
18	все эти	3	9
19	и с	10	9
20	его в	8	9
21	в конце	1	9
22	но и	8	9
23	игры в	2	8
24	и его	1	8
25	игра в	2	8
26	в его	1	8
27	прежде всего	2	8
28	как бы	18	8
29	в них	4	7
30	мы видели	7	7
31	в том	22	7
32	так как	13	7
33	так же	4	7
34	своего рода	1	6
35	но он	3	6
36	здесь в	2	6
37	в большинстве	1	6
38	из них	4	6
39	в праздник	1	6
40	это и	2	5
41	и до	1	5
42	что это	3	5
43	в нем	1	5
44	в своей	2	5
45	до конца	3	5
46	рядом с	1	5
47	и о	3	5
48	это не	5	5
49	далеко не	4	5
50	сказать что	1	5
51	на весь	1	5
52	и по	3	5
53	на самом	2	4
54	и есть	1	4
55	в которой	2	4
56	еще не	6	4
57	в образе	2	4
58	связанные с	2	4
59	старого года	2	4
60	но они	1	4
61	жизнь и	2	4
62	в литературе	1	4
63	что он	1	4
64	руки и	3	4
65	тем что	3	4
66	с другой	2	4
67	и др	1	4
68	по своему	1	4
69	как средства	1	4
70	только для	1	4
71	но это	1	4
72	все это	10	4
73	один из	2	4
74	перед нами	1	4
75	то что	5	4
76	есть и	1	4
77	здесь и	1	3
78	женщины и	1	3
79	и за	1	3
80	животных и	1	3
81	и здесь	1	3
82	в ней	1	3
83	и свои	1	3
84	в своем	1	3
85	и как	2	3
86	более или	1	3
87	церкви и	2	3
88	при этом	6	3
89	всех этих	1	3
90	для того	6	3
91	подобно тому	3	3
92	в году	3	3
93	а затем	4	3
94	после обеда	4	3
95	такой же	1	3
96	том что	22	3
97	или менее	1	3
98	в эту	3	3
99	того чтобы	6	3
100	по своей	1	3
101	женщины в	1	3
102	здесь не	1	3
103	в ее	3	3
104	что у	1	3
105	все остальные	1	3
106	образом в	2	3
107	там же	12	3
108	к нему	4	3
109	все время	1	3
110	того что	3	3
111	что здесь	3	3
112	с ними	1	3
113	и так	1	3
114	и обновления	1	3
115	этого праздника	2	3
116	в качестве	3	3
117	же и	1	3
118	и других	3	3
119	со смехом	2	3
120	и даже	1	3
121	превращается в	1	3
122	на эту	2	3
123	там где	2	3
124	этой же	1	3
125	некоторые из	1	3
126	тому как	3	3
127	все же	2	3
128	у них	2	3
129	тот же	1	3
130	другой стороны	1	3
131	одновременно и	1	3
132	и то	2	2
133	в приведенном	1	2
134	с таким	1	2
135	с вином	1	2
136	этот был	1	2
137	то время	2	2
138	которое не	1	2
139	в виду	2	2
140	так называемые	1	2
141	он был	1	2
142	на них	4	2
