N	2gram	Propp_Isto_2	Mirosoze
1	может быть	17	30
2	не только	18	29
3	и в	15	28
4	не может	5	28
5	но и	14	25
6	а не	5	25
7	он не	8	24
8	в этом	11	20
9	не было	2	18
10	у него	4	17
11	не в	7	16
12	потому что	9	16
13	в ней	4	15
14	в своей	1	15
15	переходит в	1	15
16	и есть	5	14
17	он был	3	14
18	никогда не	15	14
19	до конца	1	14
20	человека в	2	13
21	в нем	7	13
22	и он	1	12
23	и это	3	12
24	в самом	1	11
25	и не	11	11
26	человек не	1	10
27	было бы	5	10
28	что в	12	10
29	прежде всего	5	10
30	что он	24	10
31	был бы	2	10
32	и потому	1	10
33	с тем	9	9
34	но он	4	9
35	и его	3	9
36	в его	6	9
37	к человеку	1	9
38	в котором	5	8
39	но не	2	8
40	но в	6	7
41	в себе	4	7
42	к нему	5	7
43	того что	3	7
44	нет ничего	2	7
45	и на	4	6
46	он сам	1	6
47	в которой	2	6
48	в этой	4	6
49	ведет к	1	6
50	все в	1	6
51	только в	6	6
52	вместе с	7	6
53	все это	3	6
54	в том	6	6
55	если он	1	5
56	в глубину	1	5
57	это не	2	5
58	как и	2	5
59	у нас	1	5
60	не могут	1	5
61	человека на	1	5
62	то что	12	5
63	мира и	1	5
64	это и	1	4
65	и этот	1	4
66	есть не	1	4
67	xix века	1	4
68	духа и	1	4
69	увидим что	3	4
70	привести к	3	4
71	и по	2	4
72	он знал	2	4
73	должен был	3	4
74	в них	1	4
75	в этих	11	4
76	в их	3	4
77	в которых	2	4
78	к ней	2	4
79	она не	5	4
80	иной мир	4	4
81	мог бы	3	4
82	что и	6	4
83	в середине	1	4
84	значит что	1	4
85	один из	8	4
86	уже не	1	4
87	уже в	2	4
88	ни с	1	4
89	а в	12	4
90	тем что	4	4
91	и вместе	2	4
92	не знал	2	4
93	с этой	1	4
94	на пути	1	4
95	от него	1	4
96	человека не	1	4
97	не знает	2	4
98	его не	2	3
99	не знают	2	3
100	с его	1	3
101	с этим	5	3
102	когда он	3	3
103	когда человек	1	3
104	вера в	2	3
105	и с	4	3
106	его в	10	3
107	в жизни	2	3
108	для них	1	3
109	не мог	3	3
110	том что	7	3
111	но если	3	3
112	ничего не	7	3
113	к тому	5	3
114	особенно в	1	3
115	с собой	1	3
116	в него	2	3
117	это очень	1	3
118	одно из	2	3
119	и их	2	3
120	так как	14	3
121	человека а	1	3
122	себя и	2	3
123	ко всем	1	3
124	в мир	2	3
125	это значит	1	3
126	он должен	2	3
127	для нас	4	3
128	хотя бы	2	3
129	будто бы	2	3
130	в свете	2	3
131	в иной	5	3
132	мы увидим	8	3
133	есть и	2	3
134	на своем	1	3
135	в этот	1	2
136	связана с	6	2
137	не хочет	1	2
138	высшей степени	1	2
139	к чему	2	2
140	а как	1	2
141	вопрос о	4	2
142	в виду	2	2
143	и много	1	2
144	или от	1	2
145	не все	2	2
146	по отношению	3	2
147	в истории	1	2
148	т е	29	2
149	в центре	1	2
150	как в	5	2
151	все же	9	2
152	и как	1	2
153	и к	1	2
154	от этого	1	2
155	за собой	1	2
156	он в	3	2
157	все эти	4	2
158	приводит к	2	2
159	как он	3	2
160	к миру	1	2
161	раз когда	1	2
162	легенды о	1	2
163	него и	1	2
164	этом он	1	2
165	входит в	1	2
166	который и	1	2
167	свою противоположность	1	2
168	чем в	1	2
169	черту и	1	2
170	прийти к	1	2
171	оказывается что	2	2
172	от его	1	2
173	сих пор	7	2
174	он живет	1	2
175	был не	1	2
176	с которой	2	2
177	на земле	1	2
178	в то	1	2
179	в иное	5	2
180	к этим	1	2
181	того чтобы	2	2
182	на природу	1	2
183	что человеку	1	2
184	в каком	1	2
185	когда мы	2	2
186	могут быть	2	2
187	его с	1	2
188	в наше	1	2
189	должен быть	1	2
190	отношения и	1	2
191	он мог	1	2
192	и что	6	2
193	и когда	2	2
194	живет в	2	2
195	через человека	1	2
196	с ним	1	2
197	о нем	4	2
198	о своей	2	2
199	о том	3	2
