N	3gram	Losev_Vlad_3	Istorich
1	с другой стороны	2	7
2	в этом случае	1	5
3	до сих пор	1	5
4	в том что	10	5
5	тем не менее	9	5
6	как мы видели	3	5
7	мы видим что	1	4
8	что иное как	1	3
9	в данном случае	2	3
10	в связи с	2	3
11	мы уже видели	1	3
12	не что иное	1	3
13	том что в	3	2
14	точно так же	4	2
15	что и в	3	2
16	с одной стороны	3	2
17	то время как	2	2
18	не будем здесь	1	2
19	и то что	4	2
20	мы уже знаем	1	2
21	во всяком случае	3	2
22	мы имеем не	1	2
23	в то время	4	2
24	о том что	8	2
25	не только не	1	2
26	к тому же	5	2
27	говорит о наличии	1	1
28	мы знаем что	1	1
29	при помощи которых	1	1
30	уже знаем что	1	1
31	что в этом	2	1
32	из этих трех	2	1
33	между прочим и	1	1
34	в том числе	1	1
35	но и здесь	1	1
36	с этой точки	1	1
37	с точки зрения	6	1
38	мы не будем	1	1
39	на самом же	2	1
40	только то что	1	1
41	независимо от того	2	1
42	с тем что	1	1
43	что в нем	1	1
44	в таком случае	2	1
45	можно было бы	1	1
46	это вовсе не	1	1
47	том смысле как	1	1
48	не просто в	1	1
49	с тех пор	1	1
50	вместе с тем	6	1
51	может быть и	1	1
52	что здесь не	1	1
53	в том смысле	1	1
54	не менее если	3	1
55	ли она в	1	1
56	по этому вопросу	1	1
57	не только в	1	1
58	заключается в том	1	1
59	том что и	1	1
60	в себя и	1	1
61	мы видели выше	2	1
62	так или иначе	2	1
63	если кто из	1	1
64	все же не	1	1
65	сих пор не	1	1
66	но вместе с	1	1
67	так же как	2	1
68	и в том	2	1
69	этой точки зрения	1	1
70	а так как	1	1
71	надо сказать что	1	1
72	живые и мертвые	1	1
73	и вместе с	2	1
74	это и есть	1	1
75	так как в	1	1
76	ничего общего с	2	1
77	не может быть	6	1
78	к которой он	1	1
79	с самого начала	1	1
80	на все эти	1	1
81	не только на	1	1
82	у него как	2	1
83	к своему собственному	1	1
84	но и не	1	1
85	таким образом эта	1	1
86	также и в	2	1
87	на то что	2	1
88	в его работе	1	1
89	с этим мы	1	1
90	не только то	1	1
91	самом же деле	2	1
92	в буквальном смысле	1	1
93	в согласии с	2	1
94	но и то	1	1
95	и не видно	1	1
