N	2gram	Losev_Prob_4	Russkaja
1	не может	5	22
2	и не	28	19
3	в том	20	17
4	в этом	9	17
5	и в	20	14
6	то что	15	13
7	то же	7	11
8	точки зрения	14	11
9	таким образом	8	11
10	в то	4	10
11	но и	14	10
12	в себе	12	9
13	не только	24	9
14	том что	12	9
15	с точки	11	9
16	может быть	9	9
17	церкви и	1	9
18	во всяком	8	9
19	того чтобы	2	8
20	прежде всего	11	8
21	как на	1	8
22	самом деле	3	7
23	отнюдь не	10	7
24	и если	5	7
25	и с	7	7
26	в данном	6	7
27	к тому	3	7
28	не будет	2	7
29	стремление к	1	7
30	о том	5	7
31	самого себя	1	7
32	мы должны	3	7
33	ни к	2	7
34	если в	1	6
35	в своем	3	6
36	и к	3	6
37	в россии	1	6
38	с тем	4	6
39	в своих	1	6
40	и при	1	6
41	признать что	1	6
42	если бы	8	6
43	все это	9	6
44	и для	4	6
45	для того	3	6
46	что он	8	6
47	всяком случае	4	6
48	для всех	3	6
49	для него	3	6
50	на самом	5	6
51	вопрос о	1	5
52	и на	3	5
53	между собой	2	5
54	во всех	4	5
55	на то	1	5
56	в нем	5	5
57	при этом	6	5
58	он не	2	5
59	было бы	14	5
60	в своей	4	5
61	никогда не	1	5
62	потому что	15	5
63	и только	4	5
64	только в	23	5
65	хотя бы	7	5
66	конечно не	3	5
67	или иной	13	5
68	до сих	1	5
69	из которых	3	5
70	сих пор	1	5
71	а в	4	5
72	жизни в	2	5
73	и то	2	4
74	смотреть на	2	4
75	бы то	1	4
76	но не	5	4
77	себе и	3	4
78	себя в	2	4
79	все же	2	4
80	более или	2	4
81	не в	13	4
82	в этой	4	4
83	в корне	2	4
84	на земле	2	4
85	то ни	1	4
86	в совершенно	2	4
87	его в	2	4
88	как и	6	4
89	или менее	2	4
90	в их	1	4
91	во всем	2	4
92	не могут	1	4
93	идет речь	2	4
94	можно было	4	4
95	в его	3	4
96	так как	5	4
97	вместе с	5	4
98	что же	1	4
99	как бы	4	4
100	жизни и	5	4
101	что в	3	4
102	к этой	1	4
103	и т	4	3
104	то в	2	3
105	и этот	3	3
106	так чтобы	2	3
107	говорить о	2	3
108	в будущем	1	3
109	и ни	5	3
110	еще не	7	3
111	из этих	1	3
112	россии и	1	3
113	что они	2	3
114	в самом	2	3
115	что это	2	3
116	ни одна	2	3
117	на том	1	3
118	и по	2	3
119	в другом	3	3
120	для них	2	3
121	о которых	2	3
122	несмотря на	4	3
123	должно быть	1	3
124	всех этих	6	3
125	но если	6	3
126	мы говорили	1	3
127	том чтобы	2	3
128	можно ли	3	3
129	связи с	3	3
130	в сознании	3	3
131	то это	3	3
132	что оно	1	3
133	той или	14	3
134	приходит к	2	3
135	что все	1	3
136	данном случае	5	3
137	что может	1	3
138	для этого	2	3
139	может не	1	3
140	в значительной	2	3
141	и во	4	3
142	что и	3	3
143	а следовательно	1	3
144	того что	1	3
145	одной из	4	3
146	в качестве	10	3
147	в виде	22	3
148	из них	3	3
149	в конце	2	3
150	друг друга	2	3
151	тем что	3	3
152	именно в	7	3
153	только к	3	3
154	что для	1	3
155	не было	3	3
156	россию в	1	3
157	и потому	7	3
158	да и	5	3
159	при условии	2	3
160	или в	5	3
161	о котором	1	3
162	конце концов	1	3
163	и как	3	3
164	все они	3	3
165	не есть	12	3
166	из этого	3	3
167	говоря о	1	2
168	бы для	2	2
169	и есть	4	2
170	от своей	1	2
171	но она	3	2
172	на себя	1	2
173	но даже	4	2
174	в ней	7	2
175	в таком	6	2
176	время в	1	2
177	там и	1	2
178	не просто	16	2
179	сама по	2	2
180	всю эту	2	2
181	с этим	4	2
182	последнее время	1	2
183	что действительно	1	2
184	и наконец	4	2
185	но в	8	2
186	это есть	3	2
187	а во-вторых	1	2
188	все эти	16	2
189	другом случае	2	2
190	и те	1	2
191	раз навсегда	1	2
192	сами эти	1	2
193	не к	2	2
194	и вот	1	2
195	на этой	2	2
196	того или	3	2
197	этот человек	1	2
198	по себе	11	2
199	и тем	7	2
200	этого не	2	2
201	и тогда	2	2
202	нисколько не	1	2
203	в этих	5	2
204	во время	1	2
205	будет в	1	2
206	в котором	2	2
207	в силу	1	2
208	ничего другого	1	2
209	и более	3	2
210	не тем	2	2
211	том же	1	2
212	для нее	1	2
213	тому что	1	2
214	только для	3	2
215	для нас	6	2
216	у него	1	2
217	следовательно и	1	2
218	и является	3	2
219	на которой	1	2
220	как будто	11	2
221	в области	3	2
222	если только	1	2
223	всю свою	1	2
224	отличается от	4	2
225	указывает на	4	2
226	если же	1	2
227	для себя	2	2
228	и о	5	2
229	значительной мере	2	2
230	во главе	1	2
231	или нескольких	1	2
232	если они	1	2
233	за то	1	2
234	ясно что	7	2
235	это только	1	2
236	настоящее время	1	2
237	и что	2	2
238	были бы	3	2
239	к нему	3	2
240	это в	1	2
241	вся эта	2	2
242	быть и	1	2
243	время когда	1	2
244	совершенно не	3	2
245	даже если	3	2
246	по этому	2	2
247	так что	6	2
248	уже не	5	2
249	только на	2	2
250	в начале	3	2
251	является не	2	2
252	не так	3	2
253	представить себе	2	2
254	ни в	17	2
255	не о	1	2
256	мы можем	3	2
257	только с	1	2
258	и вместе	1	2
259	в других	2	2
260	даже и	13	2
261	и даже	9	2
262	а не	7	2
263	большинстве случаев	1	2
264	на эту	1	2
265	в частности	2	2
266	так же	5	2
267	в меру	2	2
268	или иного	3	2
269	но это	6	2
270	от нас	2	2
271	но для	1	2
272	если не	3	2
273	и от	6	2
274	не подлежит	1	2
275	в результате	8	2
276	в настоящее	1	2
277	чтобы понять	1	2
278	с ним	4	2
279	отношении к	1	2
280	бы его	1	2
281	тем самым	4	2
282	точно так	3	2
283	обусловливают друг	1	1
284	постепенно в	1	1
285	того же	2	1
286	но тогда	1	1
287	силы и	1	1
288	себе отпечаток	1	1
289	это и	4	1
290	что князь	1	1
291	не признает	1	1
292	ему что	1	1
293	что эти	1	1
294	схемы и	1	1
295	со своей	2	1
296	в зависимости	3	1
297	также и	13	1
298	есть не	6	1
299	то совершенно	1	1
300	от всякой	2	1
301	мы не	7	1
302	же как	1	1
303	же то	1	1
304	не была	1	1
305	он как	3	1
306	подобного не	1	1
307	которое в	2	1
308	при переходе	1	1
309	себе что	1	1
310	без всякого	4	1
311	чем больше	1	1
312	он был	3	1
313	на них	1	1
314	не был	1	1
315	столь же	2	1
316	что его	4	1
317	одной или	1	1
318	только вполне	1	1
319	подходить к	1	1
320	наиболее совершенным	1	1
321	заключается не	2	1
322	друг к	1	1
323	важно отметить	1	1
324	но как	3	1
325	а только	6	1
326	значение и	1	1
327	силу этого	1	1
328	должны были	1	1
329	мировая революция	1	1
330	том чем	1	1
331	из таких	1	1
332	в истории	3	1
333	первый взгляд	1	1
334	что во	2	1
335	перед нами	13	1
336	кто не	1	1
337	когда он	1	1
338	с понятием	1	1
339	не являются	2	1
340	жизни нет	1	1
341	появляется у	2	1
342	имеет в	1	1
343	он на	1	1
344	и стремления	1	1
345	с своим	1	1
346	в которой	2	1
347	перестанет быть	1	1
348	ни один	1	1
349	бы не	1	1
350	сущности и	1	1
351	художников и	1	1
352	но ведь	1	1
353	что к	2	1
354	то и	5	1
355	им в	1	1
356	только один	2	1
357	тому же	2	1
358	если он	2	1
359	но на	1	1
360	своим собственным	2	1
361	он всегда	1	1
362	вообще не	3	1
363	на его	2	1
364	тем не	10	1
365	верит в	2	1
366	они в	1	1
367	эта последняя	1	1
368	в принципе	1	1
369	прочим и	1	1
370	пор мы	1	1
371	войти в	1	1
372	лишь с	1	1
373	поскольку она	1	1
374	но все	3	1
375	ведь вся	1	1
376	здесь мы	3	1
377	тем же	1	1
378	тем в	1	1
379	чисто личной	1	1
380	деле для	1	1
381	об этой	1	1
382	об этом	6	1
383	к другу	1	1
384	причем все	1	1
385	то есть	27	1
386	себя не	1	1
387	или даже	4	1
388	всех областях	1	1
389	заключается в	2	1
390	те или	5	1
391	мира сего	1	1
392	с другими	3	1
393	чтобы все	2	1
394	это не	7	1
395	нечего и	1	1
396	сейчас в	1	1
397	за другой	1	1
398	чаще всего	1	1
399	остановиться на	1	1
400	в жизни	3	1
401	с богом	1	1
402	из нее	1	1
403	все равно	3	1
404	не всегда	1	1
405	всегда и	1	1
406	жизни но	1	1
407	как сказано	1	1
408	нет и	2	1
409	сильнее чем	1	1
410	без этой	1	1
411	не сам	2	1
412	на первый	1	1
413	выше что	1	1
414	бы на	1	1
415	что такая	1	1
416	нас не	1	1
417	в такой	1	1
418	и без	6	1
419	просто в	1	1
420	из которой	1	1
421	что вся	1	1
422	никакому сомнению	1	1
423	на свою	1	1
424	оказывается что	1	1
425	может сделать	1	1
426	он весь	1	1
427	для всякого	2	1
428	мы теперь	1	1
429	для которых	1	1
430	ко всему	1	1
431	по крайней	6	1
432	ни было	2	1
433	который мы	1	1
434	необходимо чтобы	1	1
435	есть ничто	1	1
436	вовсе не	21	1
437	даже в	1	1
438	является вполне	1	1
439	и вся	1	1
440	естественной и	1	1
441	если и	3	1
442	не менее	10	1
443	к такой	1	1
444	или что	1	1
445	что эта	1	1
446	и другое	3	1
447	самого начала	1	1
448	дело в	2	1
449	или другие	1	1
450	ее с	1	1
451	на себе	3	1
452	в основе	1	1
453	о полном	1	1
454	иметь в	1	1
455	но только	2	1
456	как равноправные	1	1
457	он с	2	1
458	только не	4	1
459	того и	1	1
460	самого предмета	1	1
461	не всякий	3	1
462	казалось бы	3	1
463	вся его	1	1
464	в разных	4	1
465	это то	1	1
466	и весь	3	1
467	с одним	1	1
468	бы все	1	1
469	к ней	2	1
470	такие элементы	1	1
471	свидетельствуют о	2	1
472	и сама	3	1
473	тем легче	1	1
474	существуют в	2	1
475	или иных	3	1
476	однако это	2	1
477	областях жизни	1	1
478	являются уже	2	1
479	стороны и	2	1
480	нет ни	4	1
481	ведь даже	1	1
482	есть только	2	1
483	могут быть	1	1
484	человека в	3	1
485	слова но	3	1
486	же самое	6	1
487	всего в	1	1
488	виде как	3	1
489	наконец что	1	1
490	что при	1	1
491	и это	2	1
492	как мы	3	1
493	но по	2	1
494	новой и	1	1
495	с ее	2	1
496	свою очередь	1	1
497	стремление но	1	1
498	и говорить	1	1
499	всего этого	1	1
500	в ее	5	1
501	на известной	1	1
502	мир со	1	1
503	только при	6	1
504	совершенно ясно	2	1
505	важно только	1	1
506	только то	1	1
507	с самого	1	1
508	существовать и	1	1
509	этот тип	1	1
510	и когда	2	1
511	котором мы	1	1
512	на службу	1	1
513	так и	10	1
514	том виде	2	1
515	мог бы	1	1
516	глубоко и	3	1
517	с реальными	1	1
518	ничего подобного	1	1
519	по сравнению	1	1
520	мы в	1	1
521	значит в	1	1
522	в эпоху	1	1
523	нас и	1	1
524	может в	1	1
525	которые якобы	1	1
526	иное как	2	1
527	подлежит никакому	1	1
528	никак не	4	1
529	одного из	1	1
530	в новую	1	1
531	можно сказать	5	1
532	с другой	7	1
533	на отдельные	1	1
534	значит иметь	1	1
535	наконец только	1	1
536	когда оно	1	1
537	внешним образом	1	1
538	то несомненно	1	1
539	крайней мере	6	1
540	тоже является	3	1
541	мышление и	1	1
542	происходит в	1	1
543	эти последние	1	1
544	он есть	1	1
545	по своей	1	1
546	он верит	1	1
547	орудием для	1	1
548	оно и	1	1
549	обе эти	1	1
550	а если	3	1
551	с ними	2	1
552	на другие	1	1
553	цивилизации в	1	1
554	особенно если	1	1
555	в разные	1	1
556	они могут	2	1
557	никак нельзя	1	1
558	а после	1	1
559	тот или	2	1
560	при внимательном	1	1
561	же и	3	1
562	к какому	1	1
563	и у	1	1
564	если мы	5	1
565	а это	3	1
566	же у	1	1
567	а то	2	1
568	веры и	1	1
569	за ним	2	1
570	к мысли	1	1
571	отдельные ее	1	1
572	в известной	1	1
573	даже к	1	1
574	в прошлом	1	1
575	от тех	1	1
576	относится не	1	1
577	это именно	1	1
578	случае не	5	1
579	превращается в	1	1
580	все-таки не	1	1
581	само собой	3	1
582	бы это	1	1
583	в очень	1	1
584	природы и	1	1
585	это будет	2	1
586	которые как	3	1
587	из двух	1	1
588	связан с	1	1
589	можно но	1	1
590	себе представить	1	1
591	связаны с	1	1
592	по своим	1	1
593	всякого другого	1	1
594	собой разумеется	1	1
595	и прежде	2	1
596	как же	2	1
597	на чем	1	1
598	еще и	3	1
599	что не	4	1
600	представляется в	1	1
601	стремление и	1	1
602	был в	2	1
603	здесь дело	1	1
604	а наоборот	2	1
605	не исключает	1	1
606	до конца	1	1
607	не верит	1	1
608	не на	1	1
609	однако и	1	1
610	человеческой жизни	5	1
611	это она	1	1
612	понятие о	2	1
613	для человека	1	1
614	именно так	1	1
615	в одно	6	1
616	стать принципом	1	1
617	в связи	3	1
618	если его	1	1
619	о себе	3	1
620	но особенно	1	1
621	в самой	4	1
622	как это	3	1
623	человека к	1	1
624	чем то	1	1
625	по своему	6	1
626	которые являются	1	1
627	где прежде	1	1
628	когда же	1	1
629	с этой	1	1
630	прочно и	1	1
631	является для	3	1
632	не допускать	1	1
633	между прочим	3	1
634	по образцу	1	1
635	числе и	1	1
636	к другим	1	1
637	себе еще	1	1
638	тех или	4	1
639	не является	10	1
640	отношениях к	1	1
641	на все	2	1
642	являются не	1	1
643	не знаем	1	1
644	всего с	1	1
645	и представления	1	1
646	привело бы	1	1
647	своей собственной	1	1
648	человек и	1	1
649	тот кто	1	1
650	которые на	1	1
651	бы в	1	1
652	тем более	4	1
653	не будучи	1	1
654	наиболее совершенными	1	1
655	было только	1	1
656	его жизнь	1	1
657	и все	8	1
658	хотя в	1	1
659	от всякого	1	1
660	к самому	1	1
661	в свою	1	1
662	с ней	2	1
663	из тех	1	1
664	была бы	2	1
665	но можно	1	1
666	виде и	2	1
667	и поскольку	1	1
668	две или	1	1
669	к его	3	1
670	говорили выше	1	1
671	всех других	2	1
672	этот последний	2	1
673	есть то	1	1
674	себе но	1	1
675	до степени	1	1
676	только они	2	1
677	ни на	3	1
678	можно назвать	2	1
679	том числе	1	1
