N	3gram	Propp_Isto_3	Problema
1	по отношению к	2	19
2	не может быть	1	11
3	с точки зрения	1	6
4	и прежде всего	1	5
5	в большинстве случаев	1	5
6	в данном случае	3	4
7	с другой стороны	7	4
8	на самом деле	1	3
9	можно было бы	1	3
10	с одной стороны	2	3
11	как мы увидим	1	3
12	в том что	5	3
13	тем не менее	5	3
14	можно сказать что	1	2
15	но и в	1	2
16	не только в	1	2
17	мы имеем дело	1	2
18	мы здесь не	1	2
19	там где на	1	2
20	но она может	1	1
21	что иное как	3	1
22	хотя и не	1	1
23	а не с	1	1
24	в свою очередь	1	1
25	подобно тому как	1	1
26	мы ничего не	1	1
27	также и в	1	1
28	здесь не можем	1	1
29	но далеко не	1	1
30	до сих пор	5	1
31	и в других	2	1
32	сами по себе	1	1
33	а в этом	1	1
34	на самом же	1	1
35	что в некоторых	1	1
36	с тем что	1	1
37	на нее и	2	1
38	на то что	1	1
39	не есть ли	1	1
40	может быть и	1	1
41	еще не вполне	2	1
42	то время как	2	1
43	не что иное	3	1
44	таким образом и	2	1
45	большинстве случаев он	1	1
46	смысле этого слова	1	1
47	в некоторых случаях	3	1
48	имеем дело с	1	1
49	в связи с	3	1
50	в том смысле	1	1
51	у нас в	1	1
52	и в том	1	1
53	самом же деле	1	1
54	одна из сторон	1	1
55	что и здесь	2	1
56	есть не что	1	1
57	равно как и	1	1
58	в то время	2	1
59	не могла бы	1	1
60	свою связь с	1	1
61	мы будем рассматривать	1	1
62	это и есть	1	1
63	и т д	15	1
64	существенно отличается от	1	1
65	тесно связан с	1	1
66	в его работе	1	1
67	она не могла	1	1
68	дело конечно не	1	1
69	она не может	1	1
70	как и в	2	1
71	на этот вопрос	1	1
72	данном случае к	1	1
