N	3gram	Vinokur_Ku_2	Istorich
1	и т д	14	16
2	с другой стороны	7	8
3	не только в	4	5
4	о том что	1	5
5	так же как	2	4
6	с одной стороны	1	4
7	тем не менее	5	4
8	в том что	10	4
9	этой точки зрения	2	3
10	с этой точки	2	3
11	не может быть	4	3
12	в данном случае	1	3
13	дело не в	2	3
14	то время как	1	2
15	точно так же	3	2
16	и в других	1	2
17	потому что у	1	2
18	в прямой связи	1	2
19	т д в	1	2
20	после того как	1	2
21	но это не	1	2
22	на этот вопрос	2	2
23	и здесь мы	1	2
24	до сих пор	1	2
25	не стоит в	1	2
26	в том чтобы	1	2
27	т е в	1	2
28	в то время	1	2
29	но все же	2	2
30	то же что	1	2
31	т д или	1	2
32	но в том-то	1	2
33	как и в	1	2
34	потому что я	1	1
35	к этому же	1	1
36	мы знаем что	2	1
37	на ту пору	1	1
38	еще один пример	1	1
39	хотя и не	1	1
40	еще указать что	1	1
41	повлечет за собой	1	1
42	только потому что	6	1
43	поставить вопрос о	2	1
44	с точки зрения	8	1
45	все дело в	1	1
46	состоит в том	1	1
47	и дело что	1	1
48	а не с	1	1
49	ни за что	1	1
50	еще одно важное	1	1
51	в самом деле	7	1
52	здесь прежде всего	1	1
53	новые и новые	1	1
54	с тех пор	1	1
55	в частности и	1	1
56	т д и	1	1
57	в этом случае	2	1
58	только в том	2	1
59	но и у	1	1
60	в зависимости от	4	1
61	в иных случаях	1	1
62	но связь эта	1	1
63	сама по себе	1	1
64	что он не	1	1
65	мы должны признать	1	1
66	связанные с этим	1	1
67	бы то ни	1	1
68	а так как	1	1
69	но все это	1	1
70	но он не	1	1
71	и т п	24	1
72	в большинстве случаев	1	1
73	можно было бы	9	1
74	чаще всего в	1	1
75	и не в	1	1
76	вместе с тем	2	1
77	и у других	1	1
78	за что не	1	1
79	все это в	1	1
80	в таких случаях	2	1
81	для нас особенно	1	1
82	стоит в прямой	1	1
83	в первый раз	1	1
84	то ни было	1	1
85	может быть это	1	1
86	обстановки в которой	1	1
87	в связи с	3	1
88	по содержанию своему	1	1
89	и потому что	2	1
90	мы имеем здесь	1	1
91	не может и	1	1
92	данном случае в	1	1
93	не только у	1	1
94	в достаточной степени	1	1
95	другой стороны к	1	1
96	ответ на этот	1	1
97	но с другой	1	1
98	и здесь следует	1	1
99	должен быть поставлен	1	1
100	той обстановки в	1	1
101	потому что этого	1	1
102	сюда же относится	1	1
103	к тому что	1	1
104	прямой связи со	1	1
105	по его мнению	1	1
106	уже не в	1	1
107	как мы видели	1	1
