N	4gram	Bakhtin_Pr_4	Formalny
1	в то же время	5	8
2	с одной стороны и	1	4
3	как если бы оно	1	2
4	не может войти в	1	2
5	и не может быть	5	2
6	если бы оно было	1	2
7	нет и не может	2	2
8	но в то же	2	2
9	по отношению к этой	1	1
10	может быть более или	2	1
11	с точки зрения своей	1	1
12	в большинстве же случаев	1	1
13	более или менее глубокой	1	1
14	на самом же деле	1	1
15	в том числе и	3	1
16	в этом романе и	1	1
17	и в то же	1	1
18	не с точки зрения	1	1
19	и до сих пор	2	1
20	свести концы с концами	1	1
21	и до настоящего времени	1	1
22	до сих пор почти	1	1
23	мы увидим дальше что	1	1
24	дистанцию по отношению к	1	1
25	занимает очень важное место	1	1
26	быть более или менее	2	1
