N	2gram	Tiupa_Disk_1	Psycholo
1	и в	16	38
2	то что	5	35
3	в том	23	25
4	в самом	3	25
5	самом деле	1	21
6	что в	4	20
7	может быть	17	19
8	и что	2	18
9	на то	1	16
10	что она	1	16
11	точки зрения	3	16
12	то есть	20	15
13	том что	19	14
14	если бы	1	14
15	как бы	5	14
16	потому что	4	14
17	в этом	15	13
18	басни и	1	13
19	в этой	2	13
20	и мы	1	13
21	не только	28	12
22	таким образом	3	12
23	было бы	1	12
24	не в	7	12
25	что он	4	11
26	то же	7	10
27	в сущности	2	10
28	что это	1	10
29	и не	11	10
30	же самое	2	10
31	и все	2	10
32	о которых	1	9
33	с точки	1	9
34	и то	1	8
35	с этим	3	8
36	все же	3	8
37	и как	6	8
38	с тем	1	8
39	как и	16	8
40	в одном	2	8
41	и это	1	8
42	но только	1	8
43	как раз	1	8
44	перед нами	3	8
45	с другой	10	7
46	заключается в	3	7
47	мы можем	1	7
48	не может	9	7
49	как мы	2	7
50	в ее	3	7
51	между тем	4	7
52	может служить	1	7
53	а не	22	7
54	а в	5	7
55	и на	5	6
56	в которых	4	6
57	к чему	1	6
58	как это	1	6
59	он не	1	6
60	легко показать	1	6
61	мы видели	1	6
62	в котором	5	6
63	не имеет	1	6
64	самого начала	1	6
65	и его	2	6
66	к тому	5	6
67	указывает на	2	6
68	с самого	1	6
69	о том	8	6
70	один из	3	6
71	с одной	9	6
72	из них	3	6
73	до сих	1	6
74	он говорит	1	6
75	мы не	1	5
76	я не	1	5
77	в своем	6	5
78	в которой	1	5
79	так сказать	2	5
80	на этом	2	5
81	в другом	2	5
82	несмотря на	1	5
83	иначе говоря	2	5
84	в своей	5	5
85	в его	7	5
86	в какой	2	5
87	но и	14	5
88	одной стороны	9	5
89	вместе с	1	5
90	в той	1	5
91	сих пор	1	5
92	или в	2	5
93	о котором	2	5
94	другой стороны	3	5
95	во всех	5	4
96	не то	1	4
97	что они	1	4
98	идет о	1	4
99	как в	10	4
100	когда он	2	4
101	в целом	4	4
102	в тех	2	4
103	в себе	7	4
104	в нем	9	4
105	при этом	13	4
106	не мог	1	4
107	не могли	1	4
108	что с	2	4
109	никогда не	2	4
110	как будто	1	4
111	здесь совершенно	1	4
112	мы все	1	4
113	в виду	2	4
114	согласиться с	1	4
115	что и	3	4
116	с той	1	4
117	только в	7	4
118	при помощи	1	4
119	и даже	3	4
120	по своему	3	4
121	того что	3	4
122	речь идет	1	4
123	в свою	3	4
124	сказать что	3	4
125	который не	1	4
126	в своих	3	4
127	того же	3	3
128	едва ли	2	3
129	и к	4	3
130	но в	8	3
131	из этих	1	3
132	басни что	1	3
133	не к	1	3
134	состоит в	9	3
135	одно и	1	3
136	могла бы	2	3
137	и тем	2	3
138	в них	4	3
139	далеко не	10	3
140	у этих	1	3
141	в то	3	3
142	к концу	1	3
143	в основе	7	3
144	и о	4	3
145	из двух	2	3
146	наряду с	1	3
147	из одного	1	3
148	здесь не	1	3
149	которое мы	1	3
150	к ним	3	3
151	тем что	3	3
152	параллельно с	1	3
153	что не	4	3
154	то и	1	3
155	когда она	1	3
156	но это	1	3
157	указать на	1	3
158	одновременно и	2	3
159	к этому	2	3
160	в таком	1	3
161	отношения к	2	2
162	например в	2	2
163	на самом	1	2
164	по преимуществу	1	2
165	не имеют	1	2
166	той же	1	2
167	совпадает с	2	2
168	между собой	2	2
169	столь же	3	2
170	что его	1	2
171	действующее лицо	2	2
172	но как	2	2
173	очевидно что	1	2
174	и чем	1	2
175	отнюдь не	8	2
176	в истории	4	2
177	в одной	3	2
178	как к	2	2
179	целый ряд	2	2
180	со своей	1	2
181	и формулировать	1	2
182	представляет собой	17	2
183	он в	1	2
184	что так	1	2
185	всех этих	1	2
186	в силу	5	2
187	и по	2	2
188	так например	2	2
189	и может	1	2
190	автора и	1	2
191	и ее	2	2
192	должны были	1	2
193	жанра и	2	2
194	образом и	1	2
195	но они	2	2
196	и эти	1	2
197	и более	1	2
198	том и	1	2
199	в этих	1	2
200	она могла	1	2
201	в русской	1	2
202	дело не	2	2
203	нельзя не	2	2
204	всех прочих	1	2
205	не могут	1	2
206	когда мы	1	2
207	с ее	2	2
208	свою очередь	3	2
209	не могу	1	2
210	данном случае	2	2
211	только то	1	2
212	по аналогии	1	2
213	одного из	2	2
214	этого как	1	2
215	том как	1	2
216	со стороны	7	2
217	поэзии о	1	2
218	внимание на	4	2
219	аналогии с	1	2
220	и во	2	2
221	у них	1	2
222	все прочие	1	2
223	что здесь	1	2
224	и одновременно	2	2
225	что даже	2	2
226	и часто	1	2
227	и действительно	1	2
228	наше время	2	2
229	по мнению	1	2
230	со всеми	1	2
231	в качестве	34	2
232	для всех	1	2
233	есть в	2	2
234	уже не	4	2
235	или не	1	2
236	в виде	1	2
237	или положение	1	2
238	по выражению	2	2
239	к своим	1	2
240	для него	4	2
241	всяком случае	1	2
242	в конце	1	2
243	заметить что	2	2
244	следует понимать	1	2
245	басни или	1	2
246	для художественного	2	2
247	представляют собой	1	2
248	на примере	1	2
249	здесь в	2	2
250	еще и	1	2
251	а с	5	2
252	говорит о	1	2
253	до конца	1	2
254	бы назвать	1	2
255	однако и	2	2
256	к его	2	2
257	к себе	2	2
258	хотя бы	3	2
259	в данном	5	2
260	что всякое	1	2
261	что же	2	2
262	этого слова	1	2
263	с этой	1	2
264	о мире	1	2
265	в наше	2	2
266	при таком	1	2
267	развития и	1	2
268	поэзии в	1	2
269	не более	2	2
270	не должна	1	2
271	лежит в	1	2
272	его к	1	2
273	имеет место	3	2
274	и другие	1	2
275	они не	2	2
276	во всяком	2	2
277	говорили о	2	1
278	как известно	1	1
279	в обычном	1	1
280	для построения	1	1
281	нами было	1	1
282	чтобы не	1	1
283	легко заметить	1	1
284	и потому	3	1
285	это и	1	1
286	вразрез с	1	1
287	представлял собой	1	1
288	и есть	2	1
289	в первом	3	1
290	и до	1	1
291	из его	1	1
292	говоря мы	1	1
293	мы имеем	2	1
294	к единичному	1	1
295	из своих	1	1
296	не столько	1	1
297	вниманию читателя	1	1
298	но исключительно	1	1
299	на себя	2	1
300	событий и	1	1
301	степени как	1	1
302	и он	2	1
303	не остается	1	1
304	что оба	1	1
305	утверждаю что	1	1
306	еще не	14	1
307	я на	1	1
308	в чем	1	1
309	с его	4	1
310	сказать и	2	1
311	и главное	1	1
312	но не	11	1
313	в сторону	4	1
314	не все	1	1
315	присутствует в	1	1
316	отношение к	4	1
317	отличие от	5	1
318	тут же	1	1
319	нет и	1	1
320	из важнейших	1	1
321	определяется не	2	1
322	что хотя	1	1
323	как говорит	1	1
324	независимо от	1	1
325	тех случаях	1	1
326	хотя и	2	1
327	бы я	1	1
328	между двумя	1	1
329	более или	2	1
330	в действительности	3	1
331	и глубокой	2	1
332	в себя	5	1
333	ситуации в	1	1
334	таковы например	1	1
335	или во	1	1
336	в известном	1	1
337	рассказ о	1	1
338	стороны это	2	1
339	прав и	1	1
340	всех литературных	3	1
341	и те	1	1
342	их действия	1	1
343	на его	4	1
344	не следует	2	1
345	в определенном	1	1
346	литературных произведений	1	1
347	в понимании	1	1
348	не как	4	1
349	собой не	1	1
350	однако он	1	1
351	том чтобы	2	1
352	своего времени	2	1
353	подобно тому	2	1
354	но все	1	1
355	русском языке	1	1
356	этом последнем	1	1
357	не будет	1	1
358	то чтобы	1	1
359	есть все	1	1
360	значение в	1	1
361	том случае	1	1
362	слова или	1	1
363	для своей	1	1
364	все их	1	1
365	того или	2	1
366	с другими	1	1
367	это не	3	1
368	здесь это	1	1
369	в жизни	1	1
370	к области	2	1
371	как возможное	1	1
372	для них	1	1
373	но уже	1	1
374	чаще всего	1	1
375	в слове	1	1
376	о чем	2	1
377	не заметить	1	1
378	перед своими	1	1
379	и было	2	1
380	или менее	2	1
381	о ком	1	1
382	и при	1	1
383	что такое	1	1
384	таким же	1	1
385	заключать в	1	1
386	это делает	1	1
387	с историей	1	1
388	в их	5	1
389	если можно	1	1
390	что вся	1	1
391	представляла собой	1	1
392	что до	1	1
393	не от	2	1
394	стоит в	1	1
395	мысли и	2	1
396	он весь	1	1
397	в заключительных	1	1
398	обнаруживается в	1	1
399	достаточно убедительной	1	1
400	разбилась на	1	1
401	однако в	3	1
402	бы быть	3	1
403	и вообще	2	1
404	и вся	1	1
405	то с	2	1
406	однако уже	2	1
407	а иногда	1	1
408	то чего	1	1
409	принадлежат к	3	1
410	дело в	1	1
411	и притом	1	1
412	на него	1	1
413	не по	1	1
414	достигает своего	1	1
415	не могло	2	1
416	он мог	3	1
417	в построении	2	1
418	что ни	1	1
419	это явление	1	1
420	этих двух	1	1
421	это слово	1	1
422	этом отношении	1	1
423	которому мы	1	1
424	что на	1	1
425	одним из	2	1
426	такие же	1	1
427	и оно	1	1
428	ни о	1	1
429	и заключается	1	1
430	и другой	1	1
431	евгении онегине	1	1
432	всего в	1	1
433	того о	1	1
434	не есть	2	1
435	все еще	1	1
436	отказаться от	1	1
437	в каждой	3	1
438	обычно в	1	1
439	не ограничивается	2	1
440	значения и	1	1
441	но по	1	1
442	то она	2	1
443	но при	3	1
444	действующие лица	1	1
445	только при	1	1
446	характер и	2	1
447	мысль о	1	1
448	с правилами	1	1
449	роль в	7	1
450	своей речи	1	1
451	герои басни	1	1
452	так и	8	1
453	не за	1	1
454	те же	1	1
455	не с	3	1
456	мог бы	1	1
457	во все	1	1
458	в результате	1	1
459	литературных жанров	22	1
460	не исчерпывается	1	1
461	понятно что	1	1
462	в словах	1	1
463	по мере	2	1
464	составляет неотъемлемую	1	1
465	от басни	1	1
466	правило в	1	1
467	этого сказать	1	1
468	можно сказать	5	1
469	основе своей	2	1
470	времени в	2	1
471	по их	1	1
472	нас в	1	1
473	в евгении	1	1
474	это было	2	1
475	в конечном	1	1
476	котором они	1	1
477	и всю	1	1
478	нет у	1	1
479	что человек	1	1
480	в форме	2	1
481	вслед за	1	1
482	речь обычно	1	1
483	для определенного	1	1
484	следовало бы	1	1
485	по содержанию	1	1
486	своему рассказу	1	1
487	и героями	1	1
488	быть и	1	1
489	которых она	1	1
490	о двух	1	1
491	дело с	2	1
492	пришел к	1	1
493	будто бы	2	1
494	то все	1	1
495	трагедии и	1	1
496	в литературу	2	1
497	или же	1	1
498	до наших	1	1
499	мысли что	1	1
500	только на	1	1
501	ту самую	1	1
502	себя и	1	1
503	в нашей	1	1
504	в начале	2	1
505	за счет	1	1
506	всех видов	1	1
507	и других	1	1
508	за ним	1	1
509	и их	1	1
510	в прозе	1	1
511	представлений о	1	1
512	выводит из	1	1
513	животных их	1	1
514	тому же	5	1
515	не о	1	1
516	друг друга	1	1
517	каждый из	1	1
518	явно не	1	1
519	к той	3	1
520	бы это	2	1
521	не было	7	1
522	момент в	1	1
523	к рассмотрению	1	1
524	именно в	3	1
525	по своим	4	1
526	а именно	1	1
527	к которому	2	1
528	и прежде	1	1
529	чем он	2	1
530	письма и	1	1
531	свои особые	1	1
532	тому как	3	1
533	в отличие	5	1
534	обратить внимание	2	1
535	от этого	1	1
536	связывалась с	1	1
537	и составляет	3	1
538	а сам	2	1
539	на которых	1	1
540	с большей	1	1
541	ничем не	1	1
542	в рассказе	2	1
543	зависит от	2	1
544	в теории	1	1
545	объединены в	1	1
546	ближе к	1	1
547	в момент	2	1
548	в частности	9	1
549	своей основе	1	1
550	чем то	1	1
551	в область	1	1
552	целом ряде	1	1
553	любой из	1	1
554	одновременно с	2	1
555	своими глазами	1	1
556	через сеть	1	1
557	быть только	1	1
558	кто из	1	1
559	для понимания	2	1
560	произошло и	1	1
561	как нельзя	1	1
562	требует для	2	1
563	смысл в	2	1
564	оба они	1	1
565	о его	1	1
566	текст и	2	1
567	отличается от	2	1
568	пока еще	6	1
569	не является	4	1
570	только тем	1	1
571	как не	3	1
572	действия в	1	1
573	к одной	1	1
574	или нет	1	1
575	мы должны	1	1
576	трудно не	1	1
577	когда указывает	1	1
578	бы на	1	1
579	отношении к	1	1
580	оказывается и	1	1
581	именно здесь	1	1
582	сведения о	1	1
583	с ней	1	1
584	автора в	2	1
585	всех других	1	1
586	или иного	1	1
587	в отдельности	1	1
588	со времен	1	1
589	случае если	1	1
590	это в	2	1
591	тем самым	1	1
592	по причине	1	1
593	как единичный	1	1
