N	3gram	Losev_Dial_3	Mirosoze
1	не может быть	6	17
2	это и есть	2	4
3	потому что в	1	3
4	есть не только	2	3
5	это значит что	21	3
6	он не может	2	2
7	до сих пор	1	2
8	и не может	1	2
9	в том смысле	1	2
10	то время как	4	2
11	не могут быть	2	2
12	это не значит	1	2
13	в то время	4	2
14	есть и в	1	1
15	и только он	1	1
16	что иное как	6	1
17	– все это	1	1
18	и есть то	1	1
19	если нет ничего	1	1
20	а иногда и	1	1
21	это потому что	1	1
22	имеем в виду	1	1
23	в самом деле	5	1
24	прежде всего –	1	1
25	существует не только	1	1
26	когда говорил что	1	1
27	как и все	2	1
28	исторического процесса в	1	1
29	в зависимости от	2	1
30	должна быть не	2	1
31	было бы и	1	1
32	свободы и необходимости	1	1
33	в нем нет	1	1
34	есть то что	5	1
35	мы говорим что	1	1
36	что ничего нет	1	1
37	есть вера во	1	1
38	и есть подлинная	2	1
39	т е от	1	1
40	что в основе	1	1
41	быть выражена и	1	1
42	и есть свобода	1	1
43	я и хочу	1	1
44	в телесном и	1	1
45	не в том	1	1
46	во всяком случае	2	1
47	выражена и выявлена	1	1
48	одна и та	1	1
49	должна быть отнесена	1	1
50	когда мы говорим	1	1
51	и я бы	1	1
52	не мог бы	1	1
53	и в том	1	1
54	от того что	1	1
55	том смысле что	1	1
56	не меньше чем	1	1
57	выйти за пределы	2	1
58	ничего нельзя поделать	1	1
59	только и есть	1	1
60	и никогда не	1	1
61	к нему и	1	1
62	что и в	1	1
63	да ведь это	1	1
64	мы имеем в	1	1
65	личности и это	1	1
66	о том что	5	1
67	в вопросе о	2	1
68	для нас в	2	1
69	– одно из	1	1
70	не значит что	1	1
71	не что иное	6	1
72	и та же	1	1
73	в том что	3	1
74	все это не	1	1
75	для него есть	1	1
