N	3gram	Tiupa_Hudo_1	Myshleni
1	в том что	6	21
2	с точки зрения	3	18
3	с одной стороны	1	7
4	в высшей степени	1	7
5	в связи с	3	6
6	во всяком случае	1	6
7	не может быть	2	6
8	на то что	2	6
9	по отношению к	8	5
10	можно было бы	4	5
11	в самом деле	4	4
12	о том что	9	4
13	в конечном счете	2	4
14	состоит в том	1	3
15	в отличие от	1	3
16	в данном случае	1	3
17	мы уже говорили	1	3
18	в этом отношении	3	3
19	том что в	2	2
20	на том что	1	2
21	более или менее	1	2
22	на самом деле	1	2
23	в этом смысле	1	2
24	одной стороны и	1	2
25	потому что он	1	2
26	что он не	2	2
27	к тому чтобы	1	2
28	как раз в	2	2
29	не потому что	1	2
30	то же самое	1	2
31	едва ли можно	1	2
32	и в самом	3	2
33	легко заметить что	1	2
34	друг от друга	1	2
35	друг с другом	1	2
36	переходная форма от	1	2
37	речь идет о	2	2
38	по своей природе	2	1
39	но и от	1	1
40	не может не	1	1
41	по сути дела	1	1
42	что она не	1	1
43	в заключительных словах	1	1
44	этой точки зрения	1	1
45	я и ты	2	1
46	по аналогии со	1	1
47	в том и	1	1
48	с самых первых	1	1
49	о том как	2	1
50	несмотря на то	1	1
51	все та же	1	1
52	и потому что	1	1
53	самом деле не	1	1
54	до сих пор	2	1
55	как и все	1	1
56	а также в	1	1
57	на самом же	1	1
58	того и другого	1	1
59	вместо того чтобы	2	1
60	об этом в	1	1
61	с тем что	1	1
62	ни у кого	1	1
63	в частности к	1	1
64	то и другое	2	1
65	именно в этом	1	1
66	в том случае	1	1
67	к себе и	1	1
68	точки зрения развития	1	1
69	не в том	2	1
70	сами по себе	1	1
71	в такой же	2	1
72	мы не знаем	1	1
73	по нашему мнению	1	1
74	приводит к тому	1	1
75	это действительно так	1	1
76	верно и то	1	1
77	она не может	1	1
78	том случае если	1	1
79	в сущности в	1	1
80	связи с этим	2	1
81	ничего общего с	1	1
82	с самого начала	1	1
83	не только не	1	1
84	является для него	1	1
85	с той же	1	1
86	только в том	2	1
87	за то что	1	1
88	склонны видеть в	1	1
89	отношению к личности	1	1
90	в том смысле	1	1
91	так и по	1	1
92	самом же деле	1	1
93	не только от	1	1
94	том что он	1	1
95	как и в	3	1
96	так можно было	1	1
97	в свое время	1	1
98	в своей жизни	1	1
99	мы встречаемся в	1	1
