N	2gram	Bakhtin_Pr_1	Myslijsy
1	то есть	46	34
2	то что	8	29
3	может быть	26	26
4	таким образом	10	24
5	в этом	15	23
6	в том	8	23
7	и в	38	23
8	в слове	3	22
9	и проч	28	18
10	и не	42	18
11	что в	7	17
12	при этом	5	15
13	только в	13	15
14	то же	5	14
15	в себе	4	14
16	как и	7	14
17	того что	2	14
18	для нас	1	14
19	если бы	3	13
20	не было	2	12
21	а не	5	12
22	том что	3	12
23	не в	7	11
24	по себе	1	11
25	но и	9	11
26	не может	27	11
27	по отношению	21	10
28	не только	9	10
29	мы можем	6	10
30	тем что	2	10
31	что мы	1	10
32	и потому	4	10
33	между тем	7	9
34	не есть	6	9
35	в своем	5	8
36	но в	4	8
37	было бы	8	8
38	о том	4	8
39	другими словами	2	8
40	сказать что	4	8
41	отношению к	19	8
42	и т	14	7
43	мы говорим	1	7
44	как в	4	7
45	что это	2	7
46	на то	2	7
47	в нем	15	7
48	мысли и	1	7
49	это не	5	7
50	что язык	1	7
51	и что	2	7
52	что и	2	7
53	вовсе не	2	7
54	с тем	1	7
55	могут быть	5	7
56	этого слова	1	7
57	независимо от	13	6
58	и к	3	6
59	в которой	1	6
60	так и	5	6
61	что не	4	6
62	для того	2	6
63	вместе с	1	6
64	говорить о	3	5
65	хотя и	3	5
66	бы и	1	5
67	есть для	1	5
68	как бы	22	5
69	имеет для	1	5
70	и мы	1	5
71	должно быть	5	5
72	значение слова	4	5
73	не менее	4	5
74	поэтического произведения	3	5
75	с ним	5	5
76	не имеет	9	5
77	образом в	1	5
78	есть только	2	5
79	к нему	10	5
80	есть в	1	5
81	не можем	2	5
82	в его	43	5
83	для него	1	5
84	поэзия и	1	5
85	слова и	3	5
86	все это	3	5
87	а в	6	5
88	а между	1	4
89	есть не	2	4
90	и о	5	4
91	в истории	2	4
92	могли бы	1	4
93	что все	2	4
94	и с	17	4
95	его в	9	4
96	с другими	3	4
97	и тем	3	4
98	мы имеем	2	4
99	точки зрения	8	4
100	в котором	2	4
101	сих пор	1	4
102	тем не	3	4
103	т п	13	4
104	и более	2	4
105	в то	4	4
106	того чтобы	2	4
107	со своим	1	4
108	в сознании	1	4
109	же самое	2	4
110	и может	1	4
111	каждый раз	1	4
112	можно сказать	2	4
113	что он	2	4
114	хотя бы	4	4
115	сравнение и	1	4
116	в одном	1	4
117	природы а	1	4
118	только на	1	4
119	до сих	1	4
120	так же	1	4
121	в данном	4	4
122	в той	1	4
123	да и	3	4
124	слов в	1	4
125	и все	3	4
126	есть уже	1	4
127	слово в	2	4
128	между ними	4	4
