N	3gram	Voloshinov_1	Problema
1	с точки зрения	5	11
2	той или иной	3	11
3	в нашем смысле	1	10
4	тем не менее	1	10
5	содержит в себе	1	8
6	в том что	1	8
7	то же самое	4	6
8	по крайней мере	1	6
9	с другой стороны	1	6
10	но даже и	1	4
11	можно было бы	1	4
12	ни в какой	1	4
13	не только в	3	4
14	не только не	1	4
15	на самом деле	3	3
16	вместе с тем	2	3
17	в зависимости от	5	3
18	тех или иных	3	3
19	в связи с	2	3
20	того или иного	5	3
21	о том что	2	3
22	что перед нами	2	2
23	не говоря уже	1	2
24	что иное как	2	2
25	хотя бы и	1	2
26	тот или иной	1	2
27	в себе и	1	2
28	же самое время	2	2
29	жизни и в	1	2
30	может обойтись без	1	2
31	и не было	1	2
32	для того чтобы	7	2
33	более или менее	1	2
34	есть не что	2	2
35	не что иное	2	2
36	и тем более	1	2
37	не может обойтись	1	2
38	слова то есть	1	2
39	в то же	9	2
40	хотя бы одной	1	2
41	вовсе не является	1	2
42	но если бы	1	2
43	мы совершенно не	1	2
44	должны были бы	2	1
45	и ни к	1	1
46	говоря уже об	1	1
47	но все же	2	1
48	в прямом и	1	1
49	только потому что	2	1
50	и без его	1	1
51	иметь в виду	1	1
52	мы имеем в	1	1
53	мы можем не	2	1
54	равно как и	2	1
55	приходит к мысли	1	1
56	как раз и	1	1
57	по сравнению с	1	1
58	и не может	1	1
59	и в то	2	1
60	представим себе что	1	1
61	и в смысловом	1	1
62	в человеческом обществе	1	1
63	как это будет	1	1
64	при этом мы	1	1
65	и вообще не	1	1
66	от чего же	1	1
67	и не нужны	1	1
68	связанных между собой	1	1
69	в жизни и	1	1
70	они находятся в	1	1
71	одно и то	3	1
72	категорически утверждать что	1	1
73	и тем что	1	1
74	до сих пор	1	1
75	отнюдь не является	1	1
76	ту или иную	3	1
77	того чтобы не	1	1
78	является не просто	1	1
79	здесь нет и	1	1
80	само собой разумеется	2	1
81	но и его	1	1
82	по самой своей	1	1
83	мы не знаем	2	1
84	на первый взгляд	1	1
85	в конце концов	3	1
86	от страха и	1	1
87	тех или других	1	1
88	и как бы	1	1
89	не связанных между	1	1
90	мы говорили выше	1	1
91	однако мы все	1	1
92	прежде всего в	3	1
93	мы убедились что	2	1
94	вопрос о том	1	1
95	хотя бы на	1	1
96	в себе все	1	1
97	само по себе	1	1
98	об этом мы	1	1
99	бросается в глаза	1	1
100	другое дело если	1	1
101	на всех этих	1	1
102	как таковой еще	1	1
103	в одном и	1	1
104	ничто не мешает	1	1
105	таковой еще не	1	1
106	несмотря на свою	1	1
107	в свою очередь	4	1
108	и тем самым	3	1
109	с самого начала	4	1
110	прежде всего с	1	1
111	не существует и	1	1
112	оказывается что эта	1	1
113	совсем другое дело	1	1
114	и наконец в-третьих	1	1
115	и том же	1	1
116	о котором мы	1	1
117	являются не просто	1	1
118	друг друга но	1	1
119	к тому что	2	1
120	одном и том	1	1
121	и есть не	1	1
122	был связан с	1	1
123	наконец не в	1	1
124	как и в	1	1
125	для этого необходимо	1	1
126	именно потому что	1	1
