N	2gram	Bakhtin_Fr_3	KulturaY
1	и т	1	54
2	и в	40	23
3	точки зрения	2	23
4	в том	8	22
5	не только	13	17
6	в этом	15	16
7	было бы	4	16
8	с точки	1	16
9	самом деле	3	14
10	может быть	9	14
11	в области	4	14
12	в самом	6	13
13	что в	12	13
14	не менее	2	12
15	потому что	2	12
16	для того	3	12
17	том что	4	11
18	того чтобы	4	11
19	можно было	3	11
20	в его	13	11
21	того что	1	11
22	а не	5	11
23	у нас	4	10
24	и не	13	10
25	еще не	3	9
26	таким образом	10	9
27	хотя бы	2	9
28	так как	4	9
29	прежде всего	16	9
30	лишь в	2	8
31	если бы	3	8
32	в виду	7	8
33	до сих	4	8
34	сих пор	4	8
35	как на	1	8
36	как это	1	7
37	все эти	8	7
38	в нашем	4	7
39	должно быть	1	7
40	речи в	1	7
41	те же	5	7
42	и что	1	7
43	с другой	2	7
44	в языке	2	7
45	или иной	2	7
46	в данном	4	7
47	слова и	2	7
48	сказать что	3	7
49	то же	7	6
50	в общем	1	6
51	с помощью	2	6
52	только в	3	6
53	так и	3	6
54	при этом	3	6
55	и тем	1	6
56	с тем	1	6
57	в их	4	6
58	о языке	1	6
59	ничего не	1	6
60	связи с	6	6
61	не может	3	6
62	по себе	1	6
63	о том	4	6
64	что и	3	6
65	что он	2	6
66	для этого	3	6
67	также и	4	5
68	и есть	3	5
69	в первом	1	5
70	как мы	10	5
71	все же	2	5
72	из этих	2	5
73	как бы	3	5
74	как и	11	5
75	не в	1	5
76	вовсе не	12	5
77	не могут	1	5
78	но также	1	5
79	той или	2	5
80	слов и	1	5
81	всякого рода	1	5
82	тем что	3	5
83	далеко не	2	5
84	на которых	1	5
85	в связи	5	5
86	но это	3	5
87	а в	3	5
88	того же	2	4
89	в сущности	9	4
90	как в	3	4
91	в своем	7	4
92	в целом	2	4
93	этого слова	2	4
94	в своей	6	4
95	которые в	1	4
96	том чтобы	1	4
97	тому что	1	4
98	тем самым	1	4
99	о них	1	4
100	как раз	5	4
101	в числе	1	4
102	и о	4	4
103	в ее	3	4
104	данном случае	2	4
105	были бы	1	4
106	а также	4	4
107	заключается в	1	4
108	между тем	3	4
109	один из	4	4
110	с одной	1	4
111	в нашей	2	4
112	что не	1	4
113	слова в	2	4
114	не было	5	4
115	в той	6	4
116	этом случае	1	4
117	то что	5	4
118	в таком	1	4
