N	2gram	Tiupa_Hudo_1	Problema
1	и в	19	30
2	в своей	5	22
3	то есть	18	21
4	не только	16	18
5	то что	4	18
6	в этом	11	17
7	том что	8	17
8	в стихотворении	3	14
9	и даже	1	14
10	таким образом	3	13
11	но и	10	13
12	потому что	3	13
13	также и	1	12
14	о том	2	12
15	в его	9	12
16	а именно	2	12
17	в том	18	12
18	и не	15	12
19	так что	1	11
20	в своем	2	11
21	у него	1	11
22	в этой	2	10
23	точки зрения	10	10
24	на земле	1	9
25	но в	7	9
26	который в	2	9
27	только в	5	9
28	сказать что	4	9
29	хотя и	3	8
30	художественного творчества	4	8
31	с точки	3	8
32	в конце	1	8
33	вовсе не	2	8
34	но не	11	7
35	как и	2	7
36	не в	7	7
37	никогда не	2	7
38	связи с	1	7
39	у нас	1	7
40	здесь не	2	7
41	так и	11	7
42	что он	3	7
43	до нас	1	7
44	мы находим	1	7
45	может быть	14	7
46	говорит о	1	7
47	в связи	1	7
48	в результате	1	7
49	вместе с	1	7
50	и на	2	6
51	и как	3	6
52	в нем	5	6
53	его в	2	6
54	и его	12	6
55	можно сказать	5	6
56	и что	3	6
57	что и	2	6
58	уже не	4	6
59	так как	1	6
60	с другой	7	6
61	прежде всего	4	6
62	как бы	9	6
63	и для	2	6
64	а в	12	6
65	другой стороны	5	6
66	и то	4	5
67	для себя	2	5
68	в году	2	5
69	в которой	2	5
70	за это	1	5
71	тем не	3	5
72	в силу	1	5
73	он и	1	5
74	но он	3	5
75	не менее	3	5
76	и притом	3	5
77	и о	3	5
78	людей в	1	5
79	v в	1	5
80	а не	9	5
81	не может	7	5
82	так же	2	5
83	как раз	3	5
84	в самом	5	5
85	что в	6	5
86	человека и	1	4
87	того же	2	4
88	едва ли	1	4
89	отнюдь не	2	4
90	и к	3	4
91	в себе	9	4
92	при этом	13	4
93	об этом	2	4
94	было бы	1	4
95	ни в	5	4
96	по крайней	1	4
97	в то	6	4
98	и сам	1	4
99	разного рода	1	4
100	некоторого рода	1	4
101	крайней мере	1	4
102	или в	2	4
103	в качестве	24	4
104	далеко не	2	4
105	еще и	1	4
106	а с	2	4
107	нового времени	2	4
108	если не	1	4
109	в частности	13	4
110	жизни в	2	4
111	из этого	2	4
112	от своих	1	3
113	в виду	5	3
114	еще не	3	3
115	иное как	1	3
116	что его	1	3
117	в ее	5	3
118	что они	1	3
119	в противоположность	3	3
120	бы не	1	3
121	с одной	2	3
122	он не	4	3
123	в другом	3	3
124	этом смысле	3	3
125	не всегда	1	3
126	однако в	4	3
127	в отношении	3	3
128	в русской	3	3
129	что иное	1	3
130	но только	1	3
131	в самой	2	3
132	как будто	1	3
133	сравнении с	1	3
134	то время	1	3
135	что от	1	3
136	с ним	2	3
137	только и	1	3
138	внимание на	1	3
139	настоящее время	1	3
140	после того	1	3
141	и который	2	3
142	а также	5	3
143	к нему	3	3
144	русской литературе	2	3
145	же в	1	3
146	того что	4	3
147	тот же	1	3
148	и тем	2	3
149	в одном	2	3
150	для того	2	3
151	именно в	2	3
152	одной стороны	2	3
153	жизнь в	1	3
154	мира в	2	3
155	о котором	1	3
156	в настоящее	1	3
157	и другие	2	3
158	в сравнении	1	3
159	не что	1	3
160	точно так	1	3
161	и наиболее	1	2
162	таком случае	1	2
163	или к	1	2
164	мере в	1	2
165	то же	10	2
166	по его	1	2
167	мы имеем	6	2
168	я не	2	2
169	проявляется в	1	2
170	в таком	1	2
171	все эти	2	2
172	в чем	2	2
173	тем как	1	2
174	не входит	2	2
175	не все	2	2
176	по отношению	9	2
177	отношение к	5	2
178	на то	1	2
179	в одной	1	2
180	как в	2	2
181	тоже не	1	2
182	раз в	1	2
183	на стадии	1	2
184	если он	1	2
185	на его	1	2
186	или иных	2	2
187	то ни	1	2
188	это не	2	2
189	по мысли	2	2
190	в них	2	2
191	ночь и	1	2
192	о своем	1	2
193	и без	1	2
194	в котором	1	2
195	себе а	1	2
196	любовь и	1	2
197	впрочем у	1	2
198	и более	2	2
199	в таких	1	2
200	человека но	1	2
201	дело в	1	2
202	того чтобы	2	2
203	по своей	7	2
204	и является	1	2
205	тем что	1	2
206	в области	6	2
207	не могут	1	2
208	ли не	1	2
209	его за	1	2
210	к тому	4	2
211	как мы	1	2
212	не прямо	1	2
213	всей своей	2	2
214	как с	1	2
215	здесь как	1	2
216	по себе	2	2
217	в глаза	2	2
218	бы то	1	2
219	в значительной	1	2
220	между тем	4	2
221	во втором	4	2
222	вслед за	1	2
223	в какой	2	2
224	или же	1	2
225	по этому	1	2
226	со всеми	1	2
227	есть в	2	2
228	свидетельствует о	1	2
229	дает ему	1	2
230	из них	1	2
231	и делает	1	2
232	на свое	1	2
233	ее в	2	2
234	что не	1	2
235	человеческой жизни	2	2
236	о себе	2	2
237	рода и	1	2
238	он говорит	1	2
239	в данном	4	2
240	такого рода	10	2
241	в мир	1	2
242	в это	1	2
243	с этой	1	2
244	только для	1	2
245	но для	1	2
246	один из	2	2
247	тех или	2	2
248	мира и	2	2
249	себя самого	1	2
250	за него	1	2
251	не будет	2	2
252	в свою	3	2
253	из тех	2	2
254	была бы	3	2
255	отношению к	9	2
256	жизни и	1	2
257	по поводу	1	2
258	после его	1	2
259	все что	1	2
260	в роли	3	2
261	том числе	2	2
262	они не	1	2
263	я и	7	1
264	и меру	1	1
265	другом стихотворении	1	1
266	отношения к	2	1
267	самой себе	1	1
268	должен быть	1	1
269	свою личность	1	1
270	в христианском	1	1
271	это и	1	1
272	душе в	1	1
273	и есть	1	1
274	к другому	1	1
275	мы встречаем	1	1
276	субъект и	2	1
277	из его	1	1
278	свое место	1	1
279	имея в	1	1
280	в их	5	1
281	а как	1	1
282	объединяет их	1	1
283	всего только	1	1
284	из своих	1	1
285	всех людей	1	1
286	не вполне	2	1
287	жизни как	3	1
288	и ее	3	1
289	в составе	1	1
290	не знают	1	1
291	пребывания в	1	1
292	это возможно	1	1
293	время в	1	1
294	я на	2	1
295	с его	6	1
296	чем это	2	1
297	а только	4	1
298	бы в	1	1
299	свою жизнь	2	1
300	если в	1	1
301	искусство в	1	1
302	писавшего в	1	1
303	с собою	1	1
304	имя в	1	1
305	оно является	1	1
306	или иное	1	1
307	сама по	2	1
308	первый взгляд	1	1
309	перед нами	1	1
310	могли бы	1	1
311	это тоже	2	1
312	по пути	4	1
313	а перед	1	1
314	или иную	1	1
315	то в	2	1
316	для которого	2	1
317	из мифа	1	1
318	в груди	1	1
319	из жизни	1	1
320	бы и	1	1
321	что это	1	1
322	так или	3	1
323	в нашем	2	1
324	он состоит	1	1
325	из этих	3	1
326	если мы	2	1
327	большей части	2	1
328	и те	1	1
329	право на	2	1
330	рассказ о	2	1
331	говорит не	1	1
332	говорят о	1	1
333	продолжением и	1	1
334	имеем в	3	1
335	двух других	1	1
336	но на	1	1
337	всей его	2	1
338	что она	2	1
339	том в	1	1
340	он ни	1	1
341	он должен	3	1
342	состоит в	16	1
343	мыслится здесь	1	1
344	содержит в	1	1
345	не могли	1	1
346	и по	2	1
347	за свою	1	1
348	себя и	2	1
349	единое целое	2	1
350	а по	1	1
351	времени и	2	1
352	времени в	2	1
353	входит в	4	1
354	искусства в	4	1
355	и тоже	1	1
356	и дает	1	1
357	должен был	1	1
358	например с	1	1
359	весь мир	1	1
360	только лишь	1	1
361	ту или	1	1
362	своей к	1	1
363	литературе как	1	1
364	и некоторые	2	1
365	при виде	1	1
366	на первый	1	1
367	с ума	1	1
368	что такое	1	1
369	народного предания	1	1
370	в такой	1	1
371	не столько	3	1
372	свободу от	1	1
373	говорил о	1	1
374	не как	2	1
375	своего рода	5	1
376	в имени	2	1
377	но оказывается	1	1
378	все это	2	1
379	их в	3	1
380	ни были	1	1
381	даже в	3	1
382	мы встречаемся	1	1
383	изобразительного искусства	1	1
384	нас к	1	1
385	стороны не	1	1
386	тому что	2	1
387	тем самым	4	1
388	она далеко	1	1
389	с которой	1	1
390	не имеет	1	1
391	о чем	2	1
392	на котором	1	1
393	чтобы в	1	1
394	которого он	1	1
395	виду не	3	1
396	он мог	1	1
397	себе самом	1	1
398	области художественного	1	1
399	только свобода	1	1
400	же время	5	1
401	глядя на	1	1
402	живые существа	1	1
403	ему и	1	1
404	в перспективе	1	1
405	чтобы этот	1	1
406	не принадлежит	2	1
407	до того	1	1
