N	2gram	Tiupa_Narr_2	Vladivir
1	и в	13	31
2	не только	26	24
3	а к	3	22
4	но и	15	19
5	то что	8	18
6	и не	14	17
7	м м	1	15
8	и даже	3	15
9	у него	6	15
10	в этом	13	14
11	том что	13	14
12	и с	1	14
13	что в	4	14
14	но в	6	12
15	в его	6	12
16	что он	5	12
17	по поводу	2	12
18	с его	3	11
19	же с	1	11
20	о том	5	11
21	в том	14	11
22	потому что	2	11
23	также и	1	10
24	он не	5	10
25	так что	1	10
26	как мы	1	9
27	никогда не	6	9
28	в конце	4	9
29	только в	11	9
30	в течение	2	9
31	а в	9	9
32	и по	3	8
33	в то	5	8
34	как это	4	7
35	и его	3	7
36	для него	4	7
37	об этом	4	7
38	о нем	3	7
39	как раз	3	7
40	сказать что	3	7
41	того же	1	6
42	то же	4	6
43	и к	6	6
44	это было	1	6
45	в котором	5	6
46	иной раз	1	6
47	у нас	2	6
48	и сам	3	6
49	так и	9	6
50	и что	2	6
51	его жизни	2	6
52	можно сказать	6	6
53	в качестве	14	6
54	может быть	10	6
55	на этот	1	6
56	и потому	1	6
57	не может	8	6
58	к этому	1	6
59	когда он	1	5
60	это был	2	5
61	на то	2	5
62	которой он	3	5
63	не в	8	5
64	со своим	2	5
65	что и	2	5
66	вовсе не	2	5
67	но он	2	5
68	а с	2	5
69	что же	1	5
70	все это	1	5
71	видно что	2	5
72	и от	1	5
73	а также	6	5
74	с ним	4	5
75	жизни и	4	5
76	в своих	2	5
77	из его	1	4
78	он уже	1	4
79	я не	5	4
80	мы и	1	4
81	в этой	4	4
82	в своем	6	4
83	хотя и	5	4
84	и как	1	4
85	в которой	1	4
86	в нашем	2	4
87	в себе	8	4
88	как он	2	4
89	в нем	5	4
90	что у	2	4
91	этом смысле	1	4
92	как и	4	4
93	несмотря на	2	4
94	еще в	1	4
95	в своей	4	4
96	мысли и	1	4
97	пустым местом	1	4
98	же время	3	4
99	к ней	3	4
100	да и	3	4
101	никак не	3	4
102	к нему	1	4
103	по своей	3	4
104	один из	3	4
105	течение всей	1	4
106	себя в	2	4
107	и теперь	1	4
108	и у	4	4
109	в я	1	4
