N	2gram	Tiupa_Narr_1	Dialekti
1	не есть	3	54
2	и не	20	27
3	а не	12	26
4	точки зрения	10	25
5	и в	19	24
6	есть нечто	1	23
7	не только	32	23
8	по себе	5	20
9	не может	10	19
10	ничего не	2	17
11	и есть	1	16
12	что все	1	14
13	с точки	2	14
14	то что	11	14
15	в таком	2	14
16	таким образом	1	13
17	что он	6	13
18	вовсе не	1	13
19	может быть	25	13
20	и даже	3	13
21	что это	3	12
22	того что	1	12
23	не менее	3	11
24	не имеет	2	11
25	таком случае	2	10
26	в сущности	3	10
27	отнюдь не	5	10
28	тем не	3	10
29	не существует	3	10
30	есть не	1	9
31	ни в	3	9
32	но и	23	9
33	нет ничего	1	9
34	в этом	17	8
35	и как	5	8
36	мир как	1	8
37	отличается от	4	8
38	прежде всего	4	8
39	что мы	2	8
40	том что	14	8
41	если же	1	8
42	это и	3	7
43	есть нарушение	1	7
44	в самом	1	7
45	как и	7	7
46	никогда не	3	7
47	как раз	2	7
48	потому что	1	7
49	что оно	1	7
50	в виду	1	7
51	в особенности	4	7
52	ничем не	1	7
53	что в	3	7
54	самом деле	2	6
55	должна быть	2	6
56	что иное	2	6
57	что существует	1	6
58	иное как	2	6
59	то же	4	6
60	об этом	1	6
61	и с	4	6
62	оно не	2	6
63	утверждать что	2	6
64	если бы	1	6
65	что и	1	6
66	и только	2	6
67	о том	6	6
68	даже не	3	6
69	и пр	1	6
70	не на	2	6
71	и все	2	6
72	от всего	1	6
73	не что	2	6
74	есть то	1	6
75	сам по	1	5
76	точка зрения	6	5
77	хотя и	3	5
78	и к	1	5
79	само по	1	5
80	он не	3	5
81	по крайней	1	5
82	так и	9	5
83	было бы	4	5
84	от отца	1	5
85	в них	1	5
86	мы не	1	5
87	и тогда	1	5
88	в том	18	5
89	есть всегда	2	5
90	в то	3	5
91	и сама	1	5
92	и его	5	5
93	только в	4	5
94	уже не	5	5
95	одно из	2	5
96	крайней мере	1	5
97	как же	1	5
98	что не	4	5
99	как это	6	5
100	с этой	1	5
101	но это	1	5
102	не отличается	2	5
103	жизни и	3	5
104	и то	1	4
105	чего не	1	4
106	и больше	1	4
107	и ничего	1	4
108	говорить о	2	4
109	мы и	1	4
110	в чем	1	4
111	нет и	2	4
112	субъекта и	2	4
113	что нет	2	4
114	подобно тому	2	4
115	собственно говоря	1	4
116	это не	2	4
117	истории и	2	4
118	на первый	2	4
119	как о	1	4
120	от того	1	4
121	не могут	1	4
122	о нем	4	4
123	к тому	7	4
124	с другой	8	4
125	для него	2	4
126	если оно	1	4
127	или иной	5	4
128	говорит о	2	4
129	у нас	1	4
130	так же	2	4
131	тому как	2	4
132	при всем	2	4
133	хотя бы	4	4
134	сказать что	4	4
135	мы уже	1	3
136	и на	3	3
137	мере в	1	3
138	что именно	2	3
139	в своем	2	3
140	все же	7	3
141	перед нами	4	3
142	как таковое	1	3
143	все эти	2	3
144	тем более	2	3
145	в нем	4	3
146	в силу	4	3
147	не будет	3	3
148	того или	2	3
149	и миф	1	3
150	он и	1	3
151	не в	14	3
152	из которых	4	3
153	тем самым	6	3
154	она не	2	3
155	одна из	3	3
156	в основе	5	3
157	но она	1	3
158	на себя	3	3
159	же время	4	3
160	из двух	3	3
161	быть может	2	3
162	это было	1	3
163	к нему	5	3
164	все время	1	3
165	быть и	1	3
166	или же	1	3
167	и ее	2	3
168	это же	1	3
169	с одной	7	3
170	есть в	2	3
171	то и	1	3
172	из них	3	3
173	мир в	1	3
174	сами по	2	3
175	тем что	3	3
176	именно как	1	3
177	мы воспринимаем	1	3
178	и прежде	1	3
179	не было	2	3
180	его как	2	3
181	ни на	1	3
182	одной стороны	7	3
183	а если	2	3
184	как бы	4	3
185	на другое	1	3
186	если не	4	3
187	и от	1	3
188	мира и	2	3
189	не знает	1	3
190	только о	2	3
191	понимать как	1	3
192	также не	1	3
193	в слове	1	3
194	также и	1	2
195	например в	2	2
196	же как	3	2
197	в частности	14	2
198	только потому	1	2
199	от самого	1	2
200	в первом	3	2
201	уже по	1	2
202	в единой	1	2
203	что если	1	2
204	мифа в	1	2
205	оно есть	1	2
206	в разные	1	2
207	которое не	1	2
208	и он	3	2
209	в ней	3	2
210	двух или	1	2
211	целое и	1	2
212	событие как	1	2
213	еще не	7	2
214	на них	1	2
215	бы то	3	2
216	с его	6	2
217	но не	5	2
218	о разных	1	2
219	и где	1	2
220	сознания в	1	2
221	но в	6	2
222	то в	6	2
223	ни один	1	2
224	из этих	3	2
225	этот ряд	1	2
226	в себе	8	2
227	тому же	5	2
228	но на	1	2
229	при этом	9	2
230	что у	2	2
231	может существовать	1	2
232	и по	1	2
233	на этом	1	2
234	объект и	1	2
235	а когда	1	2
236	мира или	1	2
237	ко второму	1	2
238	солнце и	1	2
239	из нее	1	2
240	все равно	1	2
241	мира где	1	2
242	и уже	1	2
243	несмотря на	2	2
244	как таковой	1	2
245	в их	1	2
246	от его	1	2
247	их в	1	2
248	что этот	1	2
249	бы быть	3	2
250	явления как	1	2
251	иметь в	1	2
252	о ней	3	2
253	история не	1	2
254	и является	1	2
255	как не	1	2
256	личности в	2	2
257	когда мы	2	2
258	истории не	1	2
259	могут быть	3	2
260	для такого	1	2
261	той или	4	2
262	все еще	1	2
263	для себя	1	2
264	как мы	3	2
265	более не	2	2
266	и сами	1	2
267	и когда	2	2
268	на что	1	2
269	и вообще	1	2
270	и смерть	1	2
271	и здесь	1	2
272	есть само	1	2
273	нас в	1	2
274	и во	1	2
275	грань между	1	2
276	в его	9	2
277	даже если	1	2
278	не мешает	1	2
279	и тем	4	2
280	тот или	1	2
281	со всеми	1	2
282	если будет	1	2
283	себя в	5	2
284	и у	1	2
285	же в	4	2
286	нового времени	2	2
287	как единственно	1	2
288	никто не	1	2
289	не о	3	2
290	бытия и	1	2
291	у него	4	2
292	и никакой	2	2
293	вера есть	1	2
294	так или	2	2
295	со стороны	9	2
296	или иначе	3	2
297	говорить и	1	2
298	именно в	6	2
299	а именно	3	2
300	бытия в	3	2
301	но о	3	2
302	себя и	2	2
303	быть только	1	2
304	зависит от	2	2
305	но как	2	2
306	и потому	2	2
307	пространства и	1	2
308	и ничто	1	2
309	ли его	1	2
310	в данном	5	2
311	по существу	2	2
312	быть не	1	2
313	и формы	1	2
314	в смысле	1	2
315	тех или	1	2
316	и для	2	2
317	или в	2	2
318	для нас	1	2
319	превратился в	1	2
320	а в	11	2
321	может и	1	2
322	другой стороны	4	2
323	совершенно не	2	2
324	о себе	1	2
325	или иного	2	2
326	но еще	1	2
327	точно так	2	2
328	они не	2	2
329	который не	1	2
330	этой точки	2	2
331	речь идет	4	1
332	отношения к	2	1
333	этом отношении	3	1
334	на самом	1	1
335	он может	1	1
336	как такового	1	1
337	идет о	2	1
338	к другому	2	1
339	едва ли	1	1
340	может идти	1	1
341	и за	1	1
342	по его	1	1
343	о не	1	1
344	а как	1	1
345	мира как	1	1
346	часто бывает	1	1
347	говоря и	1	1
348	опоры на	1	1
349	или существенное	1	1
350	на свою	1	1
351	от церкви	1	1
352	это осуществление	1	1
353	и самого	3	1
354	столько же	1	1
355	проявляет себя	1	1
356	событием и	1	1
357	есть акт	1	1
358	существует тогда	1	1
359	истории в	3	1
360	объекта или	1	1
361	во всех	1	1
362	одна за	1	1
363	смог бы	1	1
364	не то	2	1
365	конечном счете	2	1
366	в общем	1	1
367	в деяниях	1	1
368	христа в	1	1
369	тогда как	12	1
370	иногда и	1	1
371	быть так	1	1
372	никакой истории	1	1
373	до которого	2	1
374	это мир	1	1
375	от одной	2	1
376	независимо от	2	1
377	как к	2	1
378	что как	1	1
379	о жизни	1	1
380	кто не	1	1
381	и наконец	1	1
382	это вообще	1	1
383	более или	2	1
384	себе не	2	1
385	это определение	1	1
386	оно нуждается	1	1
387	от этого	1	1
388	человеческая жизнь	1	1
389	них как	1	1
390	человеческого сознания	1	1
391	та же	2	1
392	из жизни	1	1
393	как то	1	1
394	мира но	1	1
395	есть факт	1	1
396	претендует на	1	1
397	он ни	1	1
398	мы можем	1	1
399	факт который	1	1
400	бытия это	1	1
401	как от	1	1
402	его от	1	1
403	что ни	1	1
404	постольку поскольку	2	1
405	ней не	1	1
406	или иных	1	1
407	именно это	2	1
408	то ни	3	1
409	и может	1	1
410	в совершенно	1	1
411	в мире	9	1
412	на ту	1	1
413	его в	2	1
414	в него	1	1
415	свести к	1	1
416	за другой	1	1
417	всю свою	1	1
418	к сыну	1	1
419	далеко не	5	1
420	восприятие и	1	1
421	как об	1	1
422	зрения или	2	1
423	мы имеем	2	1
424	не всегда	2	1
425	о чем	2	1
426	основывается на	1	1
427	жизни но	2	1
428	с такой	1	1
429	в чистом	1	1
430	они в	2	1
431	и какая	1	1
432	или менее	2	1
433	от предмета	1	1
434	всем своем	1	1
435	смерть как	1	1
436	не становится	1	1
437	в котором	1	1
438	место в	1	1
439	все и	1	1
440	оно живет	1	1
441	не от	2	1
442	не как	2	1
443	по своей	3	1
444	этой научной	1	1
445	признать что	1	1
446	точку зрения	4	1
447	но он	1	1
