N	4gram	Losev_Dial_2	Istorich
1	и т д все	1	3
2	в то время как	3	3
3	по мере того как	1	2
4	до сих пор мы	1	2
5	т д все это	1	1
6	с одной стороны и	1	1
7	друг с другом что	1	1
8	на самом же деле	1	1
9	это не может быть	1	1
10	не что иное как	3	1
11	это не значит что	2	1
12	не говоря уже о	2	1
13	не содержит в себе	1	1
14	так же как и	1	1
15	и т д мы	1	1
16	приводит к тому что	1	1
17	необходимо иметь в виду	1	1
18	так как будто бы	2	1
19	в том отношении что	1	1
20	и т д есть	1	1
21	есть не что иное	2	1
