N	2gram	Bakhtin_Fr_1	VLabPisa
1	в этом	15	26
2	и в	65	25
3	не только	10	22
4	может быть	6	21
5	хотя бы	1	20
6	и не	22	19
7	не может	3	17
8	в его	9	15
9	в процессе	2	14
10	этом отношении	3	13
11	в том	16	13
12	прежде всего	11	13
13	в частности	5	12
14	как это	1	12
15	все это	9	12
16	с другой	3	11
17	из них	4	11
18	не могут	3	10
19	о том	2	10
20	то же	1	9
21	что в	3	9
22	об этом	1	9
23	для него	5	9
24	но и	10	9
25	и др	24	9
26	к этому	1	9
27	в своем	8	8
28	все эти	10	8
29	другой стороны	1	8
30	могут быть	2	8
31	в году	6	7
32	во всех	9	7
33	по отношению	1	7
34	из этих	2	7
35	было бы	1	7
36	как и	5	7
37	том что	6	7
38	говорит о	1	7
39	не было	1	7
40	а не	1	7
41	же в	2	7
42	отношению к	1	7
43	это и	1	6
44	в себе	3	6
45	в нем	13	6
46	главным образом	6	6
47	это не	3	6
48	их в	2	6
49	и его	10	6
50	в то	1	6
51	художественное творчество	1	6
52	так и	10	6
53	между тем	5	6
54	у него	1	6
55	в основном	2	6
56	то что	3	6
57	одним из	2	5
58	действительности и	1	5
59	в их	4	5
60	все же	6	5
61	в пределах	1	5
62	и при	1	5
63	не в	4	5
64	же время	1	5
65	связи с	4	5
66	приводит к	2	5
67	один из	1	5
68	он говорит	1	5
69	как бы	22	5
70	не является	3	5
71	в результате	1	5
72	сказать что	6	5
73	только в	7	5
74	в искусстве	3	5
75	их и	1	4
76	с его	5	4
77	в этой	4	4
78	чем же	1	4
79	в самом	4	4
80	в целом	2	4
81	что все	1	4
82	них не	1	4
83	в них	5	4
84	даже в	3	4
85	одна из	1	4
86	никогда не	6	4
87	вот почему	1	4
88	к тому	2	4
89	в ее	3	4
90	это только	1	4
91	можно сказать	2	4
92	его элементах	1	4
93	образов и	2	4
94	с ними	1	4
95	что он	3	4
96	в единстве	1	4
97	в одном	5	4
98	как раз	3	4
99	в связи	1	4
100	в романе	2	4
101	в своей	5	4
102	например в	2	3
103	человека и	1	3
104	др в	2	3
105	систему образов	1	3
106	и он	2	3
107	в которых	1	3
108	но как	3	3
109	нет и	2	3
110	с этим	1	3
111	и как	1	3
112	и к	4	3
113	в противоположность	2	3
114	что без	1	3
115	всех этих	8	3
116	и по	2	3
117	в работе	1	3
118	его в	7	3
119	далеко не	3	3
120	что не	2	3
121	во время	4	3
122	точки зрения	7	3
123	и ее	1	3
124	это делает	1	3
125	одном из	1	3
126	со своим	1	3
127	сводится к	1	3
128	у нас	1	3
129	она не	1	3
130	и художественное	1	3
131	значительной мере	2	3
132	образом в	2	3
133	в виду	3	3
134	утверждает что	1	3
135	в значительной	6	3
136	что и	1	3
137	и мир	1	3
138	говорит в	1	3
139	того что	2	3
140	большей или	4	3
141	и образы	2	3
142	или меньшей	4	3
143	этот вопрос	2	3
144	и их	3	3
145	моментов в	1	3
146	даже и	3	3
147	момент в	1	3
148	в конце	1	3
149	именно в	1	3
150	некоторые из	2	3
151	этого типа	1	3
152	при всем	1	3
153	и от	2	3
154	или в	2	3
155	бы в	1	3
156	жизни и	7	3
157	как на	1	3
158	связана с	5	2
159	видеть в	2	2
160	по его	3	2
161	а как	1	2
162	мы имеем	1	2
163	в которой	1	2
164	на эти	1	2
165	говорить о	1	2
166	даже самый	1	2
167	так называемые	2	2
168	подчеркнуть что	2	2
169	в ней	6	2
170	меньшей степени	5	2
171	еще не	6	2
172	в чем	2	2
173	чуть ли	1	2
174	но не	2	2
175	в общем	4	2
176	том числе	10	2
177	первая из	1	2
178	искусстве и	1	2
179	хотя и	2	2
180	но в	14	2
181	с нею	1	2
182	он в	1	2
183	лица и	1	2
184	как он	1	2
185	этот процесс	1	2
186	он не	2	2
187	так например	2	2
188	человека в	1	2
189	а затем	2	2
190	они должны	1	2
191	и дальше	1	2
192	обычно и	1	2
193	в жизни	4	2
194	как об	1	2
195	дель арте	4	2
