N	2gram	Vinokur_Ku_3	RusskieA
1	и в	23	36
2	не только	17	22
3	том что	11	19
4	что в	13	19
5	в том	22	17
6	т е	32	17
7	но и	3	16
8	так как	9	15
9	во время	1	14
10	и другие	1	13
11	п в	3	13
12	в этом	16	12
13	и т	54	10
14	и на	1	10
15	это не	3	10
16	как и	5	10
17	как мы	5	10
18	вместе с	2	10
19	потому что	12	10
20	т д	8	9
21	а в	5	9
22	состоит в	2	8
23	с тем	6	8
24	у нас	10	8
25	о том	6	8
26	один из	4	8
27	мы увидим	1	8
28	может быть	14	8
29	как это	7	8
30	е в	2	8
31	что они	2	7
32	так и	6	7
33	между тем	4	7
34	что и	6	7
35	мы не	3	6
36	в виде	1	6
37	так например	1	6
38	таким образом	9	6
39	при этом	6	6
40	не имеет	3	6
41	с этого	1	6
42	уже не	8	6
43	и не	10	6
44	все это	2	6
45	для нас	4	6
46	будто бы	1	6
47	то что	4	6
48	как в	4	5
49	все же	5	5
50	показывает что	1	5
51	в которых	3	5
52	того как	7	5
53	как будто	1	5
54	с ними	1	5
55	как бы	5	5
56	этом случае	4	5
57	мы имеем	2	4
58	не совсем	1	4
59	еще не	9	4
60	после этого	1	4
61	в россии	2	4
62	входит в	1	4
63	сообщает о	1	4
64	в г	1	4
65	из этих	5	4
66	в их	6	4
67	тому что	4	4
68	в русском	2	4
69	связи с	6	4
70	что на	3	4
71	к тому	3	4
72	так в	2	4
73	и что	7	4
74	и их	1	4
75	тем что	5	4
76	а с	3	4
77	и др	1	4
78	в некоторых	2	4
79	в тех	2	4
80	того что	11	4
81	по существу	3	4
82	но это	5	4
83	в связи	5	4
84	как уже	1	4
85	не может	6	4
86	только в	6	4
87	к этому	1	4
88	то на	1	3
89	увидим ниже	1	3
90	представление о	1	3
91	своего рода	2	3
92	которые не	1	3
93	в своем	4	3
94	не можем	1	3
95	что это	3	3
96	думать что	1	3
97	и те	1	3
98	связанные с	1	3
99	на этом	2	3
100	то же	6	3
101	но все	2	3
102	чаще всего	1	3
103	далеко не	5	3
104	несмотря на	1	3
105	в этих	2	3
106	точки зрения	23	3
107	таким же	1	3
108	с точки	16	3
109	она в	1	3
110	тем не	9	3
111	не менее	12	3
112	ничего не	6	3
113	к таким	1	3
114	и другой	1	3
115	приводит к	1	3
116	к жизни	1	3
117	не с	2	3
118	начиная с	1	3
119	а также	4	3
120	от них	1	3
121	также в	1	3
122	как например	2	3
123	всякого рода	5	3
124	по этому	1	3
125	в качестве	2	3
126	слова в	4	3
127	в одном	2	3
128	много и	1	3
129	из приведенных	1	3
130	в области	14	3
131	на этот	2	3
132	о чем	2	3
133	по происхождению	2	3
134	так же	2	3
135	этого слова	4	3
136	не будем	5	3
137	в целях	1	3
138	и к	3	3
139	в свою	1	3
140	можно говорить	10	2
141	например в	1	2
142	между двумя	1	2
143	к другому	2	2
144	на западе	2	2
145	на тех	1	2
146	но она	1	2
147	на себя	2	2
148	как не	1	2
149	в числе	4	2
150	в ней	3	2
151	на самом	3	2
152	но не	3	2
153	значение и	1	2
154	к слову	1	2
155	тогда как	1	2
156	не просто	2	2
157	отнюдь не	3	2
158	независимо от	5	2
159	что именно	3	2
160	с этим	1	2
161	хотя и	5	2
162	и как	2	2
163	в круг	1	2
164	упомянуть что	1	2
165	но в	2	2
166	в целом	4	2
167	все эти	7	2
168	в нашем	7	2
169	в дальнейшем	2	2
170	как он	2	2
171	для обозначения	2	2
172	что она	5	2
173	и лучше	1	2
174	имело место	1	2
175	всех этих	1	2
176	не значит	5	2
177	чем у	1	2
178	в силу	6	2
179	его от	1	2
180	в каждом	1	2
181	главным образом	2	2
182	в старину	1	2
183	и с	3	2
184	разница между	1	2
185	на этой	1	2
186	с целью	2	2
187	такой же	2	2
188	и более	3	2
189	для этого	6	2
190	нас к	2	2
191	как можно	1	2
192	она не	3	2
193	именно с	1	2
194	и здесь	2	2
195	могут быть	6	2
196	как они	2	2
197	свою очередь	1	2
198	мы наблюдаем	1	2
199	означает что	1	2
200	после того	6	2
201	в различных	2	2
202	связь между	3	2
203	этому поводу	1	2
204	в его	11	2
205	них в	1	2
206	в свете	2	2
207	не случайно	4	2
208	только у	1	2
209	этот вопрос	3	2
210	в какой	3	2
211	показывают что	1	2
212	этому вопросу	1	2
213	с материалами	1	2
214	не означает	2	2
215	но что	1	2
216	тут же	1	2
217	не было	4	2
218	в особенности	2	2
219	чем в	2	2
220	которые можно	2	2
221	для наших	1	2
222	такое же	1	2
223	и пр	3	2
224	а не	11	2
225	и непосредственно	1	2
226	на весь	1	2
227	стоит в	1	2
228	в частности	2	2
229	в равной	1	2
230	и потому	1	2
231	судить по	1	2
232	там где	3	2
233	быть и	1	2
234	только для	2	2
235	между прочим	8	2
236	между собой	1	2
237	к вопросу	2	2
238	находящиеся в	1	2
239	мы видим	1	2
240	и для	1	2
241	тем и	1	2
242	когда он	2	2
243	интерес к	1	2
244	и н	1	2
245	мы должны	3	2
246	чем можно	2	2
247	в народной	1	2
248	который должен	1	1
249	ту же	1	1
250	говоря о	1	1
251	также и	5	1
252	о каких	1	1
253	же как	1	1
254	таком случае	2	1
255	чтобы не	2	1
256	в объяснении	1	1
257	это без	2	1
258	эти случаи	1	1
259	самом деле	14	1
260	значении этого	1	1
261	тех же	4	1
262	зависимости от	8	1
263	в первом	5	1
264	из самых	1	1
265	по преимуществу	3	1
266	на две	1	1
267	что эти	2	1
268	и ее	1	1
269	противном случае	1	1
270	должна быть	3	1
271	собственном смысле	2	1
272	с таким	1	1
273	чем именно	1	1
274	часть его	1	1
275	приходит к	1	1
276	все русские	1	1
277	поэзии и	1	1
278	из всех	1	1
279	в несколько	1	1
280	самые разнообразные	1	1
281	что изучение	1	1
282	или наоборот	1	1
283	этого нет	1	1
284	указать что	1	1
285	что если	2	1
286	вопрос о	11	1
287	на место	1	1
288	меньшей мере	1	1
289	такое положение	1	1
290	имеет смысла	1	1
291	говорить о	6	1
292	где с	2	1
293	и самой	1	1
294	которое в	2	1
295	же что	1	1
296	того же	4	1
297	есть вместе	1	1
298	для современности	1	1
299	в отличие	2	1
300	всего этого	3	1
301	в чем	5	1
302	значение которых	1	1
303	на основе	1	1
304	а только	1	1
305	целом ряде	1	1
306	не все	2	1
307	по отношению	3	1
308	в общем	6	1
309	с совершенно	1	1
310	очевидно что	3	1
311	он пишет	2	1
312	отличие от	2	1
313	значение имеет	1	1
314	отличаются от	1	1
315	далее следует	2	1
316	относится к	2	1
317	это имело	1	1
318	и должны	1	1
319	что во	1	1
320	же с	1	1
321	это был	1	1
322	что касается	1	1
323	в противном	1	1
324	перед нами	1	1
325	целый ряд	4	1
326	себе дело	1	1
327	тем же	2	1
328	увидим что	2	1
329	поэтому и	1	1
330	не связаны	1	1
331	можно установить	1	1
332	их содержания	2	1
333	в которой	1	1
334	о поднятии	1	1
335	основных проблем	1	1
336	когда будет	1	1
337	на некоторых	1	1
338	земля и	1	1
339	все недостатки	1	1
340	то и	2	1
341	е с	1	1
342	в себе	1	1
343	тому же	3	1
344	думается что	1	1
345	наблюдаем в	1	1
346	с малым	1	1
347	материал из	1	1
348	не имеют	1	1
349	он не	3	1
350	хождение с	1	1
351	с нашим	1	1
352	не к	1	1
353	не как	2	1
354	в начале	1	1
355	есть один	1	1
356	русском языке	3	1
357	здесь мы	1	1
358	что все	2	1
359	значение в	2	1
360	о котором	1	1
361	те же	7	1
362	его в	2	1
363	некоторые основные	1	1
364	известно что	1	1
365	пословицы и	1	1
366	падает на	1	1
367	и тем	6	1
368	прочим в	1	1
369	ни в	3	1
370	не всегда	1	1
371	мы видели	3	1
372	языках в	1	1
373	можно считать	1	1
374	форма и	3	1
375	года и	1	1
376	и того	2	1
377	смысл и	2	1
378	одного и	2	1
379	времени на	1	1
380	себя внимание	2	1
381	но если	3	1
382	и при	2	1
383	никак не	2	1
384	и без	2	1
385	установить что	1	1
386	не столько	4	1
387	что до	1	1
388	они уже	1	1
389	что я	1	1
390	одном из	1	1
391	точку зрения	2	1
392	которые в	4	1
393	начнем с	1	1
394	ряда других	2	1
395	уже указано	1	1
396	что сам	3	1
397	и наоборот	1	1
398	что есть	2	1
399	все для	1	1
400	дня и	1	1
401	природа и	1	1
402	слово к	1	1
403	в то	3	1
404	не о	2	1
405	дело не	2	1
406	тогда когда	4	1
407	по меньшей	1	1
408	ее с	1	1
409	не по	3	1
410	в основе	1	1
411	том какие	1	1
412	когда они	1	1
413	в самых	1	1
414	значение этого	1	1
415	работы но	1	1
416	каждый из	1	1
417	следовательно и	1	1
418	здесь ему	1	1
419	слова как	2	1
420	которые и	3	1
421	того в	1	1
422	объяснение слова	1	1
423	и его	1	1
424	к этим	1	1
425	можно рассматривать	2	1
426	должны иметь	1	1
427	обращает на	1	1
428	чем ближе	1	1
429	котором в	1	1
430	не потому	3	1
431	от общего	1	1
432	ни о	1	1
433	заметок и	1	1
434	последний элемент	1	1
435	должны быть	1	1
436	содержанием и	1	1
437	поэзии как	3	1
438	если же	2	1
439	смысле в	1	1
440	так называемым	1	1
441	основываясь на	1	1
442	и о	4	1
443	у себя	1	1
444	в виду	8	1
445	данном случае	4	1
446	можно показать	1	1
447	большей частью	1	1
448	в собственном	1	1
449	тех случаях	1	1
450	то время	1	1
451	слова а	1	1
452	на том	2	1
453	можно было	11	1
454	из всего	2	1
455	каждого из	1	1
456	и каждый	1	1
457	и мы	1	1
458	уже на	1	1
459	вопрос этот	2	1
460	и статей	1	1
461	часто в	1	1
462	имеется в	1	1
463	без сомнения	1	1
464	если бы	8	1
465	и формами	2	1
466	что значит	4	1
467	но здесь	1	1
468	свидетельствует о	1	1
469	и нужно	2	1
470	по значению	1	1
471	поэтический образ	1	1
472	вот почему	1	1
473	внимание на	2	1
474	при котором	2	1
475	самых разнообразных	1	1
476	но мы	2	1
477	что каждый	1	1
478	ли не	1	1
479	чтобы с	1	1
480	и просто	1	1
481	можно сказать	2	1
482	они ничего	1	1
483	нас в	3	1
484	к нему	1	1
485	не могло	1	1
486	говорить об	1	1
487	раньше чем	1	1
488	во втором	1	1
489	материал не	1	1
490	что бы	1	1
491	было бы	16	1
492	не так	3	1
493	что здесь	1	1
494	дело так	1	1
495	слово с	1	1
496	д и	1	1
497	же все	1	1
498	сразу же	2	1
499	тот же	6	1
500	что он	6	1
501	и действительно	3	1
502	например на	1	1
503	будет для	1	1
504	очень много	2	1
505	и так	1	1
506	между и	1	1
507	до нас	1	1
508	который в	1	1
509	это слово	1	1
510	в область	2	1
511	случаи когда	2	1
512	точка зрения	4	1
513	том чтобы	4	1
514	пожалеть что	1	1
515	уже в	3	1
516	в значении	2	1
517	в нашей	4	1
518	же в	1	1
519	только тогда	4	1
520	не дает	2	1
521	объяснении этого	1	1
522	е на	2	1
523	всяком случае	1	1
524	нуждается в	1	1
525	и один	1	1
526	т п	41	1
527	чтобы она	1	1
528	с этими	1	1
529	может служить	2	1
530	дело и	1	1
531	значению своему	1	1
532	заметить что	1	1
533	не могут	5	1
534	от того	5	1
535	не противоречит	1	1
536	возможно что	1	1
537	так не	1	1
538	что дело	2	1
539	совершенно ином	1	1
540	что основное	1	1
541	еще и	2	1
542	тому как	2	1
543	были не	1	1
544	что не	4	1
545	говорят об	1	1
546	что для	1	1
547	обратиться к	1	1
548	связано с	1	1
549	другому и	1	1
550	об изучении	1	1
551	которых мы	1	1
552	на которых	5	1
553	и самый	2	1
554	сколько в	1	1
555	точек зрения	2	1
556	возвращаясь к	1	1
557	подобного рода	2	1
558	свое внимание	1	1
559	пр и	1	1
560	или с	1	1
561	совершенно очевидно	1	1
562	могут рассматриваться	1	1
563	мы знаем	1	1
564	если не	1	1
565	так называемых	1	1
566	сюда же	1	1
567	его по	1	1
568	можно будет	2	1
569	смысл который	3	1
570	представить себе	1	1
571	года не	1	1
572	в иных	1	1
573	с общей	1	1
574	п а	2	1
575	вся семья	1	1
576	из которых	1	1
577	в пределах	2	1
578	по своему	2	1
579	их то	1	1
580	в данном	7	1
581	по поводу	3	1
582	который мы	1	1
583	такая точка	1	1
584	наряду с	1	1
585	в той	4	1
586	в первой	1	1
587	где это	1	1
588	может считаться	1	1
589	исходя из	1	1
590	и было	1	1
591	быть не	2	1
592	есть и	1	1
593	разных слов	1	1
594	что мы	2	1
595	между формами	1	1
596	но для	3	1
597	из ряда	2	1
598	кроме того	2	1
599	же значение	1	1
600	что изучать	1	1
601	рассматривать как	1	1
602	деле как	1	1
603	случаях когда	1	1
604	думает что	1	1
605	совершенно иное	1	1
606	в двух	2	1
607	оказалось что	1	1
608	от него	1	1
609	или нет	1	1
610	не более	2	1
611	только с	1	1
612	на более	1	1
613	нет никаких	1	1
614	нам не	1	1
615	в период	1	1
616	слово в	3	1
617	между ними	1	1
618	не знает	2	1
619	сказать что	7	1
620	только как	4	1
621	имеет ничего	1	1
622	на общий	1	1
623	является и	2	1
624	отношению к	2	1
625	становится очевидным	1	1
626	находящихся в	1	1
627	только о	2	1
628	для которой	1	1
629	к числу	1	1
630	в таком	4	1
631	е когда	1	1
632	именно здесь	1	1
633	они не	3	1
634	как на	8	1
635	во всяком	2	1
636	все что	1	1
