1	то же время	5	9
2	и т п	9	8
3	как мы уже	1	8
4	человека и его	2	7
5	в то же	5	6
6	в связи с	1	5
7	героя и героини	1	5
8	в том числе	1	4
9	времени и пространства	1	4
10	вполне понятно что	1	4
11	к себе самому	3	4
12	и в других	1	4
13	до сих пор	7	3
14	одно и то	2	3
15	между этими двумя	1	3
16	с самим собою	5	3
17	по отношению к	5	3
18	в то время	2	3
19	в нем не	1	3
20	мы уже говорили	3	3
21	не может быть	4	3
22	и то же	2	3
23	но и в	1	2
24	со всеми его	1	2
25	как мы видим	1	2
26	одной стороны и	1	2
27	друг за другом	1	2
28	в точном смысле	1	2
29	также и в	1	2
30	как раз и	2	2
31	с точки зрения	8	2
32	в отличие от	4	2
33	как если бы	2	2
34	дело в том	1	2
35	в этом мире	1	2
36	то время как	2	2
37	здесь не место	2	2
38	но все же	2	2
39	то есть не	1	2
40	с самим собой	3	2
41	к тому же	3	2
42	том числе и	1	2
43	в том что	1	2
44	лишь в пределах	1	2
45	той или иной	3	2
46	с одной стороны	1	2
47	как и в	3	2
48	может быть и	2	2
49	друг к другу	2	2
50	друг на друга	2	2
51	типы и разновидности	1	2
52	в центре его	1	2
53	же как и	1	2
54	в различных произведениях	1	1
55	но она не	1	1
56	и во всех	1	1
57	то перед нами	5	1
58	его и нет	1	1
59	никогда не бывает	1	1
60	оставляем в стороне	1	1
61	не место для	1	1
62	в той или	3	1
63	таким образом и	1	1
64	мы будем говорить	1	1
65	и до сих	1	1
66	и различные способы	1	1
67	так сказать в	1	1
68	всего того что	1	1
69	в самую гущу	1	1
70	так и в	1	1
71	к третьему типу	1	1
72	же время оно	1	1
73	в той же	1	1
74	в виду что	1	1
75	мы и в	1	1
76	непосредственно переходит в	1	1
77	смысле слова и	1	1
78	и подходом к	1	1
79	и со всеми	1	1
80	как мы сказали	2	1
81	и в словах	2	1
82	сами по себе	1	1
83	и в самой	2	1
84	определяющего влияния на	1	1
85	остановимся прежде всего	1	1
86	но кроме того	1	1
87	в своей жизни	1	1
88	лишь на определенной	1	1
89	как мы увидим	3	1
90	друг с другом	4	1
91	в значительной степени	1	1
92	не входит в	1	1
93	сама по себе	4	1
94	но и на	1	1
95	все это не	1	1
96	как во всякой	1	1
97	но в этом	1	1
98	степени и в	1	1
99	была бы совершенно	1	1
100	может быть лишь	1	1
101	во всяком случае	1	1
102	в сущности все	1	1
103	а следовательно и	1	1
104	смысле этого слова	1	1
105	как мы говорили	1	1
106	прежде всего на	1	1
107	более того и	1	1
108	во всех его	1	1
109	прежде всего в	1	1
110	я для себя	2	1
111	поэтому все эти	1	1
112	лишена определяющего влияния	1	1
113	между собой поэтому	1	1
114	не исчерпали всех	1	1
115	на этой почве	1	1
116	и ту же	1	1
117	а вовсе не	1	1
118	внутреннего человека человека	1	1
119	в самом деле	4	1
120	сих пор не	1	1
121	лишь то что	1	1
122	у него нет	1	1
123	и в том	1	1
124	то что не	1	1
125	здесь не только	1	1
126	в него как	2	1
127	одну и ту	1	1
128	остается тем же	1	1
129	как мы это	1	1
130	ко второму типу	1	1
131	о том что	1	1
132	в себе и	1	1
133	зрения этого нового	1	1
134	вся внутренняя жизнь	1	1
135	эта форма в	1	1
136	но в то	3	1
137	о которых мы	1	1
138	власть в этом	1	1
139	что в нем	1	1
140	в том же	1	1
141	или иной степени	1	1
