N	2gram	Losev_Vlad_1	Istorich
1	и в	31	24
2	не только	24	21
3	что он	12	21
4	и т	2	17
5	т д	2	16
6	может быть	6	14
7	не может	6	14
8	что в	14	13
9	в этих	1	13
10	мы имеем	1	12
11	как в	3	12
12	в этом	14	12
13	и здесь	3	12
14	но и	19	11
15	это не	1	10
16	том что	14	10
17	и что	6	10
18	у него	15	10
19	а в	9	10
20	все же	3	9
21	с другой	3	9
22	не в	5	9
23	о том	11	9
24	потому что	11	9
25	и другие	1	9
26	то же	6	8
27	еще не	2	8
28	что и	5	8
29	так как	8	8
30	другой стороны	3	8
31	а не	1	8
32	все это	5	8
33	или в	1	8
34	во всех	1	7
35	то что	18	7
36	таким образом	3	7
37	одна из	1	7
38	к нему	4	7
39	что здесь	1	7
40	один из	4	7
41	в том	11	7
42	вместе с	3	7
43	но не	3	6
44	как он	4	6
45	в нем	4	6
46	он не	10	6
47	об этом	7	6
48	как и	4	6
49	для нас	4	6
50	и все	4	6
51	а именно	2	6
52	того что	2	6
53	только в	9	6
54	ответ на	2	6
55	тем что	2	6
56	так же	1	6
57	с этой	1	6
58	во время	3	6
59	мы увидим	3	6
60	в чем	2	5
61	с одной	1	5
62	отношение к	3	5
63	но в	12	5
64	что она	2	5
65	здесь мы	3	5
66	не менее	2	5
67	с ним	5	5
68	дело не	2	5
69	ничего не	3	5
70	так и	6	5
71	одной стороны	1	5
72	в тех	2	5
73	видно что	5	5
74	мы уже	7	4
75	мы не	1	4
76	представляет собой	1	4
77	жениться на	1	4
78	при этом	2	4
79	мы можем	1	4
80	но все	1	4
81	от отца	1	4
82	на первый	2	4
83	точки зрения	2	4
84	в их	1	4
85	тем не	2	4
86	по существу	2	4
87	никогда не	9	4
88	со своим	5	4
89	в других	1	4
90	своего отца	1	4
91	так в	1	4
92	что у	4	4
93	на вопрос	1	4
94	с того	2	4
95	в брак	1	4
96	ли он	1	4
97	то и	2	4
98	вовсе не	5	4
99	ее на	1	4
100	если не	3	4
101	в данном	1	4
102	в состоянии	1	4
103	и не	17	4
104	мы должны	2	4
105	одной из	2	4
106	видеть в	1	3
107	не вполне	1	3
108	и он	3	3
109	в различных	1	3
110	в ответ	2	3
111	с его	11	3
112	тогда как	1	3
113	себе и	1	3
114	тоже не	1	3
115	что они	3	3
116	кроме того	7	3
117	к себе	2	3
118	хотя и	4	3
119	когда он	5	3
120	из этих	2	3
121	в дальнейшем	8	3
