N	2gram	Bakhtin_Fr_3	UchenyiS
1	и в	40	14
2	а не	5	10
3	не только	13	10
4	прежде всего	16	8
5	и не	13	8
6	не может	3	7
7	в этом	15	7
8	то что	5	7
9	может быть	9	6
10	то же	7	5
11	и только	1	5
12	в художественном	1	5
13	все это	4	5
14	хотя бы	2	5
15	с другой	2	4
16	но и	11	4
17	в их	4	4
18	в этой	3	4
19	конечно не	2	4
20	то ни	1	3
21	вряд ли	1	3
22	это не	2	3
23	было бы	4	3
24	как и	11	3
25	для этого	3	3
26	в частности	3	3
27	в своей	6	3
28	или точнее	1	3
29	бы то	1	3
30	в то	6	3
31	все же	2	3
32	но в	8	3
33	пришлось бы	1	3
34	же время	6	3
35	в области	4	3
36	только к	1	3
37	у нас	4	3
38	другой стороны	1	3
39	для него	5	3
40	не как	1	3
41	ни было	1	3
42	именно как	1	2
43	одним из	2	2
44	и с	8	2
45	художественного произведения	1	2
46	до сих	4	2
47	а как	1	2
48	это было	1	2
49	самом деле	3	2
50	форму и	2	2
51	превращается в	1	2
52	мы не	2	2
53	о чем	2	2
54	если бы	3	2
55	ничего не	1	2
56	том что	4	2
57	на первый	1	2
58	материал для	1	2
59	но даже	1	2
60	меньшей степени	2	2
61	литературы и	1	2
62	ни от	2	2
63	нас в	2	2
64	но конечно	2	2
65	с его	3	2
66	но не	2	2
67	в его	13	2
68	что и	3	2
69	по себе	1	2
70	сих пор	4	2
71	но это	3	2
72	в том	8	2
73	тех или	1	2
74	это уже	1	2
75	и для	5	2
76	что он	2	2
77	в себе	3	2
78	в самом	6	2
79	между тем	3	2
80	и у	2	2
81	только в	3	2
82	не в	1	2
83	для всех	1	2
84	все они	1	2
85	в системе	2	2
86	этом отношении	2	2
87	или иных	1	2
88	бы и	1	2
89	всех этих	3	2
90	представляется нам	2	2
91	не могут	1	2
92	в конце	3	2
93	смысле этого	1	2
94	материал не	1	2
95	как раз	5	2
96	тем что	3	2
97	таким образом	10	2
98	даже и	2	2
99	и это	2	1
100	гораздо больше	2	1
101	об этом	3	1
102	связанных с	1	1
103	не делает	1	1
104	в этот	2	1
105	то есть	18	1
106	в виду	7	1
107	значительной мере	1	1
108	данном случае	2	1
109	и прежде	3	1
110	или меньшей	3	1
111	из самых	2	1
112	в произведении	1	1
113	только более	1	1
114	в пределах	1	1
115	много в	2	1
116	и др	7	1
117	из первых	1	1
118	что для	2	1
119	объясняется и	1	1
120	никогда не	1	1
121	литературного произведения	1	1
122	но прежде	1	1
123	произведение как	1	1
124	так и	3	1
125	и вы	4	1
126	той же	8	1
127	котором говорил	1	1
128	первых мест	1	1
129	относится к	1	1
130	этого не	1	1
131	которой все	1	1
132	отсюда и	1	1
133	до конца	6	1
134	с тем	1	1
135	мы имеем	1	1
136	такое понимание	1	1
137	именно этот	1	1
138	и даже	4	1
139	должно быть	1	1
140	степени характерно	1	1
141	и форм	2	1
142	и слово	1	1
143	остается в	1	1
144	можно сказать	2	1
145	восприятия и	1	1
146	вообще во	1	1
147	о нем	3	1
148	все элементы	1	1
149	произведения как	1	1
150	вообще очень	3	1
151	выхода в	1	1
152	материал и	2	1
153	тех кто	1	1
154	как на	1	1
155	о том	4	1
156	в ней	4	1
157	и потому	4	1
158	во мне	1	1
159	но положение	1	1
160	относятся к	1	1
161	в котором	2	1
162	только для	3	1
163	и что	1	1
164	она в	1	1
165	была у	1	1
166	он был	3	1
167	же автором	1	1
168	первый план	1	1
169	все его	1	1
170	быть в	2	1
171	из которых	1	1
172	в значительной	3	1
173	которых так	2	1
174	в течение	2	1
175	в той	6	1
176	ученики и	1	1
177	для изучения	1	1
178	в данном	4	1
179	изучения весь	1	1
180	не входит	1	1
181	того что	1	1
182	друг другу	1	1
183	речи в	1	1
184	их в	3	1
185	на его	2	1
186	говорит он	2	1
187	оно является	1	1
188	что этот	1	1
189	нет и	1	1
190	язык в	1	1
191	и единого	1	1
192	литературных и	1	1
193	и вся	1	1
194	мы снова	1	1
195	отнюдь не	1	1
196	в преодолении	1	1
197	этом случае	1	1
198	словесном творчестве	1	1
199	его на	1	1
200	большей или	3	1
201	в своем	7	1
202	но для	1	1
203	и дается	1	1
204	в большей	2	1
205	и все	9	1
206	обе эти	1	1
207	что только	1	1
208	произведений и	2	1
209	этого материала	1	1
210	много но	1	1
211	которое мы	1	1
212	в точном	1	1
213	так много	3	1
214	в ноги	1	1
215	в которой	2	1
216	о котором	1	1
217	больше чем	2	1
218	он пытается	1	1
219	не было	5	1
220	он в	2	1
221	с одной	1	1
222	в качестве	1	1
223	но именно	3	1
224	приобретает характер	1	1
225	в известном	1	1
226	вообще в	1	1
227	начала и	5	1
228	мировоззрения и	1	1
229	не ставит	1	1
230	литературы в	1	1
231	творчество и	1	1
232	далеко не	2	1
233	имеем в	1	1
234	но также	1	1
235	и необходимо	2	1
236	претендует на	1	1
237	же в	1	1
238	в виде	1	1
239	теории и	1	1
240	что было	2	1
241	в нем	5	1
242	связанные с	3	1
243	точном смысле	1	1
244	он не	9	1
245	а для	1	1
246	сказать что	3	1
247	и истории	1	1
248	очень часто	2	1
249	одно из	3	1
250	и так	2	1
251	ценность в	1	1
252	он и	7	1
253	религии и	1	1
254	находящихся в	1	1
255	правда не	3	1
256	не для	1	1
257	в свое	1	1
258	несомненно что	1	1
259	время не	1	1
260	но он	2	1
261	но что	1	1
262	у него	8	1
263	само по	1	1
264	ее в	1	1
265	находит себе	1	1
266	и свое	1	1
267	это в	2	1
268	он ставит	1	1
269	отказаться от	1	1
270	к этому	6	1
271	что в	12	1
272	в таком	1	1
273	все что	2	1
274	от которой	1	1
