N	3gram	Tiupa_Anal_1	FransuaR
1	в то же	8	6
2	то же время	6	6
3	но в то	2	4
4	в той же	1	4
5	в связи с	1	4
6	до сих пор	1	4
7	большей или меньшей	4	3
8	в том числе	3	3
9	для того чтобы	3	3
10	в отличие от	6	3
11	о том что	3	2
12	одной и той	1	2
13	по отношению к	5	2
14	как и в	1	2
15	или меньшей степени	1	2
16	и той же	1	2
17	в этом отношении	2	2
18	той или иной	6	2
19	не подлежит никакому	1	2
20	но и в	2	2
21	том числе и	1	2
22	в той или	3	2
23	в том же	1	2
24	в данном случае	2	2
25	в большей или	1	2
26	не может быть	16	2
27	подобно тому как	3	1
28	и в сущности	1	1
29	встречаемся с ним	1	1
30	все эти три	1	1
31	не так как	1	1
32	включает в себя	1	1
33	как будто бы	1	1
34	бы то ни	3	1
35	стороны одной и	1	1
36	но и не	4	1
37	при встрече с	2	1
38	оно может быть	1	1
39	дело не с	1	1
40	тех или иных	2	1
41	с другой стороны	2	1
42	или иной форме	1	1
43	то ни было	3	1
44	как и его	1	1
45	между тем как	1	1
46	всего может быть	1	1
47	аналогичное но в	1	1
48	же время он	1	1
49	и в частности	1	1
50	в том что	9	1
51	во всяком случае	1	1
52	в этой части	1	1
53	в первом случае	2	1
54	но и самого	1	1
55	мы встречаемся с	1	1
56	как раз и	1	1
57	не что иное	4	1
58	в основе своей	2	1
59	в области литературы	1	1
60	мы имеем в	1	1
61	этот сокровенный смысл	1	1
62	какой бы то	2	1
63	же время оно	1	1
64	что иное как	5	1
65	и вместе с	1	1
66	смысле этого слова	1	1
67	прежде всего в	1	1
68	и не может	4	1
69	есть не что	3	1
70	в свое время	2	1
71	а не так	1	1
72	нет и не	2	1
73	в собственном смысле	1	1
74	или во всяком	1	1
75	наконец в качестве	1	1
76	в отрыве от	2	1
77	с точки зрения	4	1
78	в том чтобы	7	1
79	также и в	1	1
80	и в самом	1	1
81	как мы увидим	1	1
82	имеем в виду	1	1
83	во втором случае	1	1
84	и состоит что	1	1
85	в свою очередь	1	1
86	ему и не	1	1
87	особый тип общения	1	1
88	о том как	1	1
