N	3gram	Losev_Dial_2	Formalny
1	с точки зрения	8	14
2	не может быть	3	14
3	на самом деле	1	12
4	в то же	3	7
5	то же время	4	7
6	во всяком случае	2	6
7	и т д	15	6
8	и т п	2	5
9	в зависимости от	2	5
10	с другой стороны	4	5
11	в самом деле	3	4
12	подобно тому как	1	4
13	и не может	1	4
14	в данном случае	2	4
15	в связи с	4	4
16	бы то ни	1	4
17	потому что он	2	3
18	то же самое	2	3
19	в этом отношении	1	3
20	вместе с тем	1	3
21	в том что	6	3
22	нуждается ни в	1	2
23	уже знаем что	1	2
24	да и не	1	2
25	так же и	1	2
26	ни в каких	1	2
27	равно как и	1	2
28	в этом смысле	1	2
29	о том как	1	2
30	самом же деле	1	2
31	в нем и	2	2
32	не нуждается ни	1	2
33	то или иное	4	2
34	как и все	2	2
35	и в то	1	2
36	сами по себе	3	2
37	на самом же	1	2
38	может быть только	2	2
39	в литературе как	1	2
40	только то что	4	2
41	и пр все	1	2
42	как бы ни	2	2
43	вовсе не в	3	2
44	к тому что	1	2
45	же как мы	1	2
46	тем не менее	2	2
47	дело не в	1	2
48	мы уже знаем	3	2
49	в конце концов	1	2
50	но и все	1	1
51	а потому что	1	1
52	одних и тех	1	1
53	и даже в	2	1
54	как таковым а	1	1
55	это и понятно	1	1
56	иметь в виду	2	1
57	в виду что	2	1
58	вовсе не есть	2	1
59	так как и	2	1
60	и все вообще	1	1
61	так и его	1	1
62	в одних и	1	1
63	он не был	1	1
64	бы ни была	1	1
65	есть всегда нечто	1	1
66	это не просто	1	1
67	сам по себе	3	1
68	же как раз	1	1
69	они вообще не	1	1
70	остановиться на этих	1	1
71	что под жизнью	1	1
72	и в литературе	1	1
73	в своей отвлеченности	2	1
74	со всех сторон	1	1
75	до сих пор	2	1
76	и тех же	1	1
77	жизни и в	1	1
78	ту или иную	1	1
79	так или иначе	2	1
80	в это время	1	1
81	таким образом есть	1	1
82	от того что	2	1
83	чтобы убедиться в	1	1
84	т е в	3	1
85	так же как	1	1
86	не потому что	6	1
87	в данном месте	1	1
88	не только в	2	1
89	с одной стороны	1	1
90	совершенно не нуждается	1	1
91	но при этом	1	1
92	отсюда следует что	1	1
93	только тогда и	1	1
94	и вместе с	1	1
95	и в этой	1	1
96	мере того как	1	1
97	не в том	1	1
98	от души и	1	1
99	при этом условии	2	1
100	это не значит	2	1
101	все более и	1	1
102	в последнее время	1	1
103	чтобы не видеть	1	1
104	е в конце	1	1
105	в нем должна	1	1
106	в таком случае	3	1
107	а не только	1	1
108	о котором мы	1	1
109	потому что они	2	1
110	и пр и	1	1
111	о том что	4	1
112	того или иного	1	1
113	т е самое	1	1
114	ни в каком	3	1
115	мы можем сказать	1	1
116	никогда не кончается	2	1
117	и пр в	1	1
118	может и не	1	1
119	относительно и условно	1	1
120	выйти за пределы	1	1
121	с самого начала	2	1
122	не только на	1	1
123	более и более	1	1
124	той или иной	1	1
125	но все же	1	1
126	можно сказать что	3	1
127	которые могут быть	1	1
128	это вполне понятно	1	1
129	нем должна быть	1	1
130	сама по себе	7	1
131	и в том	1	1
132	друг с другом	1	1
133	и в нем	1	1
134	это нисколько не	1	1
135	по мере того	1	1
136	можем сказать что	1	1
137	не нуждается в	3	1
138	в жизни и	1	1
139	она не может	1	1
140	во все стороны	1	1
141	не больше чем	1	1
142	в отдельности и	1	1
