N	2gram	Nazirov_Tv_2	VrazhdaK
1	в году	16	18
2	у тургенева	2	11
3	в бесах	6	10
4	не только	13	9
5	и достоевского	1	9
6	достоевского с	5	9
7	в этом	8	8
8	и в	20	8
9	достоевский в	7	8
10	и что	2	8
11	достоевский и	1	8
12	достоевского в	9	7
13	на тургенева	1	7
14	достоевского и	2	7
15	но и	8	7
16	года в	7	7
17	то что	3	7
18	что в	7	7
19	все же	5	6
20	но в	4	6
21	в нем	3	6
22	как и	6	6
23	в котором	3	6
24	и с	8	6
25	о нем	1	6
26	в начале	3	6
27	и даже	5	6
28	в романе	15	6
29	то же	7	5
30	об этом	4	5
31	в то	10	5
32	же время	7	5
33	между тем	3	5
34	в письме	1	5
35	у него	6	5
36	не было	2	5
37	в россии	2	5
38	и не	9	5
39	г а	3	5
40	х годов	3	4
41	что он	6	4
42	в истории	2	4
43	что достоевский	3	4
44	при этом	8	4
45	это не	7	4
46	несмотря на	1	4
47	февраля года	1	4
48	в дневнике	3	4
49	все это	6	4
50	ставрогина в	1	4
51	письме к	1	4
52	в виду	1	4
53	тургенев в	2	4
54	во многом	2	4
55	с ним	3	4
56	о том	5	4
57	весной года	1	4
58	для нас	1	4
59	у достоевского	30	4
60	и детей	1	4
61	уже в	2	4
62	отцов и	1	4
63	может быть	8	4
64	достоевского не	8	4
65	освобождения крестьян	1	4
66	подпольного человека	3	4
67	как бы	11	4
68	летом года	1	4
69	тургенев и	1	4
70	в своих	3	4
71	так же	5	4
72	речь идет	1	3
73	одним из	3	3
74	из подполья	6	3
75	я не	2	3
76	он был	1	3
77	в чем	4	3
78	с его	1	3
79	и как	1	3
80	в этот	2	3
81	на то	1	3
82	его в	3	3
83	он не	3	3
84	в париже	1	3
85	том что	4	3
86	в черновиках	4	3
87	достоевский уже	1	3
88	но он	1	3
89	сам достоевский	1	3
90	в русской	2	3
91	достоевский не	5	3
92	года он	3	3
93	и его	9	3
94	связи с	1	3
95	по нашему	4	3
96	человека в	3	3
97	и о	1	3
98	достоевского к	2	3
99	что у	4	3
100	достоевского о	1	3
101	русской литературе	1	3
102	в его	10	3
103	в том	8	3
104	давно уже	2	3
105	апреля года	3	3
106	и у	2	3
107	в конце	6	3
108	тем что	3	3
109	относился к	1	3
110	в связи	1	3
111	эти слова	1	3
112	наряду с	7	3
113	считал что	1	3
114	в петербург	2	3
115	тургенева достоевский	1	3
116	марта года	4	3
117	мысль на	1	3
118	года достоевский	3	3
119	к этому	3	3
120	же как	3	2
121	на место	1	2
122	печати и	1	2
123	и он	2	2
124	он сам	3	2
125	столь же	1	2
126	роман достоевского	3	2
127	но как	1	2
128	ответ на	1	2
129	мог знать	1	2
130	тогда как	3	2
131	и достоевский	4	2
132	к автору	1	2
133	отнюдь не	4	2
134	в известном	1	2
135	мая года	1	2
136	за границей	1	2
137	в письмах	3	2
138	с князем	2	2
139	в этой	5	2
140	в себе	3	2
141	после этого	1	2
142	о которой	1	2
143	их в	2	2
144	таким образом	10	2
145	в мире	5	2
146	об этой	1	2
147	в глазах	1	2
148	в них	1	2
149	рядом с	2	2
150	а с	3	2
151	мы знаем	1	2
152	не мог	1	2
153	в эту	1	2
154	во время	1	2
155	в своей	6	2
156	и ее	2	2
157	достоевский всегда	1	2
158	место в	3	2
159	не менее	2	2
160	права на	2	2
161	том же	2	2
162	прототипе ставрогина	1	2
163	за год	1	2
164	одна из	3	2
165	никогда не	11	2
166	в мае	1	2
167	м м	11	2
168	в виноградов	1	2
169	в роман	2	2
170	и далее	2	2
171	в момент	1	2
172	к себе	1	2
173	книгой в	1	2
174	его с	1	2
175	на это	1	2
176	и это	3	2
177	году в	1	2
178	русской аристократии	1	2
179	же не	2	2
180	на основе	1	2
181	в в	1	2
182	этот роман	1	2
183	так в	2	2
184	еще не	5	2
185	он писал	2	2
186	году и	1	2
187	достоевский писал	2	2
188	там же	9	2
189	центрального образа	1	2
190	мае года	1	2
191	этот момент	1	2
192	пришел к	1	2
193	по мнению	3	2
194	и наказания	2	2
195	уже не	3	2
196	при помощи	2	2
197	из них	2	2
198	его и	2	2
199	для него	3	2
200	записки из	2	2
201	отношение к	1	2
202	как раз	1	2
203	эта фабула	1	2
204	начиная с	2	2
205	в честь	2	2
206	не может	7	2
207	вместе с	3	2
208	и а	1	2
209	де садом	1	2
210	это письмо	1	2
211	достоевский был	1	2
212	величайшей книгой	1	2
213	в среде	1	2
214	тургенева что	2	2
215	но это	5	2
216	что я	2	2
217	о достоевском	2	2
218	а в	4	2
219	а н	2	2
220	в свою	1	2
221	ну что	1	1
222	этого романа	1	1
223	и рассказы	1	1
224	а между	1	1
225	как известно	2	1
226	от этой	2	1
227	вряд ли	1	1
228	можно говорить	1	1
229	жестокий талант	1	1
230	у гоголя	1	1
231	человека и	3	1
232	алексей бобринский	1	1
233	не имел	1	1
234	н ф	1	1
235	вины в	1	1
236	это и	1	1
237	книг такое	1	1
238	и есть	2	1
239	ему не	1	1
240	случае о	1	1
241	по преимуществу	2	1
242	человека достоевский	1	1
243	о забитой	1	1
244	едва ли	2	1
245	романе не	1	1
246	в их	3	1
247	твери в	1	1
248	смерти отца	1	1
249	из всех	1	1
250	той же	1	1
251	эпохой романтизма	1	1
252	преступления и	2	1
253	ряд упоминаний	1	1
254	что уже	1	1
255	которой достоевский	1	1
256	начинается с	2	1
257	говорить о	2	1
258	роман в	1	1
259	выразилось в	1	1
260	это отношение	1	1
261	ты как	1	1
262	событий и	1	1
263	всего романа	1	1
264	и наказание	1	1
265	меня в	1	1
266	о летних	2	1
267	понимание юмора	1	1
268	собой в	1	1
269	одном из	2	1
270	ту эпоху	1	1
271	о грехе	1	1
272	№ он	1	1
273	в преступлении	10	1
274	из книг	1	1
275	крестьян и	1	1
276	как правило	2	1
277	в петербурге	1	1
278	но не	5	1
279	а тем	1	1
280	о смерти	1	1
281	истории нравов	2	1
282	не все	1	1
283	если в	1	1
284	есть по	1	1
285	в комедии	1	1
286	тут же	2	1
287	ничуть не	1	1
288	позиции тургенева	1	1
289	преступление и	2	1
290	сравнивал достоевского	1	1
291	что они	4	1
292	произведений достоевского	1	1
293	и я	1	1
294	человеческого достоинства	1	1
295	как по	2	1
296	же с	9	1
297	как в	4	1
298	с этим	1	1
299	дает нам	1	1
300	с маркизом	1	1
301	традиции к	1	1
302	в мысли	1	1
