N	2gram	Losev_Prob_4	Istorich
1	и в	20	22
2	мы имеем	6	19
3	в этом	9	17
4	и т	4	16
5	т е	1	16
6	т д	3	15
7	что в	3	15
8	не только	24	14
9	но и	14	12
10	и не	28	12
11	в этих	5	11
12	может быть	9	11
13	или в	5	11
14	но в	8	10
15	таким образом	8	10
16	еще не	7	10
17	в нем	5	9
18	и говорит	2	9
19	что и	3	9
20	в том	20	9
21	что он	8	9
22	вместе с	5	9
23	как мы	3	8
24	мы видим	1	8
25	что они	2	8
26	с этим	4	8
27	том что	12	8
28	но не	5	7
29	то что	15	7
30	и здесь	1	7
31	мы должны	3	7
32	уже не	5	7
33	из них	3	7
34	так как	5	7
35	с другой	7	7
36	другой стороны	6	7
37	то же	7	6
38	не вполне	2	6
39	не все	1	6
40	это не	7	6
41	во время	1	6
42	ничего не	1	6
43	связи с	3	6
44	если бы	8	6
45	в них	5	6
46	что здесь	6	6
47	то и	5	6
48	друг друга	2	6
49	мы можем	3	6
50	а не	7	6
51	а в	4	6
52	с ней	2	6
53	а он	1	5
54	все же	2	5
55	он не	2	5
56	что она	4	5
57	здесь мы	3	5
58	в этой	4	5
59	тем не	10	5
60	не менее	10	5
61	могут быть	1	5
62	к нему	3	5
63	того что	1	5
64	так что	6	5
65	до сих	1	5
66	у меня	2	5
67	в частности	2	5
68	или по	2	5
69	сих пор	1	5
70	одним из	1	4
71	мы здесь	2	4
72	и на	3	4
73	все эти	16	4
74	отношение к	1	4
75	не в	13	4
76	имеем в	3	4
77	и с	7	4
78	не всегда	1	4
79	у нас	14	4
80	как это	3	4
81	к ней	2	4
82	и его	10	4
83	тем что	3	4
84	в пределах	2	4
85	находится в	1	4
86	только в	23	4
87	в других	2	4
88	а именно	2	4
89	в данном	6	4
90	для нас	6	4
91	в свою	1	4
92	не может	5	4
93	и другие	1	4
94	связана с	1	3
95	если я	1	3
96	что иное	2	3
97	и ее	4	3
98	иное как	2	3
99	в чем	2	3
100	и как	3	3
101	и к	3	3
102	выше мы	1	3
103	в целом	1	3
104	из этих	1	3
105	на его	2	3
106	рождение ребенка	1	3
107	его в	2	3
108	было бы	14	3
109	для них	2	3
110	все равно	3	3
111	далеко не	2	3
112	как и	6	3
