N	3gram	Propp_Isto_5	FransuaR
1	то же время	1	8
2	в то же	1	8
3	мы уже говорили	1	5
4	в том числе	1	3
5	но и в	2	3
6	для того чтобы	3	3
7	с другой стороны	8	3
8	с самого начала	1	3
9	таким образом в	1	3
10	подобно тому как	1	3
11	с точки зрения	1	2
12	том числе и	1	2
13	и в других	1	2
14	с одной стороны	7	2
15	не только в	2	2
16	в то время	1	2
17	о том что	4	2
18	как мы видели	1	2
19	можно сказать что	1	1
20	уже знаем что	1	1
21	и целый ряд	1	1
22	другой стороны в	1	1
23	что один из	1	1
24	одной стороны и	1	1
25	вследствие чего он	1	1
26	до сих пор	2	1
27	и на них	1	1
28	он связан с	1	1
29	он думает что	1	1
30	что он это	1	1
31	они и не	1	1
32	здесь мы видим	1	1
33	в это время	2	1
34	мы видели и	3	1
35	то время как	1	1
36	в данном случае	2	1
37	тем что он	2	1
38	но они обладают	1	1
39	же как мы	1	1
40	в отличие от	1	1
41	в связи с	4	1
42	в виду что	1	1
43	большую роль в	1	1
44	как мы увидим	3	1
45	и др все	1	1
46	как мы знаем	1	1
47	не может быть	3	1
48	об этом он	1	1
49	мы уже знаем	1	1
50	в левое ухо	1	1
51	в свою очередь	1	1
52	мы не знаем	2	1
53	но это не	2	1
54	мы видим что	4	1
55	на самом деле	1	1
56	в соответствии с	1	1
57	в том что	2	1
58	мы видим здесь	3	1
59	что и в	2	1
60	но и других	1	1
61	мы видели что	2	1
