N	2gram	Vinokur_St_1	Dialekti
1	т е	15	48
2	и не	16	27
3	а не	16	26
4	точки зрения	11	25
5	и т	30	24
6	и в	44	24
7	значит что	3	24
8	не только	18	23
9	т д	21	23
10	что такое	1	21
11	по себе	1	20
12	не может	8	19
13	не просто	1	18
14	ничего не	2	17
15	и есть	1	16
16	допустим что	2	16
17	и что	4	15
18	что все	2	14
19	с точки	8	14
20	то что	18	14
21	в таком	3	14
22	таким образом	7	13
23	что он	10	13
24	вовсе не	19	13
25	может быть	15	13
26	и даже	5	13
27	что это	4	12
28	есть только	2	12
29	того что	9	12
30	но тогда	1	11
31	не менее	5	11
32	не имеет	4	11
33	что же	6	11
34	в сущности	2	10
35	тем не	2	10
36	не существует	3	10
37	то это	3	9
38	что она	4	9
39	ни в	3	9
40	но и	10	9
41	в этом	21	8
42	отличается от	1	8
43	так что	6	8
44	в виде	3	8
45	прежде всего	7	8
46	что мы	5	8
47	том что	29	8
48	это и	4	7
49	в самом	7	7
50	как и	9	7
51	нет никакого	1	7
52	никогда не	5	7
53	как раз	4	7
54	потому что	6	7
55	что оно	3	7
56	ясно что	10	7
57	в виду	1	7
58	но что	1	7
59	даже и	2	7
60	я уже	3	7
61	что в	30	7
62	самом деле	11	6
63	должна быть	3	6
64	д и	2	6
65	я не	7	6
66	то же	5	6
67	об этом	3	6
68	и с	3	6
69	превращается в	2	6
70	оно не	1	6
71	если бы	9	6
72	что и	6	6
73	и только	3	6
74	о том	17	6
75	так как	5	6
76	даже не	4	6
77	не на	1	6
78	и все	2	6
79	все это	5	6
80	кроме того	1	6
81	но если	4	6
82	вопрос о	4	5
83	что его	1	5
84	хотя и	1	5
85	и к	1	5
86	он не	2	5
87	по крайней	2	5
88	так и	9	5
89	было бы	17	5
90	всего прочего	1	5
91	в них	1	5
92	мы не	2	5
93	и тогда	2	5
94	в том	36	5
95	можно ли	4	5
96	в то	9	5
97	тогда когда	1	5
98	и притом	1	5
99	и его	8	5
100	только в	10	5
101	уже не	1	5
102	одно из	2	5
103	крайней мере	2	5
104	что не	3	5
105	что для	3	5
106	как это	4	5
107	с этой	3	5
108	но это	6	5
109	или нет	1	5
110	жизни и	5	5
111	как на	1	5
112	и то	5	4
113	чего не	1	4
114	время как	2	4
115	говорить о	2	4
116	в чем	3	4
117	нет и	1	4
118	во что	1	4
119	в истории	3	4
120	что нет	2	4
121	я должен	1	4
122	конечно не	2	4
123	это не	8	4
124	от себя	1	4
125	тому что	3	4
126	как о	2	4
127	но только	1	4
128	от того	1	4
129	не могут	1	4
130	и это	2	4
131	то время	2	4
132	можно только	1	4
133	о нем	1	4
134	к тому	1	4
135	с другой	9	4
136	е не	1	4
137	для него	6	4
138	или иной	1	4
139	говорит о	3	4
140	у нас	11	4
141	так же	5	4
142	говорить что	1	4
143	хотя бы	6	4
144	е в	2	4
145	сказать что	7	4
146	была бы	5	3
147	той же	5	3
148	но даже	1	3
149	зависимости от	1	3
150	и на	1	3
151	при условии	1	3
152	за пределы	2	3
153	и я	3	3
154	мере в	2	3
155	в одной	1	3
156	что именно	1	3
157	с этим	3	3
158	в своем	2	3
159	все же	8	3
160	перед нами	1	3
161	все эти	5	3
162	тем более	4	3
163	на то	4	3
164	в нем	5	3
165	не значит	3	3
166	он должен	2	3
167	того или	4	3
168	выйти за	1	3
169	не больше	1	3
170	и без	3	3
171	не в	12	3
172	из которых	1	3
173	тем самым	2	3
174	она не	2	3
175	одна из	1	3
176	в основе	3	3
177	на себя	1	3
178	же время	4	3
179	уже и	1	3
180	я бы	2	3
181	должны быть	3	3
182	и о	1	3
183	не наука	1	3
184	и этим	1	3
185	из двух	3	3
186	эти факты	1	3
187	вот это	1	3
188	утверждает что	1	3
189	это было	1	3
190	к нему	2	3
191	не надо	2	3
192	быть и	2	3
193	или же	2	3
194	с одной	3	3
195	есть в	2	3
196	при помощи	2	3
197	из них	8	3
198	сами по	1	3
199	случае не	2	3
200	тем что	5	3
201	для того	10	3
202	в каком	3	3
203	не было	4	3
204	ни о	1	3
205	ни на	2	3
206	одной стороны	2	3
207	а если	2	3
208	как бы	4	3
209	если не	2	3
210	с полной	1	3
211	итак если	1	3
212	и от	1	3
213	в нечто	1	3
214	не знает	2	3
215	при его	2	3
216	в слове	5	3
217	также и	9	2
218	например в	8	2
219	же как	3	2
220	в частности	4	2
221	свою личность	1	2
222	в первом	2	2
223	исходит из	1	2
224	не имеют	1	2
225	этого он	1	2
226	в зависимости	1	2
227	его не	1	2
228	если я	1	2
229	так чтобы	1	2
230	из того	2	2
231	в ней	3	2
232	и говорить	1	2
233	двух или	1	2
234	еще не	3	2
235	на них	1	2
236	бы то	1	2
237	с его	1	2
238	но не	3	2
239	целый ряд	2	2
240	и понимания	1	2
241	но в	10	2
242	то в	3	2
243	ни один	2	2
244	из этих	6	2
245	думать что	2	2
246	бы только	1	2
247	в себе	2	2
248	но на	2	2
249	вообще не	2	2
250	при этом	2	2
251	и вот	1	2
252	что у	4	2
253	и по	5	2
254	только одно	1	2
255	показывает что	1	2
256	на основании	1	2
257	во внимание	1	2
258	и уже	2	2
259	несмотря на	2	2
260	она была	1	2
261	от своего	1	2
262	всяком случае	6	2
263	и эти	1	2
264	действительно есть	1	2
265	их в	2	2
266	что этот	2	2
267	бы быть	1	2
268	нет вообще	1	2
269	же мы	1	2
270	но они	1	2
271	на котором	1	2
272	что их	1	2
273	почему я	1	2
274	тогда и	1	2
275	только и	1	2
276	о ней	1	2
277	очень мало	3	2
278	и является	1	2
279	как я	1	2
280	фактов и	1	2
281	ну а	1	2
282	уже о	5	2
283	когда мы	1	2
284	могут быть	5	2
285	той или	1	2
286	для себя	3	2
287	как мы	1	2
288	говоря уже	1	2
289	так в	1	2
290	и когда	1	2
291	то как	1	2
292	разного рода	1	2
293	для этого	2	2
294	и вообще	3	2
295	нас к	1	2
296	и нужно	3	2
297	указано что	1	2
298	почему же	1	2
299	можно утверждать	1	2
300	себе совершенно	1	2
301	то тем	1	2
302	и во	2	2
303	нет это	2	2
304	в кармане	1	2
305	в его	9	2
306	и можно	2	2
307	же можно	1	2
308	как например	1	2
309	в вопросе	1	2
310	но то	1	2
311	и тем	3	2
312	со всеми	2	2
313	себя в	1	2
314	же и	4	2
315	и у	2	2
316	крайнем случае	1	2
317	никто не	4	2
318	ведь это	1	2
319	чтобы она	1	2
320	не о	1	2
321	у него	2	2
322	так или	2	2
323	со стороны	6	2
324	или иначе	2	2
325	именно в	6	2
326	а именно	3	2
327	еще и	2	2
328	но о	1	2
329	вопросе о	1	2
330	но как	1	2
331	нет никаких	2	2
332	и потому	2	2
333	мы говорим	1	2
334	нет ни	2	2
335	в данном	14	2
336	по существу	2	2
337	быть не	1	2
338	но для	2	2
339	и для	3	2
340	или в	1	2
341	себя самого	1	2
342	для нас	7	2
343	бы в	1	2
344	зрения в	2	2
345	я думаю	11	2
346	но вот	1	2
347	а в	17	2
348	слово в	1	2
349	не говоря	1	2
350	другой стороны	7	2
351	совершенно не	5	2
352	или иного	4	2
353	из этого	1	2
354	в крайнем	1	2
355	но еще	1	2
356	точно так	1	2
357	в своих	2	2
358	они не	1	2
359	который не	2	2
360	во всяком	6	2
361	даже более	1	1
362	этого в	1	1
363	речь идет	4	1
364	в применении	3	1
365	отношения к	2	1
366	чтобы не	1	1
367	неизвестно чем	1	1
368	этом отношении	7	1
369	случае есть	1	1
370	на самом	6	1
371	идет о	2	1
372	и так	3	1
373	вещей в	1	1
374	что эти	1	1
375	ведь и	3	1
376	едва ли	1	1
377	какими бы	1	1
378	если к	1	1
379	и этот	1	1
380	не говорю	2	1
381	и за	3	1
382	по его	2	1
383	а как	2	1
384	существует что	1	1
385	эпохи в	3	1
386	конечно и	3	1
387	история история	1	1
388	д на	1	1
389	думаю что	5	1
390	и самого	1	1
391	же мере	1	1
392	конечно это	2	1
393	во всех	8	1
394	то очевидно	2	1
395	оно совершенно	1	1
396	а только	1	1
397	иногда и	2	1
398	в свои	1	1
399	из таких	1	1
400	стороны и	1	1
401	как к	3	1
402	что как	2	1
403	этой стороны	1	1
404	я приведу	1	1
405	это тоже	1	1
406	в каком-то	2	1
407	это их	2	1
408	от этого	2	1
409	котором она	1	1
410	не приходится	1	1
411	в которой	4	1
412	то я	1	1
413	во многих	3	1
414	если мы	1	1
415	право на	1	1
416	эпохи и	3	1
417	от необходимости	1	1
418	быть оправданы	1	1
419	но ведь	8	1
420	если он	1	1
421	всеми их	1	1
422	на одну	1	1
423	опять-таки не	2	1
424	всех этих	2	1
425	свою собственную	2	1
426	же это	3	1
427	чем у	2	1
428	них нет	1	1
429	такой истории	1	1
430	в корне	1	1
431	сказал что	1	1
432	наших глазах	2	1
433	имеют право	1	1
434	приходим к	1	1
435	что ни	2	1
436	а разве	1	1
437	с фактами	1	1
438	то ни	1	1
439	факт что	1	1
440	его в	2	1
441	это вовсе	2	1
442	xvii в	1	1
443	известно что	1	1
444	и дает	1	1
445	всю свою	1	1
446	на вещи	1	1
447	в ином	1	1
448	сущности можно	1	1
449	далеко не	1	1
450	мы имеем	2	1
451	место и	1	1
452	не всегда	2	1
453	которой он	1	1
454	всегда и	1	1
455	понимает в	1	1
456	о чем	1	1
457	эпохи с	1	1
458	действительно не	1	1
459	такой же	5	1
460	нисколько не	2	1
461	но я	4	1
462	никаких признаков	1	1
463	и догматического	1	1
464	во время	3	1
465	будет в	1	1
466	нас не	1	1
467	мы приходим	1	1
468	в отношении	9	1
469	в такой	2	1
470	не становится	1	1
471	почти не	1	1
472	в котором	5	1
473	место в	1	1
474	представление о	4	1
475	оказывается что	1	1
476	не как	1	1
477	бы мы	2	1
478	по своей	2	1
479	вовсе еще	1	1
480	основана на	1	1
481	одном из	1	1
482	точку зрения	3	1
483	но он	2	1
484	иным как	1	1
485	что было	1	1
486	не его	1	1
487	на другую	1	1
488	без всяких	2	1
489	и более	2	1
490	у читателя	1	1
491	время однако	1	1
492	даже в	3	1
493	да ведь	2	1
494	содержит в	1	1
495	если и	1	1
496	принципов и	2	1
497	вплоть до	5	1
498	а иногда	2	1
499	что эта	2	1
500	что с	2	1
501	еще до	1	1
502	считает что	1	1
503	дело не	4	1
504	того как	1	1
505	я буду	1	1
506	на него	2	1
507	самого и	1	1
508	и имеет	1	1
509	для кого	1	1
510	наука и	1	1
511	казалось бы	1	1
512	не имели	2	1
513	больше чем	2	1
514	отнестись к	1	1
515	имеем дело	2	1
516	этих двух	3	1
517	в науке	1	1
518	они являются	1	1
519	утверждали что	1	1
520	и при	1	1
521	так то	1	1
522	что на	2	1
523	характерен для	1	1
524	бы сказал	1	1
525	которых он	1	1
526	что там	2	1
527	с нашими	1	1
528	в основу	4	1
529	приведу еще	1	1
530	но все	4	1
531	должен быть	3	1
532	тогда о	1	1
533	не хочу	3	1
534	на нем	1	1
535	не могу	1	1
536	без всякого	2	1
537	в ее	4	1
538	данном случае	6	1
539	только при	1	1
540	были бы	1	1
541	последнее время	1	1
542	россии в	1	1
543	и говорит	1	1
544	же исторически	1	1
545	только то	1	1
546	нечто целое	1	1
547	и сам	2	1
548	находятся и	1	1
549	было в	1	1
550	решительно противоречит	1	1
551	мог бы	1	1
552	во многом	1	1
553	на которую	1	1
554	личности но	1	1
555	таких примеров	1	1
556	против этого	1	1
557	разная степень	1	1
558	быть ни	1	1
559	только так	1	1
560	то есть	2	1
561	зависеть от	1	1
562	но к	1	1
563	на вопрос	4	1
