N	2gram	Bakhtin_sl_2	Narrotol
1	не только	24	32
2	может быть	37	25
3	но и	21	23
4	в качестве	1	21
5	и не	22	20
6	то есть	26	19
7	и в	39	19
8	в том	5	18
9	в этом	16	17
10	не в	9	14
11	в частности	1	14
12	том что	5	14
13	в рамках	1	12
14	а не	14	12
15	то что	2	11
16	а в	4	11
17	точки зрения	8	10
18	не может	20	10
19	при этом	7	9
20	в мире	1	9
21	так и	15	9
22	в его	7	9
23	в себе	2	8
24	и т.п	2	8
25	с другой	5	8
26	не является	1	8
27	героя в	3	8
28	еще не	7	7
29	по отношению	4	7
30	как в	13	7
31	все же	6	7
32	как и	6	7
33	а также	3	7
34	с одной	5	7
35	одной стороны	5	7
36	высказывания в	1	6
37	с его	7	6
38	но не	6	6
39	точка зрения	2	6
40	в той	4	6
41	на протяжении	2	6
42	в себя	2	6
43	о том	2	6
44	что он	2	6
45	именно в	2	6
46	как это	3	6
47	отношению к	4	6
48	том числе	1	6
49	но в	6	6
50	между двумя	1	5
51	не все	2	5
52	отличие от	13	5
53	отнюдь не	1	5
54	и как	3	5
55	уже не	5	5
56	в этой	1	5
57	далеко не	2	5
58	в отличие	12	5
59	по себе	5	5
60	в основе	4	5
61	и его	33	5
62	к себе	1	5
63	к нему	3	5
64	нуждается в	2	5
65	в форме	2	5
66	себя в	8	5
67	или иной	5	5
68	мира в	1	5
69	в данном	2	5
70	можно сказать	1	5
71	не предполагает	1	5
72	речь идет	1	4
73	все те	1	4
74	то же	4	4
75	здесь не	4	4
76	в противовес	2	4
77	перед нами	3	4
78	за собой	1	4
79	в нем	19	4
80	но все	5	4
81	и с	9	4
82	и тем	1	4
83	точку зрения	3	4
84	связи с	3	4
85	числе и	1	4
86	той или	5	4
87	не столько	3	4
88	те же	2	4
89	о нем	2	4
90	же время	4	4
91	только в	5	4
92	хотя бы	3	4
93	в пространстве	1	4
94	у него	3	4
95	в особенности	3	4
96	что не	1	4
97	прежде всего	8	4
98	как бы	7	4
99	да и	1	4
100	отличается от	2	4
101	же в	1	4
102	одной из	1	4
103	героя и	5	4
104	сказать что	3	4
105	другой стороны	1	4
106	это и	2	3
107	в сущности	6	3
108	в ней	3	3
109	и на	4	3
110	может не	2	3
111	хотя и	2	3
112	уже в	2	3
113	он не	2	3
114	особенно в	2	3
115	ни в	4	3
116	двуголосого слова	4	3
117	тем не	1	3
118	бы быть	1	3
119	не менее	4	3
120	в то	4	3
121	тем что	1	3
122	одна из	4	3
123	на него	2	3
124	никогда не	7	3
125	по своей	1	3
126	этом отношении	3	3
127	могут быть	7	3
128	как будет	1	3
129	как мы	7	3
130	с ее	2	3
131	свою очередь	2	3
132	на том	1	3
133	не с	3	3
134	мог бы	1	3
135	между тем	3	3
136	а именно	2	3
137	один из	5	3
138	в прошлом	2	3
139	не о	1	3
140	и даже	7	3
141	даже не	1	3
142	или иначе	1	3
143	не обязательно	1	3
144	в свою	3	3
145	высказывания и	1	3
146	что в	3	3
147	жизни в	2	3
148	а во	1	3
149	жизни и	6	3
150	как известно	1	2
151	отношения к	4	2
152	одним из	2	2
153	например в	5	2
154	и потому	7	2
155	в чужой	2	2
156	идет о	1	2
157	и до	1	2
158	оно может	2	2
159	должна быть	3	2
160	говорить о	3	2
161	мифологическое мышление	2	2
162	между собой	1	2
163	он сам	1	2
164	но как	2	2
165	отношение к	4	2
166	независимо от	2	2
167	как к	3	2
168	в своем	6	2
169	более или	2	2
170	или иную	1	2
171	все эти	6	2
172	роль в	2	2
173	та же	1	2
174	себя и	4	2
175	человека в	5	2
176	значительной степени	6	2
177	подход к	1	2
178	для своей	1	2
179	зрения на	2	2
180	его в	4	2
181	того или	1	2
182	это не	5	2
183	в самую	1	2
184	несмотря на	1	2
185	рассказ в	1	2
186	на первый	1	2
187	или менее	2	2
188	с точки	3	2
189	однако в	2	2
190	зрения и	2	2
191	даже в	2	2
192	она не	6	2
193	которого он	2	2
194	чтобы стать	1	2
195	ничего не	1	2
196	как раз	1	2
197	без исключения	1	2
198	оно не	8	2
199	утверждать что	1	2
200	то она	1	2
201	говорит и	2	2
202	языка и	9	2
203	в собственном	3	2
204	в пределах	13	2
205	приводит к	1	2
206	или в	2	2
207	во второй	1	2
208	с человеком	1	2
209	в значительной	6	2
210	во всей	1	2
211	и только	1	2
212	в литературе	1	2
213	дело с	4	2
214	всех его	3	2
215	и ее	1	2
216	одно из	1	2
217	для него	7	2
218	или даже	3	2
219	сами по	1	2
220	и др	4	2
221	говорит о	1	2
222	не было	2	2
223	не на	1	2
224	зависит от	1	2
225	его как	2	2
226	как ни	1	2
227	точек зрения	3	2
228	наконец в	4	2
229	не всегда	2	2
230	только о	2	2
231	вокруг него	2	2
232	и для	5	2
233	в связи	2	2
234	она может	2	2
235	в результате	2	2
236	мира и	5	2
237	в двух	1	2
238	совершенно иной	1	2
239	и все	5	2
240	все то	1	2
241	к самому	1	2
242	нами не	1	2
243	или иного	1	2
244	этого слова	1	2
245	в какой	1	2
246	включает в	2	2
247	в таком	4	2
248	они не	2	2
249	также и	2	1
250	наших дней	1	1
251	того же	1	1
252	становится в	1	1
253	и многообразно	1	1
254	он может	1	1
255	слова эта	1	1
256	и есть	1	1
257	с таким	2	1
258	и могут	1	1
259	есть не	1	1
260	чужому слову	2	1
261	в единой	1	1
262	а предмет	1	1
263	мир не	1	1
264	гуманитарных наук	1	1
265	героя но	1	1
266	он как	1	1
267	но она	2	1
268	больше всего	1	1
269	своему герою	1	1
270	х годов	2	1
271	вырастающая из	1	1
272	и со	1	1
273	в целом	1	1
274	не знают	1	1
275	как не	1	1
276	жанров в	1	1
277	к своему	9	1
278	себе а	1	1
279	и определяется	1	1
280	в различных	2	1
281	в чем	3	1
282	во всех	12	1
283	не довлеет	1	1
284	бы она	1	1
285	и главное	1	1
286	одним словом	2	1
287	оно уже	2	1
288	иметь в	1	1
289	совсем не	1	1
290	есть до	1	1
291	передаваемого текста	1	1
292	в едином	1	1
293	от содержания	1	1
294	что как	1	1
295	в различные	2	1
296	сознания в	1	1
297	могли бы	1	1
298	и наконец	5	1
299	бытового диалога	1	1
300	отбора и	1	1
301	политического и	1	1
302	и к	6	1
303	как таковое	1	1
304	в герое	1	1
305	поэтому и	4	1
306	в самом	1	1
307	шире и	1	1
308	европейского романа	7	1
309	рассказ о	1	1
310	всем его	2	1
311	о других	1	1
312	но на	1	1
313	так сказать	6	1
314	общения с	1	1
315	на его	2	1
316	силу и	1	1
317	он ни	1	1
318	человек не	1	1
319	высказываний в	3	1
320	определенной композиционной	1	1
321	в плане	5	1
322	этого жанра	2	1
323	его от	3	1
324	и по	1	1
325	на этом	3	1
326	или иных	1	1
327	таким образом	8	1
328	и за	1	1
329	и ответ	1	1
330	и может	1	1
331	в другом	2	1
332	об этом	1	1
333	мы уже	2	1
334	и внутренняя	1	1
335	входит в	4	1
336	с другими	4	1
337	и иных	4	1
338	претендуют на	1	1
339	должен был	1	1
340	но именно	1	1
341	оно стремится	2	1
342	здесь это	2	1
343	особое отношение	1	1
344	но уже	1	1
345	в них	6	1
346	в историческом	2	1
347	также не	1	1
348	достоевского и	1	1
349	все равно	1	1
350	восприятие и	1	1
351	если во	1	1
352	в слове	6	1
353	мы видели	2	1
354	выступают с	1	1
355	как сказано	1	1
356	мы не	2	1
357	может идти	1	1
358	в один	1	1
359	одного и	1	1
360	это кругозор	1	1
361	мифологического мышления	1	1
362	высказывания как	1	1
363	не подвергается	1	1
364	в их	2	1
365	часто не	1	1
366	место в	1	1
367	зрения здесь	1	1
368	мысли и	1	1
369	они неразрывно	1	1
370	от его	1	1
371	мы касаемся	1	1
372	слова в	13	1
373	для изучения	1	1
374	но он	2	1
375	но во	1	1
376	через посредство	1	1
377	и более	2	1
378	в конце	1	1
379	произведения в	1	1
380	как от	1	1
381	входит и	1	1
382	себе оно	1	1
383	человек и	14	1
384	до известной	1	1
385	отметить что	3	1
386	может служить	1	1
387	дело не	1	1
388	дело в	2	1
389	в процессе	13	1
390	материала в	2	1
391	религиозного политического	1	1
392	облекается в	1	1
393	для всего	1	1
394	это то	1	1
395	к ней	2	1
396	лишь в	3	1
397	а лишь	2	1
398	на всем	1	1
399	из существенных	1	1
400	в области	2	1
401	не теряют	1	1
402	в неразрывное	1	1
403	а как	1	1
404	есть к	1	1
405	и оно	2	1
406	романа он	1	1
407	и времени	1	1
408	не могут	5	1
409	в состав	3	1
410	и смертью	1	1
411	становящегося человека	1	1
412	что оно	4	1
413	как для	3	1
414	всегда в	1	1
415	как они	1	1
416	авторитетное слово	1	1
417	в виду	1	1
418	и от	3	1
419	обязательно в	1	1
420	зрения не	1	1
421	чужой речи	16	1
422	с языком	2	1
423	слова а	1	1
424	но может	1	1
425	предложения или	1	1
426	например о	1	1
427	и сам	1	1
428	здесь как	2	1
429	к его	2	1
430	на них	2	1
431	к языку	1	1
432	с ним	7	1
433	филологии в	1	1
434	никогда и	1	1
435	и здесь	2	1
436	косвенной речи	1	1
437	голос в	1	1
438	в толпе	2	1
439	и речевой	1	1
440	нас в	1	1
441	его смысла	1	1
442	в драме	1	1
443	героя до	1	1
444	что и	3	1
445	говорящий здесь	1	1
446	лишь одним	1	1
447	ее содержание	1	1
448	слов и	3	1
449	все время	1	1
450	человека как	1	1
451	может иметь	3	1
452	в него	7	1
453	в эпическом	1	1
454	того что	1	1
455	довлеет себе	1	1
456	с ними	5	1
457	мы увидим	2	1
458	композиционная форма	1	1
459	которые будучи	1	1
460	в дальнейшей	1	1
461	до нас	1	1
462	распространенная в	1	1
463	иной степени	3	1
464	на мир	2	1
465	со всеми	2	1
466	образом на	1	1
467	с нею	1	1
468	вместить в	1	1
469	за пределами	1	1
470	слова не	4	1
471	эта категория	3	1
472	это требует	1	1
473	его и	2	1
474	характерно что	1	1
475	мир в	1	1
476	в новом	2	1
477	цели и	2	1
478	вовсе не	10	1
479	или социальной	1	1
480	мы можем	1	1
481	с легкой	1	1
482	как такового	1	1
483	жизни на	1	1
484	и оценки	1	1
485	достаточно напомнить	1	1
486	конца в	1	1
487	в интенциональном	1	1
488	протяжении всего	1	1
489	вне ее	1	1
490	нем не	1	1
491	именно как	2	1
492	эти наблюдения	1	1
493	этой проблемы	1	1
494	он живет	1	1
495	до сих	2	1
496	не поддается	1	1
497	они лишены	1	1
498	как у	1	1
499	говорить и	1	1
500	здесь в	3	1
501	романного слова	2	1
502	речи а	1	1
503	действующих лиц	2	1
504	а на	1	1
505	стремится к	3	1
506	более того	2	1
507	однако и	1	1
508	для романа	2	1
509	с которым	2	1
510	становления мира	1	1
511	и богаче	1	1
512	как о	2	1
513	когда она	1	1
514	и уже	1	1
515	оценки и	1	1
516	характерно для	1	1
517	говорить или	1	1
518	слова от	6	1
519	о себе	1	1
520	продуктивным в	1	1
521	если оно	2	1
522	всего предшествующего	1	1
523	мира с	1	1
524	реплики бытового	1	1
525	и там	3	1
526	быть только	1	1
527	ней не	1	1
528	дело здесь	1	1
529	еще раз	3	1
530	как только	1	1
531	от естественных	1	1
532	быть и	3	1
533	сих пор	2	1
534	этом и	1	1
535	свою жизненную	1	1
536	на свет	1	1
537	от нас	2	1
538	в смысле	4	1
539	центральная проблема	1	1
540	нами уже	1	1
541	тех или	1	1
542	слушателя его	1	1
543	и ценностями	1	1
544	известной степени	2	1
545	указать на	1	1
546	обращается к	1	1
547	для нас	5	1
548	к чужому	3	1
549	от него	5	1
550	это может	1	1
551	как уже	2	1
552	и существенно	2	1
553	но зато	1	1
554	почву для	1	1
555	но это	3	1
556	идет об	1	1
557	различные эпохи	2	1
558	обстоит дело	2	1
559	наиболее продуктивным	1	1
560	но всегда	1	1
561	в системе	1	1
562	на фоне	4	1
563	здесь только	1	1
564	на роль	2	1
565	может и	2	1
566	не знает	2	1
567	возможно лишь	1	1
568	и при	2	1
569	речи и	3	1
570	было показано	1	1
571	этого второго	1	1
572	если же	1	1
573	мифа как	1	1
574	это было	1	1
575	которая не	1	1
