N	2gram	Ircho_Kome_1	EvropaiC
1	таким образом	8	32
2	в том	11	31
3	и в	22	24
4	том что	12	20
5	не может	2	18
6	то что	2	17
7	может быть	9	15
8	все же	3	15
9	точки зрения	4	13
10	в своем	1	12
11	до сих	2	12
12	в этом	3	12
13	сих пор	2	12
14	с этим	1	11
15	между тем	5	11
16	все это	5	11
17	во всех	1	10
18	по отношению	3	10
19	культуры и	1	10
20	так и	5	10
21	мы знаем	2	10
22	как бы	1	10
23	отношению к	3	10
24	культуры в	1	10
25	все что	2	10
26	того же	2	9
27	на то	3	9
28	при этом	5	9
29	как и	9	9
30	в результате	4	9
31	что в	6	9
32	а и	1	8
33	в самом	2	8
34	не в	6	8
35	идет речь	1	8
36	ясно что	4	8
37	у народа	1	8
38	так же	3	8
39	и все	3	8
40	а между	1	7
41	на самом	1	7
42	из этих	1	7
43	в силу	2	7
44	европейской культуры	1	7
45	о которых	5	7
46	или менее	2	7
47	не менее	3	7
48	по существу	1	7
49	того чтобы	1	7
50	по своей	2	7
51	к тому	6	7
52	для этого	2	7
53	о том	8	7
54	и что	1	7
55	что он	6	7
56	для того	1	7
57	но и	11	7
58	и не	8	7
59	более или	1	7
60	еще не	2	6
61	и на	3	6
62	в общем	1	6
63	что касается	2	6
64	в этой	7	6
65	в мире	1	6
66	в сознании	3	6
67	несмотря на	4	6
68	от друга	1	6
69	с ним	1	6
70	что и	4	6
71	того что	1	6
72	только в	3	6
73	так что	1	6
74	так как	4	6
75	мы можем	4	6
76	друг от	1	6
77	с другой	5	6
78	вместе с	2	6
79	у них	1	6
80	как на	1	6
81	между двумя	1	5
82	из всех	2	5
83	столь же	2	5
84	и к	1	5
85	но в	4	5
86	в которой	6	5
87	что это	1	5
88	в целом	3	5
89	в себе	2	5
90	тому же	6	5
91	не только	10	5
92	но все	1	5
93	что все	1	5
94	и с	3	5
95	на все	2	5
96	его в	3	5
97	и без	2	5
98	в то	10	5
99	как будто	2	5
100	в пользу	1	5
101	в его	5	5
102	потому что	5	5
103	у него	3	5
104	именно в	4	5
105	далеко не	1	5
106	другой стороны	5	5
107	по своему	3	5
108	и для	1	5
109	к этому	4	5
110	народ в	1	4
111	одним из	1	4
112	народ и	1	4
113	то же	6	4
114	мы уже	1	4
115	из того	1	4
116	отношение к	3	4
117	хотя и	3	4
118	он не	3	4
119	из них	10	4
120	в их	4	4
121	тем не	2	4
122	том же	1	4
123	этой области	1	4
124	из которых	2	4
125	в дальнейшем	1	4
126	на вопрос	1	4
127	и у	3	4
128	в виде	3	4
129	не так	1	4
130	в конце	6	4
131	в области	2	4
132	а с	1	4
133	в в	4	4
134	которых мы	2	4
135	конце концов	4	4
136	не могут	1	4
137	в течение	3	4
138	в состоянии	2	4
139	хотя бы	1	4
140	совершенно не	1	4
141	в таком	1	4
142	как известно	2	3
143	же как	3	3
144	вопрос о	3	3
145	в данном	1	3
146	очевидно что	1	3
147	в истории	5	3
148	целый ряд	1	3
149	что по	2	3
150	которых идет	1	3
151	так или	1	3
152	в тех	3	3
153	к которой	1	3
154	в нем	4	3
155	и по	6	3
156	они должны	1	3
157	в совершенно	1	3
158	на этой	1	3
159	в жизни	1	3
160	с тем	1	3
161	в этих	1	3
162	представление о	1	3
163	к современному	1	3
164	даже в	3	3
165	что их	1	3
166	образом в	2	3
167	во всем	1	3
168	за ними	1	3
169	от того	1	3
170	у нас	3	3
171	и это	1	3
172	то ни	2	3
173	данном случае	1	3
