N	4gram	Tiupa_Hudo_2	TeoriaLi
1	в то же время	4	6
2	состоит в том что	2	3
3	мы имеем дело с	1	1
4	том что в прозе	1	1
5	таков что душевная характеристика	1	1
6	мягким взглядом очень здоровая	1	1
7	тихая добродушная жалостливая барышня	1	1
8	на мягкую белую шею	1	1
9	ее полные розовые щеки	1	1
10	была тихая добродушная жалостливая	1	1
11	это была тихая добродушная	1	1
12	в том случае если	1	1
13	на ее полные розовые	1	1
14	щеки на мягкую белую	1	1
15	глядя на ее полные	1	1
16	в том что в	1	1
17	определений таков что душевная	1	1
18	дело в том что	1	1
19	добродушная жалостливая барышня с	1	1
20	белую шею с темной	1	1
21	жалостливая барышня с кротким	1	1
22	с самим собою в	1	1
23	в том числе и	1	1
24	с кротким мягким взглядом	1	1
25	точно так же как	1	1
26	кротким мягким взглядом очень	1	1
27	и в то же	2	1
28	мягкую белую шею с	1	1
29	полные розовые щеки на	1	1
30	барышня с кротким мягким	1	1
31	так и не наступает	1	1
32	розовые щеки на мягкую	1	1
33	роли в миропорядке то	1	1
