N	3gram	Vinokur_Vv_1	Myshleni
1	с точки зрения	2	21
2	для того чтобы	21	18
3	в этом случае	6	14
4	в том что	12	13
5	по сравнению с	3	7
6	так же как	1	7
7	с самого начала	1	7
8	к тому что	1	6
9	по отношению к	4	5
10	свое выражение в	1	5
11	то же самое	2	5
12	в данном случае	4	5
13	с одной стороны	4	5
14	этой точки зрения	1	4
15	то о чем	1	4
16	в самом деле	5	4
17	с этой точки	1	4
18	вместе с тем	3	4
19	о чем говорится	3	4
20	не может быть	8	4
21	заключается в том	3	4
22	о том что	12	4
23	только потому что	1	3
24	состоит в том	2	3
25	одной стороны и	3	3
26	чем говорится в	1	3
27	до сих пор	5	3
28	в этом отношении	3	3
29	в собственном смысле	2	3
30	находит свое выражение	1	3
31	одно и то	1	3
32	и то что	2	3
33	так как она	1	3
34	в первом случае	2	3
35	смысле этого слова	2	3
36	и то же	1	3
37	тем не менее	8	3
38	собственном смысле этого	1	3
39	можно сказать что	3	3
40	по этому поводу	2	3
41	как мы видели	2	3
42	и в конце	1	2
43	том что в	1	2
44	потому что он	2	2
45	одной и той	2	2
46	прежде всего в	1	2
47	и той же	2	2
48	на самом деле	1	2
49	по своему значению	2	2
50	в известном смысле	3	2
51	в лучшем случае	1	2
52	представление о том	1	2
53	в отличие от	3	2
54	из того что	1	2
55	в той мере	4	2
56	точно так же	2	2
57	что в этом	2	2
58	бы сказать что	1	2
59	именно в этом	3	2
60	как раз в	1	2
61	на одно из	1	2
62	не могут не	1	2
63	не иначе как	1	2
64	мере в какой	4	2
65	что оно имеет	1	2
66	не до конца	2	2
67	нужно было бы	1	2
68	же самое что	2	2
69	в свою очередь	1	2
70	того чтобы сделать	1	2
71	к выводу что	5	2
72	той мере в	4	2
73	гораздо большей мере	1	1
74	что иное как	4	1
75	и есть то	1	1
76	в обоих случаях	1	1
77	тех пор пока	1	1
78	сказать что в	1	1
79	имеет дело с	2	1
80	если таким образом	2	1
81	то положение что	1	1
82	показывает что в	1	1
83	ясность в этот	1	1
84	о природе и	1	1
85	только на основании	1	1
86	не только о	1	1
87	подобно тому как	1	1
88	каждой из них	1	1
89	также и в	2	1
90	никак не может	1	1
91	в соответствии с	2	1
92	в этом смысле	10	1
93	в том же	1	1
94	совершенно то же	1	1
95	в этот вопрос	1	1
96	только в том	2	1
97	тем что она	1	1
98	представляет собой еще	1	1
99	в зависимости от	1	1
100	сам по себе	1	1
101	по самой своей	2	1
102	есть не что	2	1
103	только по видимости	1	1
104	что представляет собой	3	1
105	для объяснения того	1	1
106	объясняется и то	1	1
107	от целого к	1	1
108	в гораздо большей	1	1
109	заключает в себе	1	1
110	можно было бы	3	1
111	все же в	1	1
112	как мы уже	1	1
113	до тех пор	1	1
114	одном и том	1	1
115	сравнить ее с	1	1
116	представляет собой движение	1	1
117	в одном случае	1	1
118	самое что и	1	1
119	того чтобы понять	2	1
120	может быть не	1	1
121	той же области	2	1
122	не только в	4	1
123	заключенного в нем	1	1
124	возможность судить о	1	1
125	том что если	1	1
126	тот факт что	1	1
127	и том же	1	1
128	вопроса о природе	1	1
129	находящим свое выражение	1	1
130	лучшем случае она	1	1
131	возможно только потому	1	1
132	сама по себе	3	1
133	может быть никакой	1	1
134	и в этом	3	1
135	сомнений в том	1	1
136	который мог бы	1	1
137	потому что в	1	1
138	с другой стороны	5	1
139	но вместе с	2	1
140	не могут быть	2	1
141	только после того	2	1
142	само по себе	3	1
143	и обратно в	1	1
144	приводят к тому	1	1
145	во всяком случае	3	1
146	на этом пути	1	1
147	на вопрос о	4	1
148	что несмотря на	2	1
149	в целом но	1	1
150	того что представляет	1	1
151	потому что все	1	1
152	собой движение от	1	1
153	смотреть как на	1	1
154	прийти к выводу	1	1
155	должны быть у	1	1
156	той или иной	1	1
157	так как эта	1	1
158	же в них	1	1
159	после того как	2	1
160	из этих двух	1	1
161	что внутренняя связь	1	1
162	слова таким образом	1	1
163	не что иное	4	1
164	вопрос о природе	1	1
165	мы говорим только	1	1
166	языка и его	2	1
167	но все же	3	1
168	то что этот	1	1
169	но также и	9	1
170	в то же	5	1
171	в этом ее	1	1
172	что мы можем	1	1
173	мы имеем дело	1	1
174	но не может	1	1
175	таким образом по	2	1
176	только тогда когда	1	1
177	в конце концов	2	1
178	в центре внимания	2	1
179	отношению к отдельным	1	1
