N	2gram	Vygotskiy__2	Dialekti
1	не есть	1	40
2	и не	10	30
3	а не	7	18
4	и т	10	17
5	ничего не	4	17
6	может быть	18	17
7	то что	21	16
8	т д	2	15
9	стало быть	1	15
10	и в	32	15
11	как бы	6	14
12	точки зрения	17	14
13	не имеет	4	14
14	так как	12	14
15	что это	8	13
16	по себе	12	13
17	это есть	1	13
18	того что	8	13
19	это не	2	12
20	в этом	13	11
21	и вот	3	11
22	ясно что	7	11
23	в том	37	11
24	прежде всего	1	11
25	не может	17	11
26	и все	4	11
27	том что	21	10
28	в основе	11	10
29	потому что	21	10
30	с ее	3	10
31	она есть	1	10
32	это и	1	9
33	то же	13	9
34	мы не	3	9
35	было бы	11	9
36	с точки	10	9
37	в виду	3	9
38	и что	22	9
39	уже не	1	9
40	значит что	3	9
41	все это	5	9
42	что иное	1	8
43	в чем	4	8
44	не в	8	8
45	в себе	2	8
46	не только	12	8
47	ни в	2	8
48	и это	4	8
49	и о	1	8
50	и ее	3	8
51	иное как	1	8
52	это значит	3	8
53	не что	1	8
54	не просто	1	7
55	что именно	3	7
56	и мы	6	7
57	как и	10	7
58	по крайней	1	7
59	и вообще	2	7
60	и его	7	7
61	что оно	2	7
62	только в	7	7
63	крайней мере	1	7
64	что мы	1	7
65	или в	1	7
66	что он	13	7
67	что в	20	7
68	и тем	4	6
69	если бы	6	6
70	в то	5	6
71	же время	2	6
72	что и	17	6
73	так что	3	6
74	вовсе не	2	6
75	и даже	5	6
76	нет ничего	1	6
77	в результате	1	6
78	тем более	2	6
79	сказать что	7	6
80	ни на	3	6
81	если вы	1	5
82	в сфере	1	5
83	той же	8	5
84	мы имеем	4	5
85	в сущности	7	5
86	и на	5	5
87	с его	2	5
88	только тогда	1	5
89	то в	1	5
90	на то	11	5
91	что она	16	5
92	в нем	4	5
93	есть не	4	5
94	в жизни	4	5
95	в ней	5	5
96	но что	2	5
97	но только	4	5
98	того чтобы	14	5
99	тогда когда	3	5
100	в каком	3	5
