N	3gram	Voloshinov_1	Istorich
1	и т д	1	16
2	во всех этих	1	6
3	о том что	1	5
4	с одной стороны	1	4
5	на первый взгляд	1	4
6	тем не менее	2	4
7	в том что	4	4
8	не может его	1	3
9	мы уже знаем	2	3
10	не может быть	3	3
11	в данном случае	3	3
12	в одной из	1	2
13	но и в	1	2
14	на этот вопрос	1	2
15	до сих пор	3	2
16	так и в	2	2
17	мы не можем	1	2
18	в то время	1	2
19	но все же	1	2
20	что это не	1	2
21	мы увидим что	4	2
22	таким образом что	1	1
23	мы знаем что	3	1
24	нуждается ни в	1	1
25	хотя и не	1	1
26	мы видим таким	1	1
27	только потому что	1	1
28	с точки зрения	10	1
29	оно может быть	1	1
30	это означает что	1	1
31	по отношению к	9	1
32	и может быть	2	1
33	что в данном	1	1
34	в самом деле	5	1
35	не совсем так	1	1
36	он не только	1	1
37	нам кажется что	1	1
38	в этом случае	1	1
39	в нем и	1	1
40	и должны быть	1	1
41	во всех видах	1	1
42	находятся в состоянии	1	1
43	в зависимости от	2	1
44	только в условиях	1	1
45	что он не	1	1
46	мы должны признать	1	1
47	бы то ни	1	1
48	в большинстве случаев	4	1
49	что мы знаем	1	1
50	как мы уже	4	1
51	а иногда и	1	1
52	говорит о том	1	1
53	в предыдущей главе	1	1
54	к отцу во	1	1
55	там именно и	1	1
56	отношение к отцу	3	1
57	в таких случаях	2	1
58	остановимся только на	1	1
59	и тот же	2	1
60	может быть это	1	1
61	друг на друга	1	1
62	то что он	1	1
63	и она не	1	1
64	не нуждается ни	1	1
65	данном случае в	1	1
66	один и тот	2	1
67	на вопрос о	1	1
68	это не совсем	1	1
69	один из способов	1	1
70	что этот мотив	1	1
71	ответ на этот	1	1
72	видим таким образом	1	1
73	или может быть	1	1
74	во второй половине	1	1
75	интересен тем что	1	1
76	таким образом и	1	1
77	ему ничего не	1	1
78	по этому вопросу	1	1
79	но не может	1	1
80	она не может	1	1
81	он продолжает жить	2	1
82	ни в каких	1	1
83	как мы видели	4	1
84	мы видели что	1	1
85	но в чем	1	1
86	правда это не	1	1
