N	3gram	Ircho_Kome_3	Analitik
1	в том что	9	9
2	в то же	4	8
3	в том чтобы	1	7
4	в отличие от	1	6
5	то же время	4	6
6	по отношению к	3	5
7	с точки зрения	3	4
8	и не может	1	4
9	в конечном счете	2	4
10	к тому же	4	4
11	о том что	4	3
12	состоит в том	2	3
13	подобно тому как	1	3
14	в том числе	1	3
15	бы то ни	2	3
16	и т п	3	3
17	для того чтобы	6	3
18	то ни было	2	3
19	с одной стороны	3	3
20	и к тому	1	2
21	в самом деле	6	2
22	то же самое	3	2
23	в этом отношении	2	2
24	в основе своей	1	2
25	вместе с ним	2	2
26	далеко не всегда	1	2
27	в первом случае	1	2
28	не сводится к	1	2
29	с другой стороны	2	2
30	в свое время	1	2
31	не в состоянии	1	1
32	как уже говорилось	1	1
33	следует понимать как	1	1
34	на себя внимание	1	1
35	отношению ко всем	1	1
36	более или менее	1	1
37	равно как и	1	1
38	имеем в виду	1	1
39	в соответствии с	1	1
40	о том как	3	1
41	не было и	1	1
42	до сих пор	9	1
43	событие о котором	1	1
44	говоря уже о	1	1
45	в зависимости от	1	1
46	если не будет	1	1
47	том числе и	1	1
48	а в качестве	1	1
49	с этой точки	1	1
50	по крайней мере	1	1
51	вместе с тем	3	1
52	только для того	2	1
53	ему и не	1	1
54	и в частности	1	1
55	в этой связи	2	1
56	обращает на себя	1	1
57	как он полагает	1	1
58	даже если он	1	1
59	в свою очередь	6	1
60	и в пределах	1	1
61	по отношению ко	2	1
62	так и не	1	1
63	во всяком случае	3	1
64	приходится прибегать к	1	1
65	не в мире	1	1
66	этой точки зрения	1	1
67	до тех пор	3	1
68	для них обоих	1	1
69	на вопрос почему	1	1
70	и в самом	3	1
71	и остается в	1	1
72	мы имеем в	1	1
73	в связи с	3	1
74	при известии о	1	1
75	к тому что	1	1
76	друг с другом	1	1
77	в том же	1	1
78	не говоря уже	1	1
