N	2gram	Propp_Morf_1	Dialekti
1	не есть	1	47
2	и не	12	30
3	т е	21	30
4	может быть	52	20
5	не только	4	19
6	и в	13	19
7	и т	41	17
8	а не	11	16
9	в себе	1	15
10	т д	39	15
11	что она	2	14
12	потому что	3	14
13	то что	8	14
14	в том	6	14
15	так как	16	14
16	и даже	1	14
17	как бы	3	14
18	вовсе не	4	13
19	то же	7	12
20	точки зрения	2	12
21	но и	4	12
22	значит что	3	12
23	и все	1	12
24	есть всегда	1	11
25	и как	5	10
26	что это	1	10
27	ни в	1	10
28	как и	3	10
29	том что	4	10
30	сказать что	2	10
31	так и	6	10
32	это не	6	10
33	не может	14	9
34	она есть	1	9
35	мы уже	1	8
36	в этом	14	8
37	в своей	1	8
38	с точки	2	8
39	не в	3	8
40	есть нечто	3	8
41	она не	2	8
42	прежде всего	9	8
43	это значит	1	8
44	и то	1	7
45	время как	3	7
46	так что	1	7
47	и к	4	7
48	мифологии и	1	7
49	должно быть	1	7
50	как это	3	7
51	и притом	1	7
52	как будто	2	7
53	совершенно не	1	7
54	но это	6	7
55	что в	8	7
56	но не	4	6
57	что они	2	6
58	в то	3	6
59	что он	4	6
60	не потому	1	6
61	что не	1	6
62	того что	3	6
63	и может	1	6
64	есть и	4	6
65	должна быть	1	5
66	говорить о	3	5
67	в силу	1	5
68	и его	1	5
69	и с	1	5
70	в виду	1	5
71	о том	2	5
72	и что	2	5
73	можно сказать	2	5
74	но как	2	5
75	что и	7	5
76	с другой	8	5
77	а именно	1	5
78	и пр	37	5
79	по своему	2	5
80	как раз	1	5
81	только что	2	5
82	только в	2	5
83	и есть	2	4
84	еще не	3	4
85	самом деле	4	4
86	или иное	1	4
87	в одной	1	4
88	независимо от	3	4
89	все же	7	4
90	та же	2	4
91	при этом	1	4
92	он не	3	4
93	и вот	1	4
94	и по	2	4
95	одно и	1	4
96	таким образом	21	4
97	как таковой	2	4
98	нисколько не	1	4
99	в одном	1	4
100	но он	1	4
101	связи с	10	4
102	в таком	1	4
103	в каком	2	4
104	не могут	4	4
105	без всякого	2	4
106	и когда	1	4
107	ясно что	5	4
108	в другом	2	4
109	может не	1	4
110	к нему	3	4
111	может содержать	1	4
112	как нечто	1	4
113	одно из	1	4
114	то время	3	4
115	от того	3	4
116	в связи	9	4
117	могут быть	16	4
118	быть и	2	4
119	хотя бы	4	4
120	а в	7	4
121	другой стороны	4	4
122	по одному	1	4
123	таком случае	1	3
124	это и	2	3
125	как мы	6	3
126	этого нет	2	3
127	вопрос о	7	3
128	оно есть	1	3
129	это время	1	3
130	в чем	1	3
131	в этой	2	3
132	с этим	11	3
133	кроме того	1	3
134	и где	1	3
135	не значит	2	3
136	может существовать	3	3
137	же не	1	3
138	об этом	4	3
139	его в	2	3
140	это было	3	3
141	было бы	3	3
142	в один	3	3
143	мы имеем	9	3
144	между собою	2	3
145	и тогда	1	3
146	в этих	13	3
147	или вообще	1	3
148	или точнее	1	3
149	что такое	3	3
150	и более	1	3
151	что этот	1	3
152	даже в	1	3
153	можно ли	1	3
154	не менее	5	3
155	ничего не	4	3
156	или как	1	3
157	должны быть	1	3
158	по воздуху	2	3
159	то как	2	3
160	уже не	2	3
161	как они	1	3
162	грань между	1	3
163	тех пор	1	3
164	даны в	1	3
165	сразу же	2	3
166	из них	3	3
167	мы находим	1	3
168	о котором	1	3
169	как же	2	3
170	и их	2	3
171	о чем	1	3
172	во внимание	1	3
173	в данном	1	3
174	в той	1	3
175	когда мы	1	3
176	в это	1	3
177	то не	1	3
178	или нет	2	3
179	они не	1	3
180	также и	4	2
181	связана с	3	2
182	живое существо	1	2
183	на самом	4	2
184	он может	2	2
185	что эти	2	2
186	его не	1	2
187	например в	2	2
188	от своих	1	2
189	так чтобы	1	2
190	то это	3	2
191	как не	1	2
192	во всех	4	2
193	явлений и	1	2
194	если в	5	2
195	которые не	1	2
196	если она	2	2
197	как в	3	2
198	сразу и	2	2
199	более и	1	2
200	и нет	1	2
201	перед нами	10	2
202	более или	2	2
203	но в	2	2
204	в которой	3	2
205	мы получаем	2	2
206	все эти	2	2
207	с тех	1	2
208	бы только	1	2
209	но ведь	1	2
210	на его	4	2
211	на этом	3	2
212	но все	3	2
213	в каждом	1	2
214	не будет	1	2
215	быть во	1	2
216	на все	1	2
217	с тем	2	2
218	несмотря на	4	2
219	или менее	2	2
220	во время	6	2
221	и при	1	2
222	тем не	5	2
223	их в	1	2
224	не должно	1	2
225	тому что	4	2
226	что с	1	2
227	самого начала	1	2
228	дело не	2	2
229	того как	2	2
230	в сущности	3	2
231	на него	3	2
232	не по	2	2
233	иметь в	1	2
234	может только	1	2
235	это мы	1	2
236	только и	1	2
237	действительно в	1	2
238	это уже	3	2
239	в области	1	2
240	сомневаться в	1	2
241	к тому	4	2
242	с ее	1	2
243	данном случае	1	2
244	нами выше	1	2
245	с самого	1	2
246	и совершенно	1	2
247	том как	1	2
248	имеется в	3	2
249	разница между	1	2
250	но мы	3	2
251	или на	3	2
252	собственно говоря	1	2
253	между тем	5	2
