N	4gram	Vygotskiy__2	Problema
1	и тем не менее	1	3
2	ни в каком случае	1	3
3	в каком случае не	1	3
4	в том виде как	2	2
5	не что иное как	1	2
6	в то время как	2	2
7	то же самое можно	1	2
8	есть не что иное	1	2
9	по крайней мере в	1	1
10	в том смысле что	1	1
11	заключается в том чтобы	1	1
12	бы то ни было	1	1
13	с этой точки зрения	1	1
14	с точки зрения их	1	1
15	заключается в том что	7	1
16	так же как и	1	1
17	это можно было бы	1	1
18	это значит что и	1	1
19	приходит к выводу что	1	1
20	и т д мы	1	1
21	произведения искусства но даже	1	1
22	в жизни и в	1	1
23	то это значит что	1	1
24	это и значит быть	1	1
25	с точки зрения композиции	1	1
26	свидетельствует о том что	1	1
