N	3gram	Bakhtin_Pr_3	StatiiOP
1	в том что	1	11
2	и т п	6	6
3	не может быть	6	5
4	в этом смысле	4	4
5	по крайней мере	3	4
6	с точки зрения	4	4
7	в этом отношении	1	4
8	во всяком случае	5	4
9	с другой стороны	3	4
10	о том что	2	4
11	прежде всего в	1	3
12	в конце концов	3	3
13	то же время	12	3
14	на то что	1	3
15	в то же	12	3
16	то что я	2	2
17	до сих пор	1	2
18	говорит что он	1	2
19	и не в	3	2
20	тем что он	2	2
21	и в этом	2	2
22	все более и	1	2
23	на тему о	2	2
24	и пр в	1	2
25	с самого начала	8	2
26	более и более	1	2
27	но все же	1	2
28	к тому что	1	2
29	тем не менее	2	2
30	и т д	2	2
31	можно сказать что	1	1
32	даже там где	1	1
33	является как раз	1	1
34	одних и тех	1	1
35	связи с его	1	1
36	в одних и	1	1
37	потому что в	1	1
38	а не в	2	1
39	и для самого	1	1
40	вопрос что такое	1	1
41	там где они	1	1
42	на самом деле	10	1
43	в самом деле	3	1
44	нет ни одного	1	1
45	того или другого	2	1
46	тем что это	1	1
47	что же касается	1	1
48	так что он	1	1
49	он не может	3	1
50	он с самого	1	1
51	не было и	1	1
52	для себя и	1	1
53	и в других	1	1
54	вместе с тем	2	1
55	и во всяком	1	1
56	которого он не	1	1
57	и тех же	1	1
58	хочет показать что	1	1
59	в раннем творчестве	1	1
60	то что в	1	1
61	т п но	1	1
62	но в последующих	1	1
63	в своей статье	1	1
64	всех событий и	1	1
65	и со всеми	1	1
66	того что он	2	1
67	и что он	1	1
68	с которым он	5	1
69	в том же	1	1
70	произведение должно было	1	1
71	в чем же	1	1
72	то что он	1	1
73	без труда обнаружим	1	1
74	с ним и	1	1
75	в такой же	2	1
76	но может быть	1	1
77	в этом направлении	1	1
78	это произведение должно	1	1
79	в той или	2	1
80	все это было	3	1
81	независимо от их	1	1
82	на вопрос что	1	1
83	может быть не	1	1
84	и ни в	1	1
85	но в конце	1	1
86	его отношение к	4	1
87	в свою очередь	1	1
88	в этом выражении	1	1
89	и это его	1	1
90	на протяжении всего	4	1
91	и в самом	3	1
92	не только не	1	1
93	той или иной	2	1
94	вопрос о том	1	1
95	отметить что эти	1	1
96	в целом это	1	1
97	в позднейшем творчестве	1	1
98	вот одна из	1	1
99	но на самом	4	1
100	и больше ничего	1	1
101	к нему все	1	1
102	они звучат в	1	1
103	вовсе не является	1	1
104	сплошь да рядом	1	1
105	для того чтобы	1	1
106	благодаря тому что	1	1
107	как мы видели	2	1
108	и в другом	1	1
109	этого слова в	2	1
110	в которой есть	1	1
