N	4gram	Losev_Prob_5	Dialekti
1	в то же время	1	4
2	или по крайней мере	1	2
3	и то и другое	1	2
4	и в этом смысле	1	2
5	не зная что такое	1	2
6	несмотря на то что	1	2
7	дело в том что	2	1
8	по крайней мере в	1	1
9	но даже и просто	1	1
10	в конце концов не	1	1
11	не что иное как	3	1
12	в то время как	3	1
13	по одному тому что	1	1
14	ни в чем не	1	1
15	несмотря на всю ее	1	1
16	но в то же	1	1
17	только и состоит из	1	1
18	также и учение о	1	1
19	и о том что	2	1
20	уже по одному тому	1	1
21	в связи с этим	1	1
