N	3gram	Losev_Prob_1	KulturaY
1	и т п	1	41
2	с точки зрения	3	16
3	в самом деле	2	11
4	для того чтобы	8	11
5	можно было бы	2	10
6	тем не менее	18	9
7	до сих пор	3	8
8	в том что	5	8
9	и т д	10	8
10	той или иной	4	5
11	в этом случае	2	4
12	в данном случае	8	4
13	и в этом	2	4
14	в связи с	4	4
15	и в самом	2	4
16	только тогда когда	1	4
17	на самом деле	4	3
18	того или иного	2	3
19	сам по себе	7	3
20	и тем не	8	3
21	в том чтобы	1	3
22	не только в	1	3
23	в первую очередь	1	3
24	с другой стороны	3	3
25	не может быть	2	3
26	так и в	1	3
27	о том что	5	3
28	ничего не дает	1	2
29	и того же	2	2
30	одним и тем	1	2
31	и тем же	1	2
32	не говоря уже	2	2
33	как раз и	7	2
34	говоря уже о	1	2
35	в таком случае	6	2
36	при этом что	1	2
37	только то что	4	2
38	ничего не значит	1	2
39	в своей статье	1	2
40	в известном смысле	1	2
41	на себя внимание	1	2
42	не могут быть	1	2
43	так как он	2	2
44	а не просто	4	2
45	более или менее	3	2
46	то или иное	1	2
47	одного и того	2	2
48	сама по себе	4	2
49	должно быть в	1	2
50	тот или иной	1	2
51	к тому же	1	2
52	как мы видели	1	2
53	ни о каких	1	1
54	не принимая во	1	1
55	если он не	1	1
56	хотя и не	2	1
57	одному тому что	1	1
58	мы сразу же	1	1
59	что же касается	3	1
60	у нас в	1	1
61	мы говорим что	2	1
62	по одному тому	1	1
63	само собой разумеется	1	1
64	в чем же	1	1
65	то ни стало	1	1
66	и к тому	1	1
67	ровно ничего не	1	1
68	а вовсе не	1	1
69	что мы в	1	1
70	должны сказать что	1	1
71	так как они	2	1
72	также и в	1	1
73	потому что иначе	1	1
74	есть прежде всего	1	1
75	а в известном	1	1
76	здесь прежде всего	1	1
77	в период революции	1	1
78	в этом смысле	6	1
79	то же самое	9	1
80	т д и	4	1
81	не так уж	1	1
82	в языке и	1	1
83	во что бы	1	1
84	что она есть	2	1
85	и в то	1	1
86	то что мы	6	1
87	нужно помнить что	1	1
88	к числу таких	1	1
89	о чем и	1	1
90	а что же	1	1
91	для этой цели	1	1
92	но для того	1	1
93	бы то ни	1	1
94	что все эти	1	1
95	по своему содержанию	2	1
96	а может быть	2	1
97	мы находим в	1	1
98	с тем что	2	1
99	по крайней мере	2	1
100	и доходит до	1	1
101	обратить внимание на	1	1
102	это вовсе не	2	1
103	не о чем	2	1
104	от нас и	1	1
105	не только не	3	1
106	вместе с тем	1	1
107	не то что	1	1
108	между прочим в	1	1
109	в известной мере	1	1
110	свой смысл и	1	1
111	может быть и	3	1
112	принимая во внимание	1	1
113	что бы то	1	1
114	как он будет	1	1
115	если же мы	1	1
116	чтобы понять что	1	1
117	в то время	1	1
118	так же как	2	1
119	можно сказать только	2	1
120	не потому что	2	1
121	тому или иному	1	1
122	заключается в том	1	1
123	постановка вопроса о	1	1
124	это не только	1	1
125	уже по одному	1	1
126	однако ясно что	1	1
127	сказать только то	1	1
128	то что он	3	1
129	это не значит	1	1
130	во всяком случае	3	1
131	когда мы говорим	2	1
132	нас прежде всего	1	1
133	тем что в	2	1
134	хотя и здесь	1	1
135	не имеет ничего	2	1
136	если мы возьмем	1	1
137	между прочим следующее	1	1
138	и о том	3	1
139	д и т	3	1
140	но для этого	1	1
141	никогда не может	2	1
142	искусства и литературы	1	1
143	мы должны сказать	2	1
144	которое мы находим	1	1
145	есть еще и	2	1
146	но чего же	1	1
147	и так как	1	1
148	такой смысл который	1	1
149	у нас с	1	1
150	еще ничего не	1	1
151	те моменты в	1	1
152	выходит за пределы	1	1
153	не выходит за	1	1
154	никоим образом не	1	1
155	что в процессе	1	1
156	в то же	4	1
157	в то или	1	1
158	по этому поводу	3	1
159	к тому что	1	1
160	все подобного рода	1	1
161	тех или иных	2	1
162	то ясно что	1	1
163	а именно в	1	1
164	вовсе еще не	3	1
165	конечно далеко не	1	1
