N	2gram	Berdyaev_M_2	FransuaR
1	и в	46	65
2	как бы	8	22
3	и не	18	22
4	в сущности	2	16
5	в том	3	16
6	в этом	20	15
7	но в	10	14
8	в нем	22	13
9	и на	3	11
10	прежде всего	12	11
11	все эти	1	10
12	не только	18	10
13	и его	5	10
14	так и	4	10
15	но и	15	10
16	и потому	7	10
17	во всех	2	9
18	в эпоху	1	9
19	в его	5	9
20	все это	1	9
21	за пределы	1	8
22	в своем	8	8
23	в основе	2	8
24	в духе	5	8
25	культуры и	1	8
26	по своему	1	8
27	формы и	1	7
28	с народной	1	7
29	его в	3	7
30	точки зрения	2	7
31	только в	3	7
32	жизни и	6	7
33	на самом	1	6
34	они были	3	6
35	в ней	11	6
36	и у	1	6
37	том что	4	6
38	в отношении	5	6
39	никогда не	18	6
40	в значительной	1	6
41	так как	8	6
42	может быть	21	6
43	века и	1	6
44	не знает	9	6
45	сказать что	3	6
46	связана с	7	5
47	с его	4	5
48	как в	7	5
49	на протяжении	1	5
50	в них	3	5
51	как и	13	5
52	есть в	3	5
53	в своей	5	5
54	потому что	12	5
55	той или	1	5
56	между тем	2	5
57	на мир	1	5
58	для него	18	5
59	или иной	2	5
60	превращается в	2	5
61	связь с	1	5
62	xix века	1	5
63	в той	1	5
64	и все	5	5
65	еще более	2	5
66	в своих	3	5
67	жизни в	3	5
68	начала в	3	4
69	и к	7	4
70	в самом	5	4
71	в этой	7	4
72	входит в	1	4
73	не в	9	4
74	до сих	3	4
75	и искусства	1	4
76	начало в	1	4
77	связи с	2	4
78	в жизни	4	4
79	отношение к	8	4
80	сих пор	3	4
81	мира и	1	4
82	между ними	1	4
83	культуры в	1	4
84	это в	1	4
85	в обычном	2	3
86	самом деле	1	3
87	менее всего	3	3
88	универсализм и	1	3
89	уже не	4	3
90	но все	1	3
91	то что	5	3
92	в себе	10	3
93	но на	2	3
94	перестает быть	1	3
95	европейской культуры	1	3
96	и с	3	3
97	и других	2	3
98	это не	5	3
99	в ее	1	3
100	с точки	1	3
101	мир и	2	3
102	но это	8	3
103	ничего не	2	3
104	по своей	3	3
105	этом отношении	1	3
106	и здесь	6	3
107	не могут	1	3
108	сама жизнь	1	3
109	и прежде	1	3
110	средних веков	1	3
111	она была	1	3
112	с ним	3	3
113	в самой	1	3
114	с другой	1	3
115	и во	3	3
116	к нему	2	3
117	что он	7	3
118	мир в	1	3
119	друг друга	12	3
120	не были	1	3
121	характерно для	1	3
122	и эта	2	3
123	мира в	1	3
124	во франции	1	3
125	нет ничего	3	3
126	но для	2	3
127	в более	2	3
128	от всех	1	3
129	не может	15	3
130	что в	4	3
131	отношения к	2	2
132	это очень	1	2
133	всех его	1	2
134	не была	1	2
135	который был	2	2
136	бы ни	1	2
137	очень характерно	1	2
138	и он	11	2
139	он был	9	2
140	на них	1	2
141	в чем	3	2
142	значение и	1	2
143	постановка проблемы	1	2
144	нет и	1	2
145	других произведениях	1	2
146	мы дадим	1	2
147	его к	1	2
148	во многих	1	2
149	он не	10	2
150	природной и	1	2
151	они в	1	2
152	и утверждает	1	2
153	не к	2	2
154	и вот	5	2
155	на его	2	2
156	он так	2	2
157	значительной степени	1	2
158	в германии	1	2
159	на все	3	2
160	но вся	1	2
161	в этих	2	2
162	от своего	1	2
163	и без	1	2
164	но эта	2	2
165	их в	1	2
166	это сама	1	2
167	строя жизни	1	2
168	и вечность	1	2
169	во всем	5	2
170	к себе	2	2
171	и именно	1	2
172	к тому	5	2
173	и это	5	2
174	и этим	2	2
175	говорили что	1	2
176	приводит к	1	2
177	роль в	1	2
178	во второй	1	2
179	но у	1	2
180	на что	1	2
181	в прошлое	1	2
182	связанная с	1	2
183	своей книге	1	2
184	о том	3	2
185	ни на	1	2
186	но с	2	2
187	мы видим	2	2
188	к какому	1	2
189	и чисто	1	2
190	выход за	1	2
191	не для	3	2
192	теснее и	1	2
193	от того	3	2
194	была только	1	2
195	протяжении всего	1	2
196	и культа	1	2
197	что не	2	2
198	у других	1	2
199	в менее	1	2
200	до конца	4	2
201	его на	4	2
202	в изображении	1	2
203	да и	2	2
204	того что	6	2
205	в целом	1	2
206	знает только	1	2
207	многие из	1	2
208	и для	7	2
209	и часто	1	2
210	было еще	1	2
211	и от	3	2
212	это можно	1	2
213	хотя и	2	2
214	интерес к	2	2
215	ни к	1	2
216	от всякого	1	2
217	в свое	1	2
218	а между	1	1
219	народ в	3	1
220	от этой	2	1
221	друга нет	1	1
222	они создавали	1	1
223	человека и	7	1
224	это и	3	1
225	на деле	4	1
226	между двумя	1	1
227	от своей	2	1
228	из самых	1	1
229	явления и	1	1
230	нем нет	2	1
