N	2gram	Bakhtin_Fr_7	Psycholo
1	и в	41	38
2	то что	8	35
3	все время	2	30
4	в том	11	25
5	в самом	1	25
6	самом деле	1	21
7	что в	9	20
8	может быть	4	19
9	и что	1	18
10	точки зрения	5	16
11	в ней	5	15
12	то есть	20	15
13	том что	4	14
14	как бы	7	14
15	потому что	5	14
16	в этом	15	13
17	в этой	13	13
18	не только	5	12
19	таким образом	19	12
20	было бы	4	12
21	не в	9	12
22	мы видим	6	12
23	мы увидим	1	12
24	что он	3	11
25	то же	13	10
26	в сущности	4	10
27	что это	4	10
28	и не	7	10
29	же самое	1	10
30	и все	14	10
31	увидим что	1	9
32	с точки	3	9
33	в двух	1	9
34	и то	2	8
35	с этим	2	8
36	все же	1	8
37	и как	2	8
38	говорит что	2	8
39	с тем	1	8
40	как и	14	8
41	в одном	3	8
42	видим что	1	8
43	и это	5	8
44	но только	1	8
45	так что	1	8
46	вовсе не	7	8
47	перед нами	2	8
48	из этого	1	8
49	мы уже	12	7
50	не может	3	7
51	все то	3	7
52	как мы	11	7
53	в ее	1	7
54	что у	3	7
55	между тем	1	7
56	а не	2	7
57	а в	5	7
58	и на	4	6
59	в которых	2	6
60	как это	1	6
61	он не	4	6
62	бы совершенно	1	6
63	мы видели	5	6
64	в котором	1	6
65	она не	1	6
66	не имеет	3	6
67	самого начала	1	6
68	и его	9	6
69	к тому	2	6
70	указывает на	1	6
71	с самого	2	6
72	и здесь	4	6
73	о том	6	6
74	один из	1	6
75	если мы	1	6
76	из них	3	6
77	так как	3	6
78	он говорит	1	6
79	должна быть	1	5
80	мы не	2	5
81	я не	3	5
82	время в	2	5
83	в своем	9	5
84	в которой	2	5
85	так сказать	3	5
86	на этом	5	5
87	в другом	1	5
88	к которым	1	5
89	несмотря на	3	5
90	с такой	1	5
91	в своей	3	5
92	и когда	1	5
93	в его	12	5
94	но и	9	5
95	вместе с	5	5
96	в той	3	5
97	или в	2	5
98	о котором	2	5
99	которую мы	1	4
100	время как	1	4
101	во всех	3	4
102	что они	1	4
103	как в	5	4
104	все эти	13	4
105	в тех	1	4
106	в себе	11	4
107	в нем	7	4
108	при этом	3	4
109	не мог	2	4
110	одна из	4	4
111	никогда не	2	4
112	в виду	4	4
113	образом мы	1	4
114	что и	5	4
115	у всех	1	4
116	только в	6	4
117	при помощи	1	4
118	у него	6	4
119	и даже	1	4
120	обратиться к	1	4
121	из которых	2	4
122	по своему	2	4
123	в течение	2	4
124	того что	2	4
125	и для	5	4
126	в свою	3	4
127	сказать что	1	4
128	ее в	1	4
129	в своих	1	4
130	должен быть	2	3
131	того же	3	3
132	смысл этого	1	3
133	едва ли	1	3
134	по его	1	3
135	из всех	2	3
136	оба эти	1	3
137	и заставляет	2	3
138	совсем не	3	3
139	что по	1	3
140	и к	5	3
141	где она	2	3
142	но в	8	3
143	та же	4	3
144	одно и	2	3
145	что все	2	3
146	рассказывает о	1	3
147	бы в	2	3
148	его в	3	3
149	и тем	1	3
150	ни в	6	3
151	в них	7	3
152	далеко не	2	3
153	в такой	1	3
154	мы говорили	1	3
155	место в	4	3
156	из области	1	3
157	в то	10	3
158	в плане	5	3
159	того как	5	3
160	к концу	1	3
161	весь этот	2	3
162	в основе	1	3
163	именно это	1	3
