N	2gram	Bakhtin_Fr_7	DiskursI
1	в качестве	9	34
2	не только	5	28
3	в том	11	23
4	а не	2	22
5	то есть	20	20
6	тогда как	1	19
7	том что	4	19
8	может быть	4	17
9	как и	14	16
10	и в	41	16
11	в этом	15	15
12	еще не	2	14
13	но и	9	14
14	при этом	3	13
15	и т.п	9	12
16	по своей	1	11
17	но не	1	11
18	прежде всего	11	11
19	и не	7	11
20	как в	5	10
21	далеко не	2	10
22	по отношению	2	9
23	в нем	7	9
24	не может	3	9
25	в частности	1	9
26	отношению к	2	9
27	но в	8	8
28	своего рода	2	8
29	о том	6	8
30	так и	10	8
31	а также	2	8
32	не было	3	7
33	в себе	11	7
34	то же	13	7
35	не в	9	7
36	в основе	1	7
37	роль в	2	7
38	в его	12	7
39	только в	6	7
40	в своем	9	6
41	и как	2	6
42	и на	4	5
43	во всех	3	5
44	отличие от	1	5
45	тому же	1	5
46	в силу	1	5
47	в котором	1	5
48	в их	3	5
49	в процессе	2	5
50	в себя	2	5
51	в эпоху	7	5
52	в данном	2	5
53	как бы	7	5
54	к тому	2	5
55	а в	5	5
56	то что	8	5
57	в своей	3	5
58	и о	1	4
59	в которых	2	4
60	с его	2	4
61	отношение к	2	4
62	в истории	1	4
63	и к	5	4
64	уже не	2	4
65	не как	1	4
66	в них	7	4
67	потому что	5	4
68	и т.д	2	4
69	же время	9	4
70	между тем	1	4
71	во втором	1	4
72	одной из	2	4
73	что он	3	4
74	для него	6	4
75	в особенности	2	4
76	по своим	1	4
77	связи с	1	4
78	такого рода	1	4
79	что в	9	4
80	также и	2	3
81	того же	3	3
82	и потому	3	3
83	в первом	1	3
84	в каждой	2	3
85	в одной	2	3
86	с этим	2	3
87	перед нами	2	3
88	в самом	1	3
89	вследствие этого	1	3
90	это не	6	3
91	точки зрения	5	3
92	в своих	1	3
93	по себе	1	3
94	в то	10	3
95	к той	1	3
96	таким образом	19	3
97	они и	2	3
98	свою очередь	3	3
99	в ее	1	3
100	времени и	1	3
101	не с	1	3
102	и даже	1	3
103	картина мира	2	3
104	что и	5	3
105	существенную роль	1	3
106	из них	3	3
107	к ним	1	3
108	тем что	3	3
109	именно в	2	3
110	это прежде	2	3
111	мира в	4	3
112	по своему	2	3
113	того что	2	3
114	один из	1	3
115	все же	1	3
116	в свою	3	3
117	на смену	1	3
118	сказать что	1	3
119	отношения к	1	2
120	одним из	1	2
121	например в	3	2
122	к данному	1	2
123	и есть	3	2
124	определить как	1	2
125	к другому	1	2
126	едва ли	1	2
127	в году	5	2
128	мы имеем	2	2
129	в сущности	4	2
130	ему в	1	2
131	в виду	4	2
132	в различных	1	2
133	сказать и	1	2
134	в новом	1	2
135	за пределы	1	2
136	себя в	1	2
137	как к	1	2
138	с некоторыми	1	2
139	хотя и	4	2
140	целый ряд	4	2
141	более или	2	2
142	то ли	2	2
143	не приходится	1	2
144	точкой зрения	1	2
145	в тех	1	2
146	в этой	13	2
147	можно определить	1	2
148	всей его	1	2
149	так сказать	3	2
150	по словам	1	2
151	силу своей	1	2
152	том чтобы	1	2
153	и по	3	2
154	на этом	5	2
155	так например	1	2
156	человека в	2	2
157	в каждом	1	2
158	различие между	1	2
159	об этом	1	2
160	и тем	1	2
161	рассказывает что	1	2
162	или менее	2	2
163	наших дней	1	2
164	и без	1	2
165	мысли и	1	2
166	в историческом	2	2
167	но они	1	2
168	дело не	2	2
169	своей природе	1	2
170	и его	9	2
171	к себе	1	2
172	же самое	1	2
173	числе и	2	2
174	значительной степени	2	2
175	но одновременно	1	2
176	не есть	2	2
177	оно не	2	2
178	в едином	1	2
179	как мы	11	2
180	с ее	3	2
181	данном случае	1	2
182	характер и	1	2
183	на том	2	2
184	по этой	1	2
185	в другом	1	2
186	в построении	2	2
187	о нем	3	2
188	во всяком	2	2
189	и что	1	2
190	одного из	2	2
191	в значительной	2	2
192	времени в	1	2
193	это было	2	2
194	и во	2	2
195	в форме	3	2
196	котором он	1	2
197	них в	1	2
198	в античной	1	2
199	представления о	1	2
200	в литературе	2	2
201	к различным	1	2
202	дело с	1	2
203	в литературу	1	2
204	и ее	2	2
205	точка зрения	2	2
206	есть в	6	2
207	уже в	5	2
208	свидетельствует о	2	2
209	или даже	1	2
210	слова в	1	2
211	в одном	3	2
212	как его	1	2
213	заметить что	1	2
214	никогда не	2	2
215	говорили о	1	2
216	здесь в	1	2
217	к которому	1	2
218	и др	2	2
219	героя и	1	2
220	более того	1	2
221	в рассказе	1	2
222	однако и	1	2
223	его как	2	2
224	о чем	1	2
225	к его	1	2
226	автора в	1	2
227	своего времени	2	2
228	в начале	1	2
229	или в	2	2
230	о котором	2	2
231	и все	14	2
