N	2gram	Bakhtin_Fr_8	Psycholo
1	и в	56	38
2	то что	3	35
3	в том	13	25
4	в самом	9	25
5	самом деле	2	21
6	что в	5	20
7	может быть	3	19
8	и что	1	18
9	что она	2	16
10	точки зрения	6	16
11	в ней	4	15
12	то есть	24	15
13	том что	8	14
14	если бы	2	14
15	как бы	11	14
16	потому что	6	14
17	в этом	14	13
18	в этой	6	13
19	не только	8	12
20	таким образом	17	12
21	было бы	2	12
22	не в	3	12
23	мы видим	6	12
24	что он	2	11
25	то же	11	10
26	в сущности	8	10
27	что это	4	10
28	и не	9	10
29	же самое	1	10
30	и все	6	10
31	о которых	1	9
32	с точки	2	9
33	того чтобы	4	9
34	и то	2	8
35	все же	2	8
36	и как	2	8
37	с тем	2	8
38	как и	5	8
39	в одном	2	8
40	видим что	2	8
41	и это	1	8
42	так что	3	8
43	вовсе не	6	8
44	как раз	2	8
45	для того	2	8
46	перед нами	3	8
47	для нас	1	8
48	из этого	1	8
49	показать что	1	7
50	мы уже	10	7
51	с другой	2	7
52	заключается в	1	7
53	мы можем	1	7
54	не может	2	7
55	как мы	7	7
56	в ее	6	7
57	между тем	3	7
58	а не	2	7
59	а в	2	7
60	и на	7	6
61	в которых	2	6
62	он не	5	6
63	мы видели	5	6
64	в котором	2	6
65	тому что	1	6
66	не имеет	1	6
67	самого начала	1	6
68	и его	12	6
69	к тому	1	6
70	с самого	1	6
71	и здесь	3	6
72	о том	4	6
73	второй план	2	6
74	один из	5	6
75	с одной	4	6
76	из них	2	6
77	так как	4	6
78	до сих	8	6
79	которых мы	1	6
80	там где	3	6
81	он говорит	2	6
82	мы не	2	5
83	время в	3	5
84	в своем	3	5
85	в которой	4	5
86	так сказать	5	5
87	в другом	3	5
88	несмотря на	2	5
89	в своей	2	5
90	казалось бы	3	5
91	в его	18	5
92	но и	9	5
93	действующих лиц	2	5
94	одной стороны	2	5
95	вместе с	2	5
96	в той	6	5
97	сих пор	8	5
98	о котором	1	5
99	другой стороны	2	5
100	что эти	2	4
101	время как	1	4
102	во всех	8	4
103	что они	2	4
104	идет о	1	4
105	как в	1	4
106	когда он	2	4
107	все эти	15	4
108	в тех	1	4
109	в себе	4	4
110	в нем	8	4
111	при этом	4	4
112	здесь мы	3	4
113	она была	1	4
114	смысл и	1	4
115	не мог	3	4
116	но если	1	4
117	не могли	2	4
118	что эта	1	4
119	одна из	4	4
120	из него	1	4
121	никогда не	5	4
122	в самой	1	4
123	как будто	1	4
124	и совершенно	2	4
125	когда в	2	4
126	в виду	1	4
127	что и	3	4
128	у всех	2	4
129	только в	9	4
130	конечно не	4	4
131	не можем	1	4
132	у него	7	4
133	и даже	8	4
134	из которых	2	4
135	по своему	8	4
136	того что	1	4
137	и для	2	4
