N	2gram	Bakhtin_Pr_1	PoTuStor
1	может быть	21	17
2	и в	23	16
3	и пр	1	12
4	в этом	25	9
5	таким образом	11	9
6	и только	1	9
7	прежде всего	7	9
8	и с	4	8
9	точки зрения	21	8
10	и его	13	8
11	не может	11	8
12	совершенно не	1	8
13	с его	6	7
14	не только	13	7
15	сказать что	5	7
16	самом деле	5	6
17	конечно не	1	6
18	при этом	3	6
19	с точки	15	6
20	и это	5	6
21	для него	15	6
22	и к	4	6
23	еще не	5	5
24	в чем	1	5
25	отношение к	1	5
26	все эти	8	5
27	сознание и	3	5
28	что такое	1	5
29	ни в	3	5
30	ту сторону	1	5
31	как бы	28	5
32	на самом	4	4
33	и на	10	4
34	и наконец	5	4
35	но в	4	4
36	в этой	4	4
37	в нем	20	4
38	его в	4	4
39	жизни человека	1	4
40	в один	2	4
41	художественного творчества	2	4
42	мысли и	2	4
43	все это	7	4
44	по ту	1	4
45	самого начала	3	4
46	как мы	5	4
47	с ее	2	4
48	с самого	2	4
49	так и	10	4
50	можно сказать	2	4
51	в его	24	4
52	а потому	2	4
53	только в	8	4
54	и их	2	4
55	так как	7	4
56	и даже	3	4
57	но и	11	4
58	и не	34	4
59	и все	3	4
60	хотя бы	2	4
61	все что	3	4
62	если б	1	3
63	отношения к	2	3
64	едва ли	1	3
65	и значение	1	3
66	во всех	5	3
67	и есть	5	3
68	и как	8	3
69	и художественного	1	3
70	с их	5	3
71	и вот	2	3
72	их в	2	3
73	этом смысле	9	3
74	том что	9	3
75	сих пор	2	3
76	в одном	9	3
77	по крайней	2	3
78	и притом	2	3
79	в основе	5	3
80	до сих	2	3
81	чем не	1	3
82	к себе	2	3
83	те же	1	3
84	мира и	7	3
85	по сравнению	1	3
86	на язык	1	3
87	с другими	7	3
88	крайней мере	2	3
89	и она	1	3
90	в том	11	3
91	в большинстве	2	3
92	большинстве случаев	2	3
93	всяком случае	3	3
94	даже не	1	3
95	в области	3	3
96	для сознания	1	3
97	вместе с	2	3
98	и потому	3	3
99	быть это	1	3
100	сравнению с	1	3
101	могут быть	1	3
102	в основном	2	3
103	что в	8	3
104	в этих	2	3
105	а в	7	3
106	то что	18	3
107	между ними	2	3
108	только как	1	3
109	жизни и	6	3
110	во всяком	4	3
111	же как	1	2
112	нам кажется	4	2
113	в самом	8	2
114	мы уже	2	2
115	мы не	2	2
116	и о	3	2
117	говорить о	2	2
118	из этих	2	2
119	совсем не	1	2
120	но как	3	2
121	нет и	1	2
122	за пределы	6	2
123	с этим	1	2
124	в этот	2	2
125	мир по	2	2
126	что это	1	2
127	но ведь	1	2
128	вообще не	1	2
129	он не	4	2
130	и по	2	2
131	то же	10	2
132	было бы	6	2
133	в жизни	6	2
134	кажется что	3	2
135	в них	3	2
136	как и	8	2
137	между собою	1	2
138	потому и	1	2
139	на первый	1	2
140	в своей	11	2
141	почти не	1	2
142	войти в	1	2
143	этих трех	1	2
144	не менее	1	2
145	его целом	5	2
146	всей их	1	2
147	никогда не	5	2
148	здесь же	1	2
149	в каком	1	2
150	все то	4	2
151	не могут	6	2
152	и всех	1	2
153	что оно	1	2
154	существует только	1	2
155	он ищет	3	2
156	не будет	1	2
157	как не	4	2
158	и этим	2	2
159	только то	3	2
160	в пределах	9	2
161	существовало бы	1	2
162	для этого	1	2
163	с ним	6	2
164	находится в	1	2
165	это главное	1	2
166	является по	1	2
167	не существовало	1	2
168	о том	2	2
169	и содержание	1	2
170	для нас	3	2
171	что и	5	2
172	во всей	2	2
173	один из	2	2
174	оно и	1	2
175	мы видим	3	2
176	что он	10	2
177	и действительно	1	2
178	поэтому и	2	2
179	всех его	1	2
180	со всеми	1	2
181	есть в	3	2
182	не можем	1	2
183	если мы	1	2
184	в начале	1	2
185	на этих	1	2
186	и других	5	2
187	при всей	1	2
188	у него	6	2
189	и т.п	3	2
190	характерно для	1	2
191	оно не	2	2
192	себя и	2	2
193	что не	1	2
194	а на	1	2
195	не на	3	2
196	в развитии	1	2
197	что мы	1	2
198	в одно	1	2
199	в частности	1	2
200	так же	6	2
201	в мир	3	2
202	начале пути	1	2
203	с этой	1	2
204	внешний мир	1	2
205	но это	5	2
206	это последнее	1	2
207	цельного человека	1	2
208	и для	3	2
209	не существует	1	2
210	сознания и	3	2
211	в голову	1	2
212	ни было	4	2
213	не есть	1	2
214	из тех	2	2
215	не знает	1	2
216	есть и	1	2
217	ее в	1	2
218	к этому	2	2
219	они не	3	2
220	пути своего	1	1
221	в движение	1	1
222	все остальное	1	1
223	и то	1	1
224	личной жизни	1	1
225	он может	3	1
226	или к	2	1
227	это и	9	1
228	органическое единство	2	1
229	далее и	1	1
230	черты своего	1	1
231	высшей степени	1	1
232	и позиция	1	1
233	собою в	1	1
234	в году	1	1
235	и могут	1	1
236	его не	1	1
237	со всех	1	1
238	хорошо и	1	1
239	и входит	1	1
240	что если	1	1
241	теперь мы	1	1
242	вопрос о	4	1
243	так чтобы	1	1
244	а для	1	1
245	оно есть	1	1
246	их до	1	1
247	я не	3	1
248	но даже	1	1
249	конечно и	4	1
250	же что	2	1
251	зависимости от	3	1
252	он несколько	1	1
253	в ней	1	1
254	было до	1	1
255	и самого	4	1
256	настоящая работа	1	1
257	первый план	1	1
258	бы то	3	1
259	себя этим	1	1
260	чем это	1	1
261	но не	8	1
262	слов не	1	1
263	абстрактный момент	1	1
264	не входит	1	1
265	значение и	1	1
266	менее всего	4	1
267	вступают в	1	1
268	в свои	1	1
269	что они	1	1
270	первый взгляд	1	1
271	в рамках	2	1
272	в особом	1	1
273	как последняя	1	1
274	как нам	2	1
275	все же	5	1
276	однако не	2	1
277	не хозяин	1	1
278	в полном	1	1
279	хотя и	1	1
280	лишь абстрактный	1	1
281	но несмотря	1	1
282	не являются	1	1
283	его к	4	1
284	от этого	1	1
285	тон и	1	1
286	уже не	8	1
287	лежит на	1	1
288	точку зрения	4	1
289	ни один	2	1
290	в нашем	1	1
291	не оставляет	1	1
292	чем бы	1	1
293	не сделал	1	1
294	сознания с	2	1
295	видим и	1	1
296	как он	2	1
297	всей его	2	1
298	на его	2	1
299	что она	2	1
300	его новой	1	1
301	не следует	1	1
302	что было	3	1
303	их а	1	1
304	время и	1	1
305	но именно	4	1
306	единство в	1	1
307	есть та	1	1
308	именно и	2	1
309	образом и	1	1
310	борьбу с	1	1
311	и единство	1	1
312	человеческое сознание	1	1
313	изображает для	1	1
314	из него	1	1
315	подобно тому	3	1
316	находит себе	1	1
317	последнее слово	9	1
318	человека в	5	1
319	а вместе	1	1
320	то ни	3	1
321	что мир	1	1
322	в мире	7	1
323	каждый акт	1	1
324	той же	6	1
325	тяга к	1	1
326	лишь в	3	1
327	построения все	1	1
328	или наконец	1	1
329	входит в	2	1
330	это было	1	1
331	за собою	1	1
332	может стать	1	1
333	должны перейти	1	1
334	на почве	1	1
335	себе все	1	1
336	форму и	1	1
337	мы сказали	1	1
338	весь мир	1	1
339	мы считаем	1	1
340	для них	1	1
341	он является	1	1
342	он действительно	1	1
343	в самую	1	1
344	несмотря на	6	1
345	мир в	2	1
346	действительно не	1	1
347	смысл и	2	1
348	их на	1	1
349	и еще	1	1
350	искать в	2	1
351	и другом	1	1
352	и благодаря	2	1
353	переносит в	1	1
354	нею и	1	1
355	но сознание	1	1
356	как совокупность	1	1
357	что я	1	1
358	значение для	1	1
359	но эта	4	1
360	творчества и	2	1
361	в философии	1	1
362	друг другу	2	1
363	жизни является	1	1
364	однако в	2	1
365	слов о	1	1
366	этот мир	3	1
367	любовь к	1	1
368	человека но	2	1
369	так называемого	1	1
370	быть сделан	1	1
371	же мы	1	1
372	можно ли	1	1
373	и внешней	1	1
374	в смысле	2	1
375	и форму	1	1
376	и отсюда	1	1
377	тогда когда	1	1
378	дело в	1	1
379	одна из	2	1
380	только из	1	1
381	почти во	1	1
382	в сущности	5	1
383	того чтобы	4	1
384	только не	1	1
385	вообще нет	1	1
386	не их	1	1
387	ничего не	6	1
388	всего на	1	1
389	пути и	1	1
390	того в	1	1
391	в объективном	2	1
392	нам важен	1	1
393	к этим	1	1
394	ничто не	1	1
395	в сознании	2	1
396	следует что	1	1
397	уже и	1	1
398	и делает	1	1
399	одною из	1	1
400	и социального	1	1
401	с другом	3	1
402	и со	1	1
403	содержания как	1	1
404	от того	2	1
405	у меня	1	1
406	предположение о	1	1
407	среди них	1	1
408	не давая	1	1
409	в духе	3	1
