N	3gram	Vygotskiy__5	Mirosoze
1	не может быть	2	17
2	вместе с тем	3	5
3	и в этой	1	4
4	один из самых	1	4
5	потому что в	2	3
6	с тем что	3	3
7	заключает в себе	4	3
8	есть не только	1	3
9	и в самом	2	3
10	мы увидим что	6	3
11	по отношению к	1	2
12	до сих пор	5	2
13	что он не	1	2
14	но он не	1	2
15	к тому чтобы	1	2
16	он никогда не	1	2
17	в том смысле	1	2
18	то время как	1	2
19	не только в	2	2
20	в конце концов	2	2
21	как будто бы	1	2
22	не могут быть	1	2
23	в то время	1	2
24	тем что он	1	2
25	в самом центре	1	2
26	для того чтобы	19	2
27	берет человека в	1	1
28	сам не знает	1	1
29	на том что	1	1
30	что иное как	2	1
31	потому что он	2	1
32	и есть то	1	1
33	всякий раз когда	1	1
34	но она не	1	1
35	от него и	1	1
36	психологической точки зрения	1	1
37	в самом деле	5	1
38	себе что он	1	1
39	когда говорил что	1	1
40	в зависимости от	6	1
41	в отличие от	2	1
42	и когда мы	3	1
43	он должен быть	1	1
44	в романах достоевского	1	1
45	и т п	3	1
46	для него проблема	1	1
47	но во всех	1	1
48	что ему удалось	1	1
49	что в то	1	1
50	в нем нет	1	1
51	в том случае	1	1
52	может быть и	2	1
53	том смысле в	1	1
54	что в основе	1	1
55	отличает его от	1	1
56	что в конце	1	1
57	с психологической точки	1	1
58	так как они	1	1
59	по сравнению с	4	1
60	себе и все	1	1
61	она все же	1	1
62	друг к другу	4	1
63	и мы увидим	2	1
64	но не только	1	1
65	как бы в	2	1
66	когда мы говорим	1	1
67	не мог бы	1	1
68	и в том	1	1
69	что он был	1	1
70	и можно назвать	1	1
71	решить вопрос о	1	1
72	потому что мы	1	1
73	мы имеем в	1	1
74	о том что	6	1
75	из самой глубины	1	1
76	не что иное	2	1
77	можно было бы	3	1
78	в том что	14	1
