N	2gram	Tiupa_Hudo_1	Dialekti
1	и не	2	30
2	по себе	2	25
3	т е	4	25
4	и т	11	21
5	т д	3	19
6	и в	14	18
7	точки зрения	5	17
8	ничего не	8	17
9	может быть	5	17
10	в нем	3	16
11	ни в	5	15
12	не имеет	2	15
13	так что	2	15
14	потому что	5	14
15	а не	12	14
16	не только	12	13
17	и даже	3	13
18	то что	8	13
19	что в	6	13
20	в этом	11	12
21	было бы	6	12
22	с точки	3	12
23	если бы	3	12
24	и что	2	12
25	не может	7	12
26	в себе	11	11
27	что он	9	11
28	так как	1	11
29	как бы	7	11
30	все это	2	11
31	то же	9	10
32	есть нечто	1	10
33	несмотря на	4	10
34	прежде всего	11	10
35	сказать что	1	10
36	и то	1	9
37	отнюдь не	3	9
38	так и	13	9
39	это не	7	9
40	том что	16	9
41	никогда не	6	9
42	в том	12	9
43	ясно что	2	8
44	но это	1	8
45	также и	1	7
46	и как	1	7
47	то в	4	7
48	что она	4	7
49	что не	2	7
50	как она	2	7
51	вовсе не	1	7
52	но и	5	7
53	его не	1	6
54	хотя бы	1	6
55	в чем	1	6
56	но в	5	6
57	с другой	1	6
58	и вот	1	6
59	не в	7	6
60	она не	4	6
61	в то	8	6
62	с ним	4	6
63	никак не	2	6
64	можно сказать	4	6
65	ни с	1	6
66	не было	4	6
67	ни на	1	6
68	да и	2	6
69	говорить о	3	5
70	я не	1	5
71	и он	5	5
72	отношение к	1	5
73	общего с	1	5
74	в своем	4	5
75	все же	3	5
76	на то	4	5
77	и с	4	5
78	что оно	1	5
79	в этих	5	5
80	в отношении	1	5
81	в виду	1	5
82	в дальнейшем	1	5
83	можно было	5	5
84	мы должны	1	5
85	он сам	1	5
86	в особенности	1	5
87	говорит о	1	5
88	она есть	1	5
89	или не	3	5
90	а в	7	5
91	это и	1	4
92	не самое	1	4
93	как он	2	4
94	об этом	5	4
95	как таковой	1	4
96	нисколько не	1	4
97	смысл и	1	4
98	и более	1	4
99	на всю	1	4
100	что эта	1	4
101	же время	8	4
102	не о	2	4
103	к тому	7	4
104	ничего общего	1	4
105	как мы	3	4
106	быть может	7	4
107	о том	12	4
108	от него	3	4
109	и об	2	4
110	но не	3	4
111	с какой	1	4
112	в конце	4	4
113	как раз	4	4
114	как это	1	4
115	хотя и	2	4
116	может и	3	4
117	во всяком	1	4
118	самом деле	5	3
119	только потому	2	3
120	но она	1	3
121	в ней	4	3
122	мысли и	1	3
123	на самом	2	3
124	а только	4	3
125	если в	2	3
126	все равно	2	3
127	что они	1	3
128	не буду	1	3
129	стороны и	1	3
130	более или	1	3
131	от этого	1	3
132	в самом	4	3
133	та же	4	3
134	он не	4	3
135	всех этих	1	3
136	содержит в	1	3
137	что ни	1	3
138	но все	1	3
139	этом смысле	1	3
140	должно быть	2	3
141	или менее	1	3
142	имеет ничего	1	3
143	в их	2	3
144	что я	2	3
145	точку зрения	1	3
146	друг другу	1	3
147	даже в	3	3
148	тому что	4	3
149	вплоть до	1	3
150	на себе	2	3
151	в основе	1	3
152	та или	3	3
153	в науке	1	3
154	или иная	3	3
155	ничто не	1	3
156	могут быть	1	3
157	и о	4	3
158	жизнь и	1	3
159	и та	1	3
160	один из	4	3
161	но с	2	3
162	только в	5	3
163	только на	2	3
164	же это	1	3
165	даже не	1	3
166	и из	1	3
167	еще и	1	3
168	что для	1	3
169	ничем не	3	3
170	и потому	2	3
171	в данном	1	3
172	относиться к	1	3
173	что же	2	3
174	в его	8	3
175	и все	4	3
176	бы в	1	3
177	конце концов	1	3
178	только что	4	3
179	но вот	1	3
180	жизни и	5	3
181	о чем-то	1	3
182	можно говорить	1	2
183	говоря о	2	2
184	же как	2	2
185	на вас	1	2
186	он всегда	1	2
187	для своего	2	2
188	и состоит	1	2
189	что уже	1	2
190	вопрос о	2	2
191	исторической эпохи	1	2
192	не нужно	2	2
193	я никогда	1	2
194	из этих	1	2
195	но как	2	2
196	себе и	2	2
197	относится к	1	2
198	что именно	1	2
199	с этим	3	2
200	что касается	1	2
201	о самом	1	2
202	все эти	3	2
203	в первую	2	2
204	не как	1	2
205	сказал что	1	2
206	на земле	1	2
207	на этом	3	2
208	является не	1	2
209	в мире	3	2
210	ничего такого	1	2
211	но уже	1	2
212	с этой	2	2
213	как и	9	2
214	одна и	1	2
215	между собою	1	2
216	до сих	2	2
217	в своей	10	2
218	всяком случае	1	2
219	себе а	1	2
220	в которых	1	2
221	несет на	2	2
222	и другого	1	2
223	и от	4	2
224	для нее	2	2
225	не знает	2	2
226	раз и	1	2
227	не менее	5	2
228	но они	1	2
229	как можно	1	2
230	иной раз	1	2
231	и другое	2	2
232	как о	1	2
233	мысли в	1	2
234	что их	1	2
235	заметить что	2	2
236	же он	1	2
237	и эта	1	2
238	этом отношении	3	2
239	и это	4	2
240	в другом	2	2
241	мог бы	1	2
242	его самого	1	2
243	тех кто	2	2
244	цвета в	1	2
245	эти два	1	2
246	вслед за	1	2
247	в него	2	2
248	того что	4	2
249	и быть	4	2
250	с ними	2	2
251	и так	2	2
252	поэтому и	2	2
253	с одной	1	2
254	в качестве	9	2
255	есть своя	1	2
256	же и	1	2
257	уже не	7	2
258	и у	1	2
259	то и	3	2
260	всегда было	1	2
261	из них	4	2
262	чего и	1	2
263	для него	10	2
264	т п	8	2
265	иначе не	1	2
266	ее на	1	2
267	со стороны	3	2
268	живой и	1	2
269	как у	1	2
270	о внутреннем	1	2
271	именно в	7	2
272	с той	2	2
273	а с	2	2
274	о чем	1	2
275	он и	1	2
276	в частности	5	2
277	как в	8	2
278	одной стороны	1	2
279	еще не	7	2
280	как например	1	2
281	такой же	3	2
282	сих пор	2	2
283	но так	1	2
284	об одном	2	2
285	и для	3	2
286	тем более	1	2
287	не будучи	1	2
288	ни к	2	2
289	я в	1	2
290	всегда есть	1	2
291	о своем	1	2
292	я могу	1	2
293	этой точки	1	2
294	которая не	2	2
295	я и	2	1
296	а между	1	1
297	как известно	1	1
298	как все	2	1
299	речь идет	3	1
300	неотделима от	1	1
301	например в	2	1
302	и без	1	1
303	и казалось	1	1
304	к своей	1	1
305	к другому	4	1
306	и до	1	1
307	какими бы	1	1
308	то самое	1	1
309	и этот	1	1
310	той же	2	1
311	а как	1	1
312	может даже	1	1
313	мы не	2	1
314	общества и	1	1
315	с самых	1	1
316	из этого	1	1
317	из жизни	1	1
318	вот я	1	1
319	саму по	1	1
320	легче чем	1	1
321	же что	1	1
322	так а	1	1
323	ничего в	1	1
324	разумеется не	1	1
325	виде то	1	1
326	мало отвечают	1	1
327	столь же	4	1
328	от себя	2	1
329	во всех	1	1
330	различия между	1	1
331	в ее	3	1
332	не требует	1	1
333	совсем не	1	1
334	с самой	1	1
335	явлений и	1	1
336	в сторону	1	1
337	друг от	1	1
338	друга и	1	1
339	нет и	1	1
340	один и	1	1
341	чем же	1	1
342	себя за	1	1
343	первый взгляд	1	1
344	его на	1	1
345	дает нам	1	1
346	в связи	3	1
347	когда он	1	1
348	сознания в	1	1
349	это тоже	1	1
350	говорит об	1	1
351	и к	4	1
352	потом как	1	1
353	и говорит	1	1
354	не более	1	1
355	в общий	1	1
356	к чему	1	1
357	в которой	1	1
358	так или	2	1
359	бы не	1	1
360	так в	2	1
361	по преимуществу	3	1
362	не сводимой	1	1
363	эпохи и	1	1
364	проникает в	1	1
365	не могла	1	1
366	вообще не	1	1
367	при этом	12	1
368	есть именно	1	1
369	к одному	1	1
370	понятий и	1	1
371	в силу	1	1
372	раз говорит	1	1
373	и по	3	1
374	него и	1	1
375	по его	1	1
376	что все	1	1
377	же не	1	1
378	тем в	1	1
379	главным образом	1	1
380	же касается	2	1
381	мы уже	4	1
382	которой уже	1	1
383	для своей	1	1
384	его в	3	1
385	не умеет	2	1
386	первую очередь	2	1
387	уже знаем	2	1
388	характер не	1	1
389	всю его	1	1
390	весь мир	1	1
391	и тем	1	1
392	не соответствует	1	1
393	в жизни	1	1
394	из нее	1	1
395	далеко не	1	1
396	в этой	8	1
397	этого не	1	1
398	со своими	1	1
399	этим и	1	1
400	говорится о	2	1
401	в москве	1	1
402	с такой	1	1
403	две последние	1	1
404	я этого	1	1
405	еще недостаточно	1	1
406	в такой	2	1
407	как произведение	1	1
408	место в	1	1
409	большей степени	1	1
410	знаем что	1	1
411	и они	1	1
412	теперь всю	1	1
413	дело уже	1	1
414	есть его	1	1
415	другом и	1	1
416	но он	3	1
417	сами по	1	1
418	и следа	1	1
419	том чтобы	1	1
420	тем не	4	1
421	еще раз	2	1
422	сознание что	1	1
423	она или	1	1
424	мере и	1	1
425	встреча двух	1	1
426	вообще на	1	1
427	этом не	1	1
428	чистом виде	1	1
429	тем самым	1	1
430	до известной	1	1
431	себе момент	2	1
432	самого начала	1	1
433	то чего	1	1
434	дело в	1	1
435	а тогда	1	1
436	о них	1	1
437	того чтобы	3	1
438	чем не	1	1
439	как два	1	1
440	жизни не	1	1
441	именно с	1	1
442	положения этой	1	1
443	этих двух	1	1
444	всего на	1	1
445	по своей	4	1
446	истину в	1	1
447	и его	5	1
448	же самая	1	1
449	связи с	4	1
450	науке о	1	1
451	как будто	4	1
452	не потому	1	1
453	с другом	1	1
454	глубочайшим образом	1	1
455	не бывает	2	1
456	но напротив	1	1
457	не могут	1	1
458	когда мы	1	1
459	же самое	1	1
460	уже было	1	1
461	она же	1	1
462	это ему	1	1
463	на это	1	1
464	если же	1	1
465	и которая	1	1
466	от друга	1	1
467	но при	1	1
468	здесь не	2	1
469	им она	1	1
470	в голову	1	1
471	характер и	2	1
472	бы дать	1	1
473	смысл но	1	1
474	с самого	1	1
475	этих категорий	1	1
476	однако эта	1	1
477	на том	2	1
478	и когда	3	1
479	что у	3	1
480	в образе	1	1
481	на нее	1	1
482	времени и	1	1
483	и каждый	2	1
484	еще в	3	1
485	в результате	2	1
486	нас и	1	1
487	каждого отдельного	2	1
488	воли и	1	1
489	ее лицо	1	1
490	и там	1	1
491	еще ничего	1	1
492	при котором	2	1
493	но мы	1	1
494	сознания есть	1	1
495	все его	1	1
496	этим не	1	1
497	января г	1	1
498	того или	2	1
499	все в	1	1
500	не хочется	1	1
501	между тем	8	1
502	нечто иное	1	1
503	переходит в	1	1
504	говорить об	2	1
505	и только	1	1
506	тотчас же	1	1
507	у которого	1	1
508	но тут	1	1
509	сразу же	1	1
510	и дело	2	1
511	речь о	1	1
512	в какой	1	1
513	в стороне	1	1
514	видел как	1	1
515	это очень	1	1
516	деле не	1	1
517	играет роль	1	1
518	за ней	1	1
519	к живой	1	1
520	себя в	4	1
521	есть в	1	1
522	да еще	1	1
523	второй и	1	1
524	уже в	1	1
525	преимуществу к	1	1
526	вполне а	1	1
527	а то	2	1
528	не дает	1	1
529	но совершенно	1	1
530	смеется в	1	1
531	бы совершенно	1	1
532	или как	1	1
533	для них	1	1
534	ее не	1	1
535	самое непосредственное	2	1
536	у него	9	1
537	никакого отношения	1	1
538	их живой	1	1
539	никуда не	1	1
540	не видел	1	1
541	же деле	1	1
542	его ни	1	1
543	на примере	1	1
544	с другим	2	1
545	в я	4	1
546	или иначе	2	1
547	сюда же	1	1
548	говорить и	1	1
549	эти две	1	1
550	только один	1	1
551	в природе	1	1
552	мы еще	1	1
553	и др	1	1
554	связано с	1	1
555	превращается в	3	1
556	самом же	1	1
557	а за	1	1
558	и я	1	1
559	там где	1	1
560	общий контекст	1	1
561	и уже	1	1
562	жизнь в	1	1
563	и ему	2	1
564	их самих	1	1
565	рассказа где	1	1
566	которого она	1	1
567	он мыслит	1	1
568	и глубокое	1	1
569	представить себе	1	1
570	а она	1	1
571	в духе	4	1
572	даже до	1	1
573	к своему	2	1
574	на лошади	1	1
575	и полное	1	1
576	перед нами	5	1
577	в чистом	1	1
578	его жизни	2	1
579	от обыкновенной	1	1
580	быть только	1	1
581	происходит в	1	1
582	другое не	1	1
583	друг с	1	1
584	делать с	1	1
585	на свете	1	1
586	главе с	1	1
587	действительности как	1	1
588	xix в	4	1
589	и смерти	3	1
590	было ни	1	1
591	и тому	1	1
592	того и	1	1
593	что мы	1	1
594	казалось что	1	1
595	видно что	2	1
596	между прочим	1	1
597	только еще	1	1
598	но для	1	1
599	к другим	1	1
600	всего в	1	1
601	в полном	1	1
602	известной степени	1	1
603	он видел	1	1
604	не знаем	2	1
605	чтобы создать	1	1
606	уже на	1	1
607	действует так	1	1
608	при таком	1	1
609	в пределе	1	1
610	о котором	2	1
611	своей собственной	2	1
612	но также	1	1
613	на первый	1	1
614	для нас	1	1
615	пушкина и	1	1
616	но именно	1	1
617	к этой	3	1
618	тут тоже	1	1
619	них и	1	1
620	с ужасом	1	1
621	а также	3	1
622	хотя в	1	1
623	всегда только	1	1
624	к ее	1	1
625	жизни в	6	1
626	не замечают	1	1
627	всего мира	2	1
628	от своего	1	1
629	к его	1	1
630	в последнем	1	1
631	только о	1	1
632	о себе	1	1
633	и другие	1	1
634	они не	2	1
635	который не	1	1
636	в таком	3	1
637	все что	1	1
