N	4gram	Vygotskiy__4	Psycholo
1	заключается в том что	13	4
2	в то время как	1	2
3	все больше и больше	1	2
4	одно и то же	6	2
5	все более и более	2	2
6	мы могли бы сказать	2	1
7	только в том что	2	1
8	мы видим что все	1	1
9	в том смысле как	1	1
10	и то же слово	3	1
11	что с одной стороны	1	1
12	имеет совершенно другой смысл	1	1
13	одна и та же	1	1
14	в такой же мере	1	1
15	в том смысле что	1	1
16	с другой стороны мы	2	1
17	в том что они	2	1
18	один и тот же	7	1
19	когда он говорит что	1	1
20	в самом деле если	1	1
21	во всяком случае очень	1	1
22	с этой точки зрения	4	1
23	прав когда он говорит	1	1
24	одной и той же	4	1
25	состоит в том что	3	1
26	нового по сравнению с	1	1
27	что они представляют собой	1	1
28	заключается в том чтобы	1	1
29	не только то что	1	1
30	в том случае если	1	1
31	совершенно прав когда он	1	1
32	и во всех остальных	1	1
