N	2gram	Berdyaev_N_1	StatiiOP
1	и в	16	29
2	том что	2	27
3	в том	8	27
4	в этом	7	21
5	не только	5	19
6	но и	3	19
7	что в	9	19
8	о том	4	17
9	в его	1	13
10	что он	1	13
11	в которой	1	11
12	то что	4	11
13	все это	5	11
14	к тому	3	10
15	в своем	1	9
16	он не	8	9
17	потому что	4	9
18	так и	2	9
19	и не	11	9
20	как на	1	9
21	но в	2	8
22	и пр	3	8
23	я не	2	7
24	в ней	5	7
25	в самом	1	7
26	но все	1	7
27	в своей	3	7
28	в котором	1	7
29	не столько	1	7
30	для того	1	7
31	в виду	1	7
32	с тем	3	7
33	вместе с	2	7
34	вопрос о	3	6
35	и на	2	6
36	того чтобы	2	6
37	и его	1	6
38	и что	2	6
39	до сих	1	6
40	было бы	1	5
41	своего рода	1	5
42	прежде всего	4	5
43	а не	17	5
44	в той	1	5
45	сих пор	1	5
46	хотя и	2	4
47	и к	5	4
48	в нем	5	4
49	и с	2	4
50	не в	6	4
51	еще до	2	4
52	но также	1	4
53	времени и	2	4
54	раньше чем	1	4
55	с другой	3	4
56	того времени	1	4
57	же как	2	3
58	хотя бы	2	3
59	не был	1	3
60	но не	2	3
61	как в	3	3
62	с этим	2	3
63	не было	4	3
64	в известном	1	3
65	вообще не	1	3
66	в россии	3	3
67	из них	1	3
68	ни в	6	3
69	в эту	1	3
70	в этих	1	3
71	и сейчас	1	3
72	но он	1	3
73	по себе	1	3
74	не менее	4	3
75	никогда не	6	3
76	на себя	1	3
77	тем что	1	3
78	у нас	1	3
79	оно не	1	3
80	в образе	1	3
81	на нее	1	3
82	должно было	2	3
83	но это	6	3
84	вот что	1	3
85	всяком случае	1	3
86	и даже	2	3
87	так же	2	3
88	xix века	5	3
89	другой стороны	2	3
90	давно уже	1	3
91	во всяком	1	3
92	того же	1	2
93	только потому	1	2
94	это время	1	2
95	с его	6	2
96	отличие от	1	2
97	нет и	2	2
98	в истории	3	2
99	все эти	2	2
100	в этой	1	2
101	в себе	2	2
102	в статье	1	2
103	не к	2	2
104	и более	1	2
105	значительной степени	1	2
106	это было	3	2
107	к власти	3	2
108	истории и	9	2
109	в это	1	2
110	борьбе за	1	2
111	как и	7	2
112	что такое	3	2
113	в отличие	1	2
114	века и	2	2
115	времени не	1	2
116	не могли	2	2
117	что этот	1	2
118	совершенно так	1	2
119	и вся	1	2
120	нет никакого	1	2
121	xviii века	2	2
122	в то	2	2
123	не имеет	4	2
124	есть еще	1	2
125	не может	16	2
126	не по	1	2
127	в области	1	2
128	в каком	1	2
129	в духе	3	2
130	на это	1	2
131	и это	2	2
132	в ее	3	2
133	во многом	1	2
134	еще в	1	2
135	к подлинному	2	2
136	а также	1	2
137	в значительной	1	2
138	в которую	1	2
139	начала xix	1	2
140	как например	1	2
141	только в	1	2
142	сами по	1	2
143	в конце	1	2
144	так как	1	2
145	может быть	7	2
146	в них	4	2
147	в период	1	2
148	ему не	1	2
149	не на	1	2
150	эти слова	1	2
151	и потому	4	2
152	как это	2	2
153	по своему	4	2
154	такого рода	2	2
155	по существу	2	2
156	том смысле	1	2
157	ко времени	1	2
158	а к	1	2
159	во время	1	2
160	сказать что	3	2
161	они не	1	2
162	я ни	1	1
163	зависимость от	1	1
164	это и	2	1
165	по преимуществу	1	1
166	и до	1	1
167	не имеют	2	1
168	высшей степени	6	1
169	в зависимости	1	1
170	из всех	1	1
