N	2gram	Losev_Prob_1	FransuaR
1	и в	32	41
2	то есть	33	20
3	таким образом	6	19
4	в этом	19	15
5	как и	3	14
6	и все	7	14
7	то же	10	13
8	все эти	8	13
9	в этой	10	13
10	мы уже	5	12
11	в его	6	12
12	в себе	15	11
13	как мы	7	11
14	в том	9	11
15	прежде всего	10	11
16	так и	12	10
17	в то	6	10
18	все это	7	10
19	в своем	5	9
20	не в	4	9
21	и его	3	9
22	в качестве	2	9
23	но и	9	9
24	что в	12	9
25	но в	14	8
26	в конце	6	8
27	то что	42	8
28	и от	1	8
29	по существу	2	8
30	в нем	13	7
31	вовсе не	35	7
32	в них	7	7
33	как бы	14	7
34	и не	31	7
35	в романе	1	7
36	и до	2	6
37	ни в	7	6
38	о том	11	6
39	мы видим	2	6
40	только в	7	6
41	это не	6	6
42	есть в	5	6
43	для него	2	6
44	все они	1	6
45	в году	1	5
46	как в	4	5
47	и к	1	5
48	не только	17	5
49	на этом	1	5
50	мы видели	1	5
51	точки зрения	3	5
52	того как	3	5
53	потому что	16	5
54	и это	9	5
55	к нему	3	5
56	на одном	2	5
57	уже в	3	5
58	вместе с	2	5
59	так же	9	5
60	и для	4	5
61	в другое	1	5
62	а в	4	5
63	к этому	1	5
64	место в	1	4
65	в сущности	2	4
66	момент в	2	4
67	и на	8	4
68	хотя и	6	4
69	что это	3	4
70	он не	3	4
71	но все	3	4
72	и с	2	4
73	на этой	2	4
74	должно быть	2	4
75	том что	12	4
76	но он	3	4
77	одна из	1	4
78	ничего не	10	4
79	в виду	6	4
80	в одну	1	4
81	из одного	1	4
82	и здесь	6	4
83	может быть	14	4
84	было бы	8	4
85	мира в	1	4
86	конце концов	4	4
87	например в	2	3
88	он может	1	3
89	и есть	6	3
90	из самых	1	3
91	с точки	3	3
92	проникает в	1	3
93	той же	1	3
94	я не	1	3
95	с ее	1	3
96	он был	1	3
97	во всех	7	3
98	совсем не	4	3
99	кроме того	2	3
100	его к	1	3
101	от этого	1	3
102	выражение в	1	3
103	и те	1	3
104	при этом	6	3
105	но именно	3	3
106	в нее	1	3
107	связанные с	1	3
108	его в	6	3
109	несмотря на	3	3
110	во время	1	3
111	в своей	8	3
112	в их	4	3
113	оказывается что	2	3
114	тем самым	4	3
115	сам он	1	3
116	в отношении	3	3
117	не имеет	2	3
118	тем что	7	3
119	как о	1	3
120	ведь все	1	3
121	очень часто	1	3
122	можно было	3	3
123	связанных с	1	3
