N	3gram	Potebnia_M_4	KulturaY
1	и т п	4	24
2	и т д	3	14
3	в том что	7	10
4	с точки зрения	3	8
5	для того чтобы	4	8
6	с другой стороны	1	7
7	только потому что	2	6
8	по крайней мере	5	6
9	во всяком случае	3	5
10	само по себе	5	5
11	тем не менее	4	5
12	не может быть	5	4
13	в этом отношении	1	3
14	точно так же	1	3
15	в связи с	1	3
16	то же время	3	3
17	в то же	3	3
18	со стороны говорящего	1	3
19	что все эти	1	3
20	сплошь да рядом	1	2
21	а следовательно и	1	2
22	на самом деле	3	2
23	тем самым мы	1	2
24	в этом случае	5	2
25	в этом слове	4	2
26	только в том	2	2
27	том случае если	1	2
28	хотя бы и	2	2
29	на этот вопрос	2	2
30	т п но	1	2
31	вместе с тем	3	2
32	т п и	1	2
33	в том случае	3	2
34	может быть только	1	2
35	дело не в	1	2
36	в этом роде	1	2
37	именно в силу	1	2
38	и в том	2	2
39	в свое время	1	2
40	в свою очередь	1	2
41	и в самом	1	2
42	можно сказать что	4	2
43	мы говорим о	1	2
44	на то что	4	2
45	чтобы понять что	1	2
46	так или иначе	2	2
47	то тем самым	1	2
48	потому что как	2	1
49	в том смысле	2	1
50	если бы язык	2	1
51	хотя и не	1	1
52	то что я	7	1
53	не более как	1	1
54	иметь в виду	1	1
55	дело в том	1	1
56	таким же образом	1	1
57	легко заметить что	1	1
58	в настоящее время	1	1
59	в том и	2	1
60	с этим словом	1	1
61	так как оно	2	1
62	и не только	1	1
63	если так то	1	1
64	до сих пор	4	1
65	сам по себе	4	1
66	в том только	1	1
67	можно говорить о	1	1
68	мы должны признать	1	1
69	сказать несколько слов	2	1
70	не имеет никакого	1	1
71	мы могли бы	2	1
72	не было бы	1	1
73	а если так	1	1
74	ту же мысль	1	1
75	тех пор пока	2	1
76	большую роль в	1	1
77	и говорить о	1	1
78	что если бы	2	1
79	что все это	1	1
80	смысле в каком	1	1
81	это слово по	1	1
82	и той же	1	1
83	и не в	1	1
84	может быть не	1	1
85	главным образом в	1	1
86	и то что	4	1
87	может быть и	1	1
88	бы и в	1	1
89	и более сложные	1	1
90	в такой степени	1	1
91	не все равно	1	1
92	в разговорной речи	1	1
93	в данном случае	2	1
94	не то что	3	1
95	сами по себе	2	1
96	в первый раз	1	1
97	мы не знаем	1	1
98	с одной стороны	1	1
99	смысле этого слова	1	1
100	и здесь мы	1	1
101	не могут быть	2	1
102	не в том	2	1
103	таким образом при	1	1
104	все более и	2	1
105	в виду что	1	1
106	такими словами как	1	1
107	ход мысли не	1	1
108	но в этой	1	1
109	или быть может	1	1
110	того чтобы определить	1	1
111	иначе как в	1	1
112	где не только	1	1
113	что в языке	2	1
114	есть не что	1	1
115	до тех пор	6	1
116	можем найти и	1	1
117	потому что не	1	1
118	заключается в том	1	1
119	в то время	1	1
120	в том чтобы	1	1
121	как и в	1	1
122	лишь в том	1	1
123	оно могло бы	1	1
124	о том что	5	1
125	только в языке	1	1
126	ничего общего с	1	1
127	и все это	1	1
128	с самого начала	1	1
129	в связь с	1	1
130	более и более	2	1
131	языка так как	1	1
132	что иное как	2	1
133	речь идет о	1	1
134	к тому чтобы	1	1
135	у нас в	1	1
136	случае если бы	1	1
137	по поводу этого	1	1
138	в большинстве случаев	2	1
139	после того как	2	1
140	и только потому	1	1
141	с течением времени	2	1
142	к тому что	1	1
143	в каком отношении	1	1
144	одной и той	1	1
145	что он говорит	1	1
146	не что иное	2	1
147	достаточно для того	1	1
148	это однако не	1	1
149	таким образом в	1	1
150	то же что	1	1
151	в высокой степени	2	1
152	только тогда когда	4	1
