N	2gram	Tiupa_Narr_1	Formalny
1	и не	23	30
2	и в	11	27
3	может быть	15	25
4	не может	8	24
5	так и	5	21
6	и его	10	19
7	в этом	12	18
8	таким образом	1	18
9	а не	13	17
10	самом деле	3	16
11	точки зрения	5	16
12	то же	8	15
13	в нем	4	15
14	между ними	2	15
15	на самом	1	14
16	как и	13	14
17	с точки	1	14
18	не в	6	12
19	если бы	7	12
20	и т	1	11
21	в самом	6	11
22	в жизни	3	11
23	и от	2	11
24	художественное произведение	1	11
25	но и	27	10
26	в действительности	1	9
27	не только	31	9
28	лишь в	3	9
29	так как	1	9
30	так же	1	9
31	отнюдь не	2	8
32	с помощью	1	8
33	как бы	6	8
34	при этом	19	8
35	входит в	2	8
36	как мы	2	8
37	в пределах	2	8
38	только в	12	8
39	как раз	6	8
40	то что	9	8
41	и все	3	8
42	что в	3	8
43	тем же	2	7
44	с тем	1	7
45	не менее	3	7
46	же время	4	7
47	потому что	5	7
48	его в	1	7
49	между тем	3	7
50	в его	6	7
51	в том	8	7
52	для них	2	7
53	там где	1	7
54	все это	1	7
55	совершенно не	1	7
56	в то	4	7
57	в искусстве	1	7
58	еще не	4	6
59	но в	7	6
60	т д	1	6
61	произведение как	1	6
62	в своей	5	6
63	и ее	3	6
64	всяком случае	2	6
65	произведения как	1	6
66	все время	1	6
67	в литературе	4	6
68	что он	3	6
69	с другой	2	6
70	вместе с	2	6
71	в данном	11	6
72	все же	4	6
73	и для	2	6
74	хотя бы	2	6
75	во всяком	2	6
76	в зависимости	2	5
77	зависимости от	2	5
78	но не	4	5
79	что именно	1	5
80	так сказать	2	5
81	ни было	1	5
82	того чтобы	4	5
83	сводится к	3	5
84	если же	1	5
85	в ней	4	5
86	никогда не	4	5
87	и понимание	1	5
88	связи с	2	5
89	друг друга	2	5
90	тем что	1	5
91	и потому	1	5
92	тому как	3	5
93	не является	3	5
94	в результате	2	5
95	другой стороны	2	5
96	мы не	3	4
97	он был	1	4
98	бы то	1	4
99	как в	4	4
100	и как	3	4
101	в целом	3	4
102	но ведь	1	4
103	на ее	2	4
104	бы ни	1	4
105	в корне	1	4
106	подобно тому	3	4
107	то ни	1	4
108	данном случае	8	4
109	в ее	1	4
110	в слове	3	4
111	том что	7	4
112	по себе	4	4
113	она не	2	4
114	мы можем	2	4
115	и является	2	4
116	могут быть	1	4
117	к тому	6	4
118	роль в	2	4
119	и восприятия	1	4
120	о том	4	4
121	уже в	1	4
122	только на	2	4
123	для того	3	4
124	со стороны	8	4
125	прежде всего	4	4
126	до конца	2	4
127	произведение в	1	4
128	в связи	2	4
129	мы видели	1	4
130	как это	3	4
131	да и	2	4
132	слова и	1	4
133	между собой	2	4
134	в романе	2	4
135	жизни и	6	4
136	они не	1	4
137	одним из	1	3
138	же как	1	3
139	того же	1	3
140	мы уже	1	3
141	той же	1	3
142	мы и	1	3
143	в виду	1	3
144	и на	5	3
145	в которых	1	3
146	столь же	5	3
147	во всех	1	3
148	как со	1	3
149	что это	1	3
150	в себе	6	3
151	сливаются в	2	3
152	и с	3	3
153	это не	3	3
154	и тем	4	3
155	он и	2	3
156	раз и	1	3
157	в этих	2	3
158	от его	1	3
159	по отношению	3	3
160	тому что	1	3
161	для нас	1	3
162	этом отношении	3	3
163	же самое	2	3
164	они и	2	3
165	оно не	2	3
166	реальной действительности	1	3
167	только то	1	3
168	в произведении	2	3
169	ясно что	1	3
170	еще в	3	3
171	никак не	2	3
172	можно сказать	5	3
173	их в	3	3
174	в него	1	3
175	дело с	2	3
176	уже не	8	3
177	его и	2	3
178	нуждается в	1	3
179	в конце	2	3
180	произведения и	1	3
181	не о	2	3
182	данного высказывания	1	3
183	у нас	3	3
184	не на	1	3
185	на фоне	1	3
186	к его	2	3
187	она есть	1	3
188	в той	2	3
189	того что	4	3
190	отношению к	3	3
191	о нем	3	3
192	жизни в	2	3
193	сказать что	2	3
194	имеет место	4	3
195	героя в	3	3
196	чтобы не	1	2
197	это и	1	2
198	в котором	1	2
199	к полюсу	1	2
200	язык как	2	2
201	в сущности	2	2
202	и со	1	2
203	и сами	1	2
204	с его	4	2
205	отличие от	2	2
206	в своем	3	2
207	то в	4	2
208	бы не	1	2
209	из этих	4	2
210	следующей главе	1	2
211	в этой	6	2
212	как он	1	2
213	что она	1	2
214	главным образом	1	2
215	теперь на	1	2
216	не как	1	2
217	на земле	1	2
218	какой бы	1	2
219	его от	1	2
220	именно это	1	2
221	человека в	2	2
222	на протяжении	7	2
223	уже знаем	1	2
224	он является	1	2
225	окружающей действительности	1	2
226	и тогда	2	2
227	нисколько не	1	2
228	том как	1	2
229	или точнее	1	2
230	в отличие	2	2
231	внешнего и	1	2
232	однако в	3	2
233	что этот	1	2
234	необходимо чтобы	1	2
235	даже в	1	2
236	до известной	1	2
237	дело не	2	2
238	дело в	2	2
239	одна из	4	2
240	и притом	2	2
241	как следует	1	2
242	в единство	1	2
243	не могло	2	2
244	слова как	1	2
245	и лишь	1	2
246	тем не	3	2
247	не останется	1	2
248	из одного	1	2
249	отличается от	1	2
250	ориентируясь на	1	2
251	с ее	2	2
252	как не	1	2
253	но при	3	2
254	здесь не	2	2
255	так в	4	2
256	в пределе	1	2
257	вошел в	1	2
258	в окружающей	1	2
259	является в	1	2
260	поэтому в	1	2
261	для этого	1	2
262	ничего не	2	2
263	что каждый	1	2
264	ее и	1	2
265	с установкой	2	2
266	что и	1	2
267	и только	2	2
268	от этих	2	2
269	в художественной	1	2
270	человека как	1	2
271	предмета и	1	2
272	в формах	1	2
273	мы увидим	1	2
274	должен быть	1	2
275	не можем	1	2
276	и внутреннего	2	2
277	языка как	1	2
278	от других	1	2
279	в данной	1	2
280	из них	4	2
281	сами по	2	2
282	автор и	1	2
283	случае с	1	2
284	и даже	2	2
285	или иной	4	2
286	в области	2	2
287	действующих лиц	5	2
288	мы еще	1	2
289	связано с	1	2
290	а на	2	2
291	одну из	1	2
292	была бы	1	2
293	но уже	1	2
294	установкой на	2	2
295	но это	1	2
296	ни для	1	2
297	но для	3	2
298	в следующей	3	2
299	известной степени	1	2
300	чтобы создать	1	2
301	сознания и	1	2
302	у них	1	2
303	не утрачивая	1	2
304	одной из	1	2
305	героя и	2	2
306	к этому	1	2
307	в таком	2	2
308	и завершается	1	1
309	именно эта	2	1
310	и через	2	1
311	сам по	1	1
312	и то	3	1
313	а из	1	1
314	дело обстоит	1	1
315	тех же	1	1
316	переход от	2	1
317	между двумя	5	1
318	в первом	4	1
319	и до	1	1
320	нельзя назвать	1	1
321	со своей	1	1
322	не происходит	1	1
323	значения как	1	1
324	мы имеем	3	1
325	всех его	2	1
326	в первый	1	1
327	во времени	9	1
328	этом не	1	1
329	ни единого	1	1
330	высказывание внутренняя	1	1
331	в каждый	1	1
332	становится совершенно	1	1
333	и внутренние	1	1
334	это сделать	1	1
335	а для	3	1
336	из того	1	1
