N	4gram	Medvedev_F_3	KulturaY
1	и т п в	2	3
2	и тем не менее	1	3
3	в зависимости от того	1	3
4	одним и тем же	2	2
5	одного и того же	1	2
6	не в том что	1	2
7	один и тот же	1	2
8	пределы формы оно тоже	1	1
9	материала не выходит за	1	1
10	и не может быть	3	1
11	той мере в какой	1	1
12	одной и той же	1	1
13	а то и просто	1	1
14	не выходит за пределы	1	1
15	в собственном смысле слова	1	1
16	и т п т	1	1
17	с этой точки зрения	1	1
18	в каком можно говорить	1	1
19	в самом деле ведь	1	1
20	во-вторых с точки зрения	1	1
21	т п т е	1	1
22	можно говорить о языке	1	1
23	и пр и пр	1	1
24	с нашей точки зрения	1	1
25	одних и тех же	1	1
26	в связи с общим	1	1
27	не потому что он	1	1
28	за пределы формы оно	1	1
29	и в то же	2	1
30	у нас в россии	1	1
31	во-первых с точки зрения	1	1
32	о материале и приеме	1	1
33	понятие материала не выходит	1	1
34	говорить о языке как	1	1
35	ни в коем случае	1	1
36	выходит за пределы формы	1	1
37	в то же время	7	1
38	можно говорить как о	1	1
39	с точки зрения ее	1	1
40	в той мере в	1	1
41	т е она не	1	1
