N	2gram	Bakhtin_Pr_4	Analitik
1	в этом	16	18
2	не только	14	16
3	и в	46	16
4	в частности	1	16
5	так и	4	15
6	как и	12	14
7	своего рода	4	12
8	но и	12	12
9	и не	27	12
10	том что	4	12
11	в том	9	12
12	при этом	5	10
13	могут быть	2	10
14	а не	11	10
15	как бы	19	10
16	в этой	3	9
17	лишь в	2	9
18	ничего не	2	9
19	в пределах	10	9
20	и даже	3	9
21	то есть	40	9
22	в целом	1	8
23	в данном	2	8
24	и т.п	14	8
25	особенно в	5	7
26	в игре	1	7
27	к тому	2	7
28	о том	5	7
29	в себе	7	7
30	то что	4	7
31	в самом	9	6
32	и на	11	6
33	но в	6	6
34	в мире	3	6
35	может быть	23	6
36	с другой	3	6
37	как это	1	6
38	на себя	4	5
39	в сторону	1	5
40	и к	9	5
41	данном случае	1	5
42	с одной	1	5
43	того же	3	4
44	так у	1	4
45	между двумя	3	4
46	по преимуществу	1	4
47	в сущности	7	4
48	совпадает с	1	4
49	уж так	1	4
50	как правило	1	4
51	но не	4	4
52	по отношению	5	4
53	за пределы	5	4
54	как в	4	4
55	в своем	3	4
56	с пьяным	1	4
57	хотя и	6	4
58	в себя	4	4
59	тому же	1	4
60	читателя в	1	4
61	на этом	3	4
62	то же	6	4
63	не с	1	4
64	и тем	2	4
65	тем самым	1	4
66	для него	2	4
67	точки зрения	11	4
68	не в	10	4
69	в конце	3	4
70	и является	2	4
71	не менее	2	4
72	во второй	1	4
73	можно сказать	4	4
74	во всех	5	4
75	только в	6	4
76	и его	6	4
77	уже не	4	4
78	в сознании	1	4
79	у него	5	4
80	как раз	7	4
81	одной стороны	1	4
82	не может	19	4
83	и особенно	1	4
84	и смерти	1	4
85	этом случае	1	4
86	все это	6	4
87	в один	1	4
88	отношению к	5	4
89	я и	1	3
90	и то	1	3
91	в их	4	3
92	мы имеем	3	3
93	со смертью	1	3
94	высказывания в	1	3
95	не был	1	3
96	в центре	3	3
97	в нашем	1	3
98	на его	1	3
99	и если	1	3
100	и сам	5	3
101	главного героя	2	3
102	несмотря на	1	3
103	автора и	2	3
104	место в	1	3
105	не столько	1	3
106	на фоне	6	3
107	на себе	1	3
108	никогда не	6	3
109	тем что	3	3
110	как будто	1	3
111	что на	1	3
112	той или	2	3
113	как мы	12	3
114	приводит к	4	3
115	можно было	2	3
116	в результате	2	3
117	если бы	3	3
118	в словах	4	3
119	и т.д	3	3
120	что и	3	3
121	и все	9	3
122	так что	2	3
123	есть в	6	3
124	я в	1	3
125	при всей	1	3
126	только на	3	3
127	со стороны	1	3
128	или иной	2	3
129	именно в	1	3
130	было бы	3	3
131	в речи	3	3
132	в первой	2	3
133	этого слова	2	3
134	или в	8	3
135	и одновременно	2	3
136	бы в	3	3
137	прежде всего	9	3
138	себя внимание	2	3
139	а в	2	3
140	не знает	4	3
141	по поводу	1	3
142	с самим	5	3
143	я его	1	2
144	отношения к	2	2
145	перед лицом	1	2
146	и до	3	2
147	из его	1	2
148	ведь и	5	2
149	той же	3	2
150	а как	2	2
151	из своих	2	2
152	и он	6	2
153	собой в	1	2
154	еще не	7	2
155	иного рода	1	2
156	в общем	2	2
157	отличие от	3	2
158	диалогическим углом	1	2
159	в значительной	1	2
160	знаю что	4	2
161	себе не	1	2
162	художественного мира	1	2
163	с их	1	2
164	на то	3	2
165	он не	4	2
166	в диалоге	3	2
167	что она	1	2
168	таким образом	4	2
169	значительной степени	1	2
170	в одну	1	2
171	а затем	1	2
172	что все	1	2
173	же не	1	2
174	на этой	1	2
175	этом смысле	2	2
176	по себе	7	2
177	он и	4	2
178	жизни но	1	2
179	еще в	1	2
180	в этих	4	2
181	в своей	3	2
182	или точнее	1	2
183	в котором	5	2
184	с точки	9	2
185	в отличие	3	2
186	о себе	5	2
187	но эта	1	2
188	в устах	1	2
189	для нее	1	2
190	даже в	1	2
191	она не	3	2
192	в то	5	2
193	дело не	1	2
194	на него	3	2
195	же время	5	2
196	другого но	1	2
197	к читателю	1	2
198	реплики в	1	2
199	всего в	1	2
200	роль в	1	2
201	с ее	3	2
202	языка и	2	2
203	голосов в	7	2
204	те же	2	2
205	того и	2	2
206	на которую	1	2
207	это только	1	2
208	с ним	2	2
209	что в	4	2
210	произведения как	1	2
211	в произведении	2	2
212	о своей	1	2
213	за пределами	1	2
214	никак не	3	2
215	его в	1	2
216	и во	3	2
217	на всех	1	2
218	том или	2	2
219	между тем	2	2
220	в его	9	2
221	один из	1	2
222	времени как	1	2
223	себя в	3	2
224	от автора	2	2
225	в поэзии	2	2
226	не есть	1	2
227	а то	3	2
228	и их	3	2
229	ведь это	3	2
230	в одном	11	2
231	вовсе не	9	2
232	не о	1	2
233	здесь в	2	2
234	своего собственного	1	2
235	отношения в	1	2
236	в соответствии	1	2
237	превращается в	4	2
238	и стал	1	2
239	на этот	2	2
240	его как	2	2
241	была бы	1	2
242	и слово	1	2
243	один голос	1	2
244	вместе с	2	2
245	так же	3	2
246	к своему	3	2
247	этих случаях	2	2
248	по существу	3	2
249	ты не	1	2
250	высказывания и	2	2
251	и для	3	2
252	в двух	1	2
253	еще более	3	2
254	личности и	1	2
255	от своего	1	2
256	сказать что	2	2
257	другой стороны	3	2
258	и внутренне	1	2
259	речи и	5	2
260	выходят за	2	2
261	этой сцены	1	2
262	все что	2	2
263	к этому	1	2
264	в таком	1	2
265	в роли	1	2
266	а между	2	1
267	по законам	1	1
268	слова которые	1	1
269	также и	3	1
270	и понимает	3	1
271	самом деле	4	1
272	но автор	2	1
273	здесь и	3	1
274	в первом	1	1
275	системе языка	2	1
276	к другому	5	1
277	смерть в	1	1
278	жизни здесь	1	1
279	мы уже	3	1
280	побуждает его	1	1
281	изо всей	1	1
282	они могут	1	1
283	именно к	1	1
284	словам того	1	1
285	не вполне	1	1
286	углом они	1	1
287	диалога в	3	1
288	из того	1	1
289	слова о	1	1
290	в интонации	1	1
291	самом наличии	1	1
292	и сами	1	1
293	как один	1	1
294	в последних	1	1
295	же самые	1	1
296	в сюжете	1	1
297	слово представляется	1	1
298	тем как	2	1
299	это имеет	1	1
300	там и	2	1
301	получает в	1	1
302	не своему	1	1
303	задает тон	1	1
304	почти до	2	1
305	на речь	1	1
306	сама по	2	1
307	один и	1	1
308	и должны	2	1
309	не принимает	2	1
310	из уст	1	1
311	в художественном	2	1
312	в приведенном	3	1
313	однако не	1	1
314	когда он	2	1
315	и наконец	4	1
316	дается в	1	1
317	его к	2	1
318	тем же	3	1
319	более или	3	1
320	о самом	1	1
321	художественной концепции	1	1
322	со своей	1	1
323	текста при	1	1
324	себе как	2	1
325	бы и	2	1
326	бы с	1	1
327	первый момент	1	1
328	так или	1	1
329	все эти	4	1
330	бы не	2	1
331	из этих	3	1
332	чужих слов	4	1
333	которые в	2	1
334	что автор	1	1
335	еще один	1	1
336	рассказ о	1	1
337	раз в	2	1
338	смеха в	1	1
339	и способами	1	1
340	и резко	2	1
341	но ведь	2	1
342	как он	3	1
343	в наших	1	1
344	но на	2	1
345	так сказать	5	1
346	в нем	17	1
347	наш анализ	1	1
348	с верой	1	1
349	время и	2	1
350	что же?	1	1
351	первой части	1	1
352	к одному	6	1
353	не к	3	1
354	не как	3	1
355	в силу	1	1
356	характер в	1	1
357	i в	1	1
358	свое время	2	1
359	настоящего времени	1	1
360	никому не	2	1
361	и по	2	1
362	его можно	1	1
363	речь его	1	1
364	как речь	1	1
365	человека в	1	1
366	я вам	1	1
367	в каждом	6	1
368	интонаций в	1	1
369	сознания о	2	1
370	об этом	2	1
371	он ничего	2	1
372	самим собой	2	1
373	времени и	2	1
374	в несколько	1	1
375	входит в	1	1
376	это не	5	1
377	ко второму	2	1
378	творческую волю	1	1
379	не совпадает	1	1
380	литературном произведении	1	1
381	авторской позиции	1	1
382	слова без	1	1
383	в жизни	5	1
384	смерть и	1	1
385	ни в	6	1
386	они сопоставлены	1	1
387	в них	1	1
388	все равно	2	1
389	далеко не	3	1
390	но лишь	1	1
391	место и	1	1
392	словами в	3	1
393	всегда и	1	1
394	бы определить	1	1
395	прозы в	1	1
396	такой же	3	1
397	обратимся к	1	1
398	нисколько не	1	1
399	противопоставлены в	1	1
400	но если	3	1
401	и при	3	1
402	почти нет	2	1
403	или противопоставлены	1	1
404	в такой	1	1
405	не становится	1	1
406	одним и	1	1
407	социальных диалектов	2	1
408	жизнь и	3	1
409	стилизации и	2	1
410	от себя	1	1
411	что я	6	1
412	каким является	1	1
413	его жизнь	2	1
414	вплоть до	1	1
415	от поэтического	1	1
416	ото всех	1	1
417	том под	1	1
418	обращение к	1	1
419	внимание и	1	1
420	однако в	1	1
421	том же	4	1
422	не должна	1	1
423	зрения и	2	1
424	лишь материал	1	1
425	а вот	1	1
426	и вся	1	1
