N	4gram	Potebnia_M_4	Myshleni
1	в силу того что	1	5
2	заключается в том что	1	5
3	одного и того же	1	4
4	одной и той же	1	3
5	в том смысле что	1	2
6	вместе с тем и	2	2
7	когда мы говорим что	1	2
8	мы имеем дело с	1	1
9	только в том что	1	1
10	чтобы ответить на этот	1	1
11	внимание на то что	2	1
12	есть не что иное	1	1
13	в том числе и	1	1
14	как бы он ни	1	1
15	не что иное как	2	1
16	и не может быть	1	1
17	на этот вопрос можно	1	1
18	в ряду других признаков	1	1
19	то же самое что	1	1
20	нет и не может	1	1
21	на вопрос что такое	1	1
22	в то время когда	1	1
23	то что совершается в	1	1
24	и по отношению к	2	1
25	ответить на этот вопрос	1	1
26	один и тот же	2	1
27	заключается главным образом в	1	1
