N	3gram	Losev_Dial_1	FransuaR
1	то же время	4	6
2	в то же	4	6
3	до сих пор	2	4
4	но в то	1	4
5	в связи с	1	4
6	на самом деле	2	3
7	не было ни	1	3
8	прежде всего необходимо	2	3
9	и все образы	1	3
10	для того чтобы	1	3
11	в той или	1	2
12	в этом отношении	2	2
13	можно было бы	4	2
14	одной и той	1	2
15	по сравнению с	2	2
16	и той же	1	2
17	не может быть	3	2
18	о том что	2	2
19	той или иной	3	2
20	можно сказать что	3	2
21	друг в друга	1	2
22	что иное как	1	1
23	о мире как	1	1
24	что в основе	1	1
25	дело в том	1	1
26	и также не	1	1
27	и в особенности	1	1
28	но даже и	1	1
29	имеется в виду	1	1
30	как раз и	1	1
31	с точки зрения	12	1
32	но для этого	1	1
33	ничего не говорят	1	1
34	что в нем	3	1
35	на различные явления	1	1
36	и с другой	2	1
37	и потому в	1	1
38	может быть и	3	1
39	и в частности	2	1
40	бы и не	1	1
41	не говорят о	1	1
42	не что иное	1	1
43	и перед ними	1	1
44	в том чтобы	1	1
45	несет на себе	2	1
46	и в этом	3	1
47	прибавьте к этому	1	1
48	то что он	1	1
49	это конечно не	2	1
50	во всяком случае	2	1
51	как мы увидим	1	1
52	с другой стороны	4	1
53	мы все время	1	1
54	само по себе	5	1
55	может быть названа	1	1
56	мы видим теперь	1	1
57	во всех этих	1	1
58	только то что	3	1
59	сих пор не	1	1
60	есть не что	1	1
61	было бы совершенно	1	1
62	это и есть	2	1
63	связи с этим	1	1
64	с самого начала	1	1
65	но никак не	1	1
66	в новое время	1	1
67	таким образом и	1	1
68	нельзя указать где	1	1
69	тех или иных	1	1
70	но все же	1	1
71	но также и	1	1
72	в них не	1	1
73	в том что	7	1
74	а не мы	1	1
75	не нуждается в	3	1
76	при известных условиях	1	1
